,Station,Date,PM 2.5
120,Paris,2022-05-01,60
121,Paris,2022-05-01,60
122,Paris,2022-05-02,56
123,Paris,2022-05-04,70
124,Paris,2022-05-05,66
125,Paris,2022-05-06,48
126,Paris,2022-05-07,57
127,Paris,2022-05-07,57
128,Paris,2022-05-09,76
129,Paris,2022-05-10,64
130,Paris,2022-05-11,65
131,Paris,2022-05-12,52
132,Paris,2022-05-13,41
133,Paris,2022-05-14,37
134,Paris,2022-05-15,50
135,Paris,2022-05-15,50
136,Paris,2022-05-16,54
137,Paris,2022-05-18,54
138,Paris,2022-05-19,45
139,Paris,2022-05-20,60
140,Paris,2022-05-21,54
141,Paris,2022-05-21,54
142,Paris,2022-05-22,48
143,Paris,2022-05-23,51
144,Paris,2022-05-25,31
145,Paris,2022-05-26,39
146,Paris,2022-05-26,39
147,Paris,2022-05-28,33
148,Paris,2022-05-28,33
149,Paris,2022-05-30,38
150,Paris,2022-05-31,44
151,Paris,2022-05-31,44
152,Paris,2022-06-02,46
153,Paris,2022-06-03,44
154,Paris,2022-06-04,55
155,Paris,2022-06-04,55
156,Paris,2022-06-06,46
157,Paris,2022-06-07,27
158,Paris,2022-06-08,35
159,Paris,2022-06-09,35
160,Paris,2022-06-10,36
161,Paris,2022-06-10,36
162,Paris,2022-06-12,40
163,Paris,2022-06-13,34
164,Paris,2022-06-14,41
165,Paris,2022-06-15,49
166,Paris,2022-06-16,57
167,Paris,2022-06-17,56
168,Paris,2022-06-18,60
169,Paris,2022-06-19,71
170,Paris,2022-06-20,63
171,Paris,2022-06-21,57
172,Paris,2022-06-22,57
173,Paris,2022-06-22,57
174,Paris,2022-06-24,53
175,Paris,2022-06-25,35
176,Paris,2022-06-26,36
177,Paris,2022-06-27,38
178,Paris,2022-06-28,38
179,Paris,2022-06-29,38
180,Paris,2022-06-30,44
181,Paris,2022-07-01,37
182,Paris,2022-07-02,31
183,Paris,2022-07-03,43
184,Paris,2022-07-04,29
185,Paris,2022-07-04,29
186,Paris,2022-07-06,36
187,Paris,2022-07-07,40
188,Paris,2022-07-08,36
189,Paris,2022-07-08,36
190,Paris,2022-07-10,47
191,Paris,2022-07-11,37
192,Paris,2022-07-12,39
193,Paris,2022-07-12,39
194,Paris,2022-07-14,59
195,Paris,2022-07-15,57
196,Paris,2022-07-16,39
197,Paris,2022-07-17,52
198,Paris,2022-07-18,44
199,Paris,2022-07-19,63
200,Paris,2022-07-20,78
201,Paris,2022-07-21,76
202,Paris,2022-07-22,54
203,Paris,2022-07-23,64
204,Paris,2022-07-24,66
205,Paris,2022-07-25,56
206,Paris,2022-07-26,43
207,Paris,2022-07-27,35
208,Paris,2022-07-27,35
209,Paris,2022-07-29,43
210,Paris,2022-07-30,51
211,Paris,2022-07-31,48
212,Paris,2022-08-01,31
213,Paris,2022-08-02,33
214,Paris,2022-08-02,33
215,Paris,2022-08-04,54
216,Paris,2022-08-05,41
217,Paris,2022-08-06,41
218,Paris,2022-08-06,41
219,Paris,2022-08-08,36
220,Paris,2022-08-09,43
221,Paris,2022-08-10,48
222,Paris,2022-08-11,52
223,Paris,2022-08-12,58
224,Paris,2022-08-13,59
225,Paris,2022-08-13,59
226,Paris,2022-08-14,45
227,Paris,2022-08-16,53
228,Paris,2022-08-17,62
229,Paris,2022-08-18,59
230,Paris,2022-08-19,62
231,Paris,2022-08-20,40
232,Paris,2022-08-21,40
233,Paris,2022-08-22,47
234,Paris,2022-08-23,40
235,Paris,2022-08-24,46
236,Paris,2022-08-25,46
237,Paris,2022-08-26,54
238,Paris,2022-08-26,54
239,Paris,2022-08-28,41
240,Paris,2022-08-29,47
241,Paris,2022-08-29,47
242,Paris,2022-08-30,47
243,Paris,2022-09-01,54
244,Paris,2022-09-02,56
245,Paris,2022-09-03,56
246,Paris,2022-09-04,47
247,Paris,2022-09-04,47
248,Paris,2022-09-06,45
249,Paris,2022-09-06,45
250,Paris,2022-09-07,46
251,Paris,2022-09-09,43
252,Paris,2022-09-09,43
253,Paris,2022-09-11,33
254,Paris,2022-09-11,33
255,Paris,2022-09-13,49
256,Paris,2022-09-14,55
257,Paris,2022-09-15,45
258,Paris,2022-09-16,42
259,Paris,2022-09-16,42
260,Paris,2022-09-17,36
261,Paris,2022-09-19,32
262,Paris,2022-09-20,36
263,Paris,2022-09-21,52
264,Paris,2022-09-22,53
265,Paris,2022-09-23,54
266,Paris,2022-09-24,76
267,Paris,2022-09-25,51
268,Paris,2022-09-26,35
269,Paris,2022-09-26,35
270,Paris,2022-09-28,38
271,Paris,2022-09-28,38
272,Paris,2022-09-30,49
273,Paris,2022-10-01,66
274,Paris,2022-10-02,31
275,Paris,2022-10-02,31
276,Paris,2022-10-03,34
277,Paris,2022-10-05,70
278,Paris,2022-10-05,70
279,Paris,2022-10-07,49
280,Paris,2022-10-08,68
281,Paris,2022-10-09,48
282,Paris,2022-10-09,48
283,Paris,2022-10-10,57
284,Paris,2022-10-11,64
285,Paris,2022-10-12,53
286,Paris,2022-10-14,65
287,Paris,2022-10-15,42
288,Paris,2022-10-16,38
289,Paris,2022-10-17,31
290,Paris,2022-10-18,62
291,Paris,2022-10-18,62
292,Paris,2022-10-20,53
293,Paris,2022-10-20,53
294,Paris,2022-10-22,56
295,Paris,2022-10-23,57
296,Paris,2022-10-23,57
297,Paris,2022-10-25,42
298,Paris,2022-10-26,51
299,Paris,2022-10-27,51
300,Paris,2022-10-27,51
301,Paris,2022-10-29,72
302,Paris,2022-10-30,76
303,Paris,2022-10-30,76
304,Paris,2022-10-31,61
305,Paris,2022-11-02,46
306,Paris,2022-11-02,46
307,Paris,2022-11-04,48
308,Paris,2022-11-05,36
309,Paris,2022-11-06,57
310,Paris,2022-11-07,54
311,Paris,2022-11-07,54
312,Paris,2022-11-09,49
313,Paris,2022-11-10,41
314,Paris,2022-11-10,41
315,Paris,2022-11-12,53
316,Paris,2022-11-12,53
317,Paris,2022-11-14,77
318,Paris,2022-11-15,62
319,Paris,2022-11-15,62
320,Paris,2022-11-17,44
321,Paris,2022-11-18,36
322,Paris,2022-11-18,36
323,Paris,2022-11-18,36
324,Paris,2022-11-18,36
325,Paris,2022-11-18,36
326,Paris,2022-11-18,36
327,Paris,2022-11-18,36
328,Paris,2022-11-18,36
329,Paris,2022-11-18,36
330,Paris,2022-11-18,36
331,Paris,2022-11-18,36
332,Paris,2022-11-18,36
333,Paris,2022-11-18,36
334,Paris,2022-11-18,36
335,Paris,2022-11-18,36
336,Paris,2022-11-18,36
337,Paris,2022-11-18,36
338,Paris,2022-11-18,36
339,Paris,2022-11-18,36
340,Paris,2022-11-18,36
341,Paris,2022-12-08,76
342,Paris,2022-12-09,80
343,Paris,2022-12-10,77
344,Paris,2022-12-11,73
345,Paris,2022-12-12,62
346,Paris,2022-12-13,78
347,Paris,2022-12-13,78
348,Paris,2022-12-13,78
349,Paris,2022-12-13,78
350,Paris,2022-12-13,78
351,Paris,2022-12-13,78
352,Paris,2022-12-19,94
353,Paris,2022-12-20,59
354,Paris,2022-12-20,59
355,Paris,2022-12-20,59
356,Paris,2022-12-23,42
357,Paris,2022-12-24,31
358,Paris,2022-12-24,31
359,Paris,2022-12-26,55
360,Paris,2022-12-27,38
361,Paris,2022-12-28,56
362,Paris,2022-12-29,37
363,Paris,2022-12-30,38
364,Paris,2022-12-30,38
