date,min,max,median,q1,q3,stdev,count
2020-07-05T00:00:00.000Z,0.2,4.32,1.5,0.9,2.1,0.838,471
2020-07-06T00:00:00.000Z,1.08,4.75,2.7,2.22,3.1,0.65,282
2020-07-07T00:00:00.000Z,0.43,4.84,1.7,1.12,2.42,0.94,419
2020-07-08T00:00:00.000Z,0.2,9.27,1.9,1,5.09,2.6,440
2020-07-09T00:00:00.000Z,0.3,6.22,2.25,1.2,2.82,1.292,468
2020-07-10T00:00:00.000Z,0.3,19.37,0.98,0.7,2.71,2.021,408
2020-07-11T00:00:00.000Z,0.2,19.3,0.56,0.43,1.05,1.132,328
2020-07-12T00:00:00.000Z,0.2,3.12,0.6,0.4,0.85,0.336,397
2020-07-13T00:00:00.000Z,0.3,5.25,1.02,0.62,2.08,0.866,391
2020-07-14T00:00:00.000Z,0.2,10.48,1.3,0.98,2.13,2.096,432
2020-07-15T00:00:00.000Z,0.56,5,2.27,1.65,2.78,0.9,351
2020-07-16T00:00:00.000Z,0.7,10.13,2.42,1.37,6.78,2.856,319
2020-07-17T00:00:00.000Z,0.4,7.9,2.67,1.83,3.71,1.765,489
2020-07-18T00:00:00.000Z,0.9,13.68,3.1,1.7,8.73,3.862,451
2020-07-19T00:00:00.000Z,4.32,17.02,12.75,11.1,14.57,2.43,151
2020-07-20T00:00:00.000Z,0.5,7.37,1.5,1.27,3.2,1.547,165
2020-07-21T00:00:00.000Z,0.62,2.22,1.3,1.02,1.51,0.333,265
2020-07-22T00:00:00.000Z,0.65,5.9,1.1,0.9,2.02,0.738,273
2020-07-23T00:00:00.000Z,0.25,11.62,0.95,0.8,1.2,2.209,305
2020-07-24T00:00:00.000Z,0.52,19.32,2.29,1.62,5.87,4.422,383
2020-07-25T00:00:00.000Z,5,11.48,9.75,8.44,10.1,1.385,82
2020-07-26T00:00:00.000Z,0.4,4.8,1.21,0.82,2.2,0.852,444
2020-07-27T00:00:00.000Z,1.6,5.68,3.14,2.67,3.85,0.858,278
2020-07-28T00:00:00.000Z,0.52,4.93,1.8,1.12,3.1,1.086,420
2020-07-29T00:00:00.000Z,0.6,4.57,1.48,1.1,2.22,0.872,329
2020-07-30T00:00:00.000Z,0.4,22.33,1.1,0.8,1.62,1.409,362
2020-07-31T00:00:00.000Z,1.42,13.27,3.2,2.27,4.53,2.549,356
2020-08-01T00:00:00.000Z,0.4,11.85,1.48,0.9,3.55,3.016,355
2020-08-02T00:00:00.000Z,0.2,22.27,1.13,0.7,1.65,1.358,322
2020-08-03T00:00:00.000Z,0.3,4.3,0.68,0.5,1.27,0.835,343
2020-08-04T00:00:00.000Z,0.2,4.25,0.8,0.56,1.6,0.908,415
2020-08-05T00:00:00.000Z,0.2,32.08,0.93,0.6,1.67,2.316,417
2020-08-06T00:00:00.000Z,0,7.7,0.3,0.1,0.7,1.638,335
2020-08-07T00:00:00.000Z,0.4,11.57,1,0.8,1.3,1.751,411
2020-08-08T00:00:00.000Z,0.3,13.85,1,0.8,2,2.681,370
2020-08-09T00:00:00.000Z,2.27,21.55,8.85,3.53,16,6.272,427
2020-08-10T00:00:00.000Z,6,30.2,13.85,8.23,18.01,6.221,404
2020-08-11T00:00:00.000Z,3.12,35.53,12.73,7.5,23.42,9.581,441
2020-08-12T00:00:00.000Z,2.15,35.1,13.7,6.57,23.38,9.114,455
2020-08-13T00:00:00.000Z,0.3,21.95,7.8,3.13,14.03,6.133,441
2020-08-14T00:00:00.000Z,0.5,15.5,1.79,0.98,5.3,4.381,400
2020-08-15T00:00:00.000Z,0.4,18.1,1.64,1,6.7,4.642,462
2020-08-16T00:00:00.000Z,0.28,4.15,1,0.77,1.3,0.662,464
2020-08-17T00:00:00.000Z,0.6,11.95,1.29,0.9,5.99,3.349,460
2020-08-18T00:00:00.000Z,0.1,30.58,1.3,0.47,3.45,2.501,392
2020-08-19T00:00:00.000Z,0.5,8.57,2.29,1.5,3.95,1.837,436
2020-08-20T00:00:00.000Z,1.2,26.1,2.6,2,3.4,1.905,437
2020-08-21T00:00:00.000Z,3.4,9.38,5.87,5.12,6.84,1.183,436
2020-08-22T00:00:00.000Z,1.14,6.2,2.6,2.04,3.44,1.085,396
2020-08-23T00:00:00.000Z,0.6,3.75,1.5,1.2,2.46,0.811,405
2020-08-24T00:00:00.000Z,0.2,3.1,1.2,0.6,1.8,0.69,339
2020-08-25T00:00:00.000Z,1.14,5.53,3.05,2.37,3.57,0.94,369
2020-08-26T00:00:00.000Z,1.37,5.15,2.72,2.35,3.53,0.793,388
2020-08-27T00:00:00.000Z,0.9,16.37,3.2,2.12,4.28,2.24,443
2020-08-28T00:00:00.000Z,0.45,4.65,1.7,1.2,2.45,0.86,391
2020-08-29T00:00:00.000Z,0.4,2.8,1.08,0.73,1.6,0.533,408
