,Station,Date,PM 2.5
179,Paris,2023-06-28,57
180,Paris,2023-06-29,63
181,Paris,2023-07-01,54
182,Paris,2023-07-02,92
183,Paris,2023-07-03,95
184,Paris,2023-07-03,95
185,Paris,2023-07-04,51
186,Paris,2023-07-06,44
187,Paris,2023-07-07,62
188,Paris,2023-07-07,62
189,Paris,2023-07-08,64
190,Paris,2023-07-09,64
191,Paris,2023-07-11,47
192,Paris,2023-07-12,54
193,Paris,2023-07-13,45
194,Paris,2023-07-14,41
195,Paris,2023-07-15,59
196,Paris,2023-07-16,45
197,Paris,2023-07-17,51
198,Paris,2023-07-18,48
199,Paris,2023-07-19,56
200,Paris,2023-07-20,44
201,Paris,2023-07-20,44
202,Paris,2023-07-22,47
203,Paris,2023-07-22,47
204,Paris,2023-07-23,48
205,Paris,2023-07-24,44
206,Paris,2023-07-26,47
207,Paris,2023-07-27,53
208,Paris,2023-07-28,43
209,Paris,2023-07-29,53
210,Paris,2023-07-30,54
211,Paris,2023-07-31,40
212,Paris,2023-08-01,41
213,Paris,2023-08-02,42
214,Paris,2023-08-02,42
215,Paris,2023-08-04,36
216,Paris,2023-08-05,49
217,Paris,2023-08-06,43
218,Paris,2023-08-07,32
219,Paris,2023-08-08,35
220,Paris,2023-08-09,43
221,Paris,2023-08-10,42
222,Paris,2023-08-10,42
223,Paris,2023-08-12,65
224,Paris,2023-08-13,49
225,Paris,2023-08-14,45
226,Paris,2023-08-15,52
227,Paris,2023-08-16,47
228,Paris,2023-08-17,50
229,Paris,2023-08-18,66
230,Paris,2023-08-19,77
231,Paris,2023-08-19,77
232,Paris,2023-08-21,46
233,Paris,2023-08-22,45
234,Paris,2023-08-22,45
235,Paris,2023-08-24,49
236,Paris,2023-08-25,52
237,Paris,2023-08-26,53
238,Paris,2023-08-26,53
239,Paris,2023-08-27,33
240,Paris,2023-08-28,27
241,Paris,2023-08-30,42
242,Paris,2023-08-31,43
243,Paris,2023-09-01,44
244,Paris,2023-09-02,79
245,Paris,2023-09-02,79
246,Paris,2023-09-03,90
247,Paris,2023-09-05,61
248,Paris,2023-09-05,61
249,Paris,2023-09-07,69
250,Paris,2023-09-08,76
251,Paris,2023-09-08,76
252,Paris,2023-09-10,79
253,Paris,2023-09-11,74
254,Paris,2023-09-12,71
255,Paris,2023-09-13,54
256,Paris,2023-09-13,54
257,Paris,2023-09-14,64
258,Paris,2023-09-16,59
259,Paris,2023-09-17,66
260,Paris,2023-09-18,62
261,Paris,2023-09-19,45
262,Paris,2023-09-20,55
263,Paris,2023-09-21,66
264,Paris,2023-09-22,53
265,Paris,2023-09-22,53
266,Paris,2023-09-23,39
267,Paris,2023-09-25,61
268,Paris,2023-09-26,56
269,Paris,2023-09-27,69
270,Paris,2023-09-28,58
271,Paris,2023-09-29,50
272,Paris,2023-09-30,50
273,Paris,2023-10-01,68
274,Paris,2023-10-01,68
275,Paris,2023-10-03,82
276,Paris,2023-10-03,82
277,Paris,2023-10-04,49
278,Paris,2023-10-06,66
279,Paris,2023-10-07,72
280,Paris,2023-10-07,72
281,Paris,2023-10-09,86
282,Paris,2023-10-10,91
283,Paris,2023-10-11,82
284,Paris,2023-10-12,74
285,Paris,2023-10-13,69
286,Paris,2023-10-14,68
287,Paris,2023-10-14,68
288,Paris,2023-10-15,39
289,Paris,2023-10-17,51
290,Paris,2023-10-18,53
291,Paris,2023-10-18,53
292,Paris,2023-10-19,54
293,Paris,2023-10-21,45
294,Paris,2023-10-22,40
295,Paris,2023-10-23,52
296,Paris,2023-10-24,58
297,Paris,2023-10-25,46
298,Paris,2023-10-26,42
299,Paris,2023-10-27,53
300,Paris,2023-10-28,45
301,Paris,2023-10-29,48
302,Paris,2023-10-29,48
303,Paris,2023-10-31,50
304,Paris,2023-11-01,51
305,Paris,2023-11-02,43
306,Paris,2023-11-03,35
307,Paris,2023-11-04,44
308,Paris,2023-11-04,44
309,Paris,2023-11-06,38
310,Paris,2023-11-07,42
311,Paris,2023-11-07,42
312,Paris,2023-11-09,44
313,Paris,2023-11-10,43
314,Paris,2023-11-11,43
315,Paris,2023-11-12,52
316,Paris,2023-11-13,51
317,Paris,2023-11-14,45
318,Paris,2023-11-14,45
319,Paris,2023-11-15,49
320,Paris,2023-11-17,67
321,Paris,2023-11-18,44
322,Paris,2023-11-19,62
323,Paris,2023-11-20,47
324,Paris,2023-11-21,38
325,Paris,2023-11-22,41
326,Paris,2023-11-23,58
327,Paris,2023-11-23,58
328,Paris,2023-11-24,56
329,Paris,2023-11-26,50
330,Paris,2023-11-26,50
331,Paris,2023-11-28,45
332,Paris,2023-11-29,53
333,Paris,2023-11-30,79
334,Paris,2023-12-01,94
335,Paris,2023-12-02,95
336,Paris,2023-12-02,95
337,Paris,2023-12-03,85
338,Paris,2023-12-05,47
339,Paris,2023-12-06,36
340,Paris,2023-12-06,36
341,Paris,2023-12-08,65
342,Paris,2023-12-08,65
343,Paris,2023-12-09,62
344,Paris,2023-12-11,54
345,Paris,2023-12-12,58
346,Paris,2023-12-13,47
347,Paris,2023-12-14,38
348,Paris,2023-12-15,39
349,Paris,2023-12-16,57
350,Paris,2023-12-17,92
351,Paris,2023-12-17,92
352,Paris,2023-12-18,81
353,Paris,2023-12-20,53
354,Paris,2023-12-20,53
355,Paris,2023-12-22,34
356,Paris,2023-12-22,34
357,Paris,2023-12-24,27
358,Paris,2023-12-25,32
359,Paris,2023-12-25,32
360,Paris,2023-12-27,41
361,Paris,2023-12-28,45
362,Paris,2023-12-29,41
363,Paris,2023-12-30,34
364,Paris,2023-12-31,34
