,date,PM 2.5,Station
96,2021-04-07,43.0,Nouvelle-Aquitaine
97,2021-04-08,68.0,Nouvelle-Aquitaine
98,2021-04-09,41.0,Nouvelle-Aquitaine
99,2021-04-10,23.0,Nouvelle-Aquitaine
100,2021-04-11,26.0,Nouvelle-Aquitaine
101,2021-04-12,24.0,Nouvelle-Aquitaine
102,2021-04-13,64.0,Nouvelle-Aquitaine
103,2021-04-14,27.0,Nouvelle-Aquitaine
104,2021-04-15,37.0,Nouvelle-Aquitaine
105,2021-04-16,40.0,Nouvelle-Aquitaine
106,2021-04-17,48.0,Nouvelle-Aquitaine
107,2021-04-18,47.0,Nouvelle-Aquitaine
108,2021-04-19,48.0,Nouvelle-Aquitaine
109,2021-04-20,42.0,Nouvelle-Aquitaine
110,2021-04-21,39.0,Nouvelle-Aquitaine
111,2021-04-22,24.0,Nouvelle-Aquitaine
112,2021-04-23,30.0,Nouvelle-Aquitaine
113,2021-04-24,24.0,Nouvelle-Aquitaine
114,2021-04-25,22.0,Nouvelle-Aquitaine
115,2021-04-26,33.0,Nouvelle-Aquitaine
116,2021-04-27,35.0,Nouvelle-Aquitaine
117,2021-04-28,34.0,Nouvelle-Aquitaine
118,2021-04-29,18.0,Nouvelle-Aquitaine
119,2021-04-30,30.0,Nouvelle-Aquitaine
120,2021-05-01,37.0,Nouvelle-Aquitaine
121,2021-05-02,29.0,Nouvelle-Aquitaine
122,2021-05-03,22.0,Nouvelle-Aquitaine
123,2021-05-04,21.0,Nouvelle-Aquitaine
124,2021-05-05,17.0,Nouvelle-Aquitaine
125,2021-05-06,21.0,Nouvelle-Aquitaine
126,2021-05-07,18.0,Nouvelle-Aquitaine
127,2021-05-08,21.0,Nouvelle-Aquitaine
128,2021-05-09,27.0,Nouvelle-Aquitaine
129,2021-05-10,16.0,Nouvelle-Aquitaine
130,2021-05-11,19.0,Nouvelle-Aquitaine
131,2021-05-12,20.0,Nouvelle-Aquitaine
132,2021-05-13,22.0,Nouvelle-Aquitaine
133,2021-05-14,18.0,Nouvelle-Aquitaine
134,2021-05-15,9.0,Nouvelle-Aquitaine
135,2021-05-16,18.0,Nouvelle-Aquitaine
136,2021-05-17,32.0,Nouvelle-Aquitaine
137,2021-05-18,28.0,Nouvelle-Aquitaine
138,2021-05-19,14.0,Nouvelle-Aquitaine
139,2021-05-20,17.0,Nouvelle-Aquitaine
140,2021-05-21,23.0,Nouvelle-Aquitaine
141,2021-05-22,21.0,Nouvelle-Aquitaine
142,2021-05-23,17.0,Nouvelle-Aquitaine
143,2021-05-24,24.0,Nouvelle-Aquitaine
144,2021-05-25,34.0,Nouvelle-Aquitaine
145,2021-05-26,43.0,Nouvelle-Aquitaine
146,2021-05-27,25.0,Nouvelle-Aquitaine
147,2021-05-28,29.0,Nouvelle-Aquitaine
148,2021-05-29,24.0,Nouvelle-Aquitaine
149,2021-05-30,26.0,Nouvelle-Aquitaine
150,2021-05-31,24.0,Nouvelle-Aquitaine
151,2021-06-01,36.0,Nouvelle-Aquitaine
152,2021-06-02,46.0,Nouvelle-Aquitaine
153,2021-06-03,43.0,Nouvelle-Aquitaine
154,2021-06-04,22.0,Nouvelle-Aquitaine
155,2021-06-05,20.0,Nouvelle-Aquitaine
156,2021-06-06,18.0,Nouvelle-Aquitaine
157,2021-06-07,22.0,Nouvelle-Aquitaine
158,2021-06-08,27.0,Nouvelle-Aquitaine
159,2021-06-09,29.0,Nouvelle-Aquitaine
160,2021-06-10,22.0,Nouvelle-Aquitaine
161,2021-06-11,33.0,Nouvelle-Aquitaine
162,2021-06-12,44.0,Nouvelle-Aquitaine
163,2021-06-13,38.0,Nouvelle-Aquitaine
164,2021-06-14,28.0,Nouvelle-Aquitaine
165,2021-06-15,35.0,Nouvelle-Aquitaine
166,2021-06-16,47.0,Nouvelle-Aquitaine
167,2021-06-17,37.0,Nouvelle-Aquitaine
168,2021-06-18,24.0,Nouvelle-Aquitaine
169,2021-06-19,19.0,Nouvelle-Aquitaine
170,2021-06-20,17.0,Nouvelle-Aquitaine
171,2021-06-21,13.0,Nouvelle-Aquitaine
172,2021-06-22,13.0,Nouvelle-Aquitaine
173,2021-06-23,20.0,Nouvelle-Aquitaine
174,2021-06-24,29.0,Nouvelle-Aquitaine
175,2021-06-25,29.0,Nouvelle-Aquitaine
176,2021-06-26,27.0,Nouvelle-Aquitaine
177,2021-06-27,13.0,Nouvelle-Aquitaine
178,2021-06-28,20.0,Nouvelle-Aquitaine
179,2021-06-29,13.0,Nouvelle-Aquitaine
180,2021-06-30,21.0,Nouvelle-Aquitaine
181,2021-07-01,26.0,Nouvelle-Aquitaine
182,2021-07-02,30.0,Nouvelle-Aquitaine
183,2021-07-03,23.0,Nouvelle-Aquitaine
184,2021-07-04,16.0,Nouvelle-Aquitaine
185,2021-07-05,15.0,Nouvelle-Aquitaine
186,2021-07-06,22.0,Nouvelle-Aquitaine
187,2021-07-07,19.0,Nouvelle-Aquitaine
188,2021-07-08,16.0,Nouvelle-Aquitaine
189,2021-07-09,22.0,Nouvelle-Aquitaine
190,2021-07-10,19.0,Nouvelle-Aquitaine
191,2021-07-11,21.0,Nouvelle-Aquitaine
192,2021-07-12,16.0,Nouvelle-Aquitaine
193,2021-07-13,19.0,Nouvelle-Aquitaine
194,2021-07-14,25.0,Nouvelle-Aquitaine
195,2021-07-15,22.0,Nouvelle-Aquitaine
196,2021-07-16,27.0,Nouvelle-Aquitaine
197,2021-07-17,26.0,Nouvelle-Aquitaine
198,2021-07-18,46.0,Nouvelle-Aquitaine
199,2021-07-19,37.0,Nouvelle-Aquitaine
200,2021-07-20,51.0,Nouvelle-Aquitaine
201,2021-07-21,59.0,Nouvelle-Aquitaine
202,2021-07-22,58.0,Nouvelle-Aquitaine
203,2021-07-23,46.0,Nouvelle-Aquitaine
204,2021-07-24,18.0,Nouvelle-Aquitaine
205,2021-07-25,34.0,Nouvelle-Aquitaine
206,2021-07-26,43.0,Nouvelle-Aquitaine
207,2021-07-27,42.0,Nouvelle-Aquitaine
208,2021-07-28,21.0,Nouvelle-Aquitaine
209,2021-07-29,22.0,Nouvelle-Aquitaine
210,2021-07-30,18.0,Nouvelle-Aquitaine
211,2021-07-31,19.0,Nouvelle-Aquitaine
212,2021-08-01,13.0,Nouvelle-Aquitaine
213,2021-08-02,20.0,Nouvelle-Aquitaine
214,2021-08-03,16.0,Nouvelle-Aquitaine
215,2021-08-04,15.0,Nouvelle-Aquitaine
216,2021-08-05,18.0,Nouvelle-Aquitaine
217,2021-08-06,21.0,Nouvelle-Aquitaine
218,2021-08-07,19.0,Nouvelle-Aquitaine
219,2021-08-08,18.0,Nouvelle-Aquitaine
220,2021-08-09,28.0,Nouvelle-Aquitaine
221,2021-08-10,26.0,Nouvelle-Aquitaine
222,2021-08-11,28.0,Nouvelle-Aquitaine
223,2021-08-12,44.0,Nouvelle-Aquitaine
224,2021-08-13,38.0,Nouvelle-Aquitaine
225,2021-08-14,46.0,Nouvelle-Aquitaine
226,2021-08-15,34.0,Nouvelle-Aquitaine
227,2021-08-16,19.0,Nouvelle-Aquitaine
228,2021-08-17,33.0,Nouvelle-Aquitaine
229,2021-08-18,28.0,Nouvelle-Aquitaine
230,2021-08-19,34.0,Nouvelle-Aquitaine
231,2021-08-20,21.0,Nouvelle-Aquitaine
232,2021-08-21,25.0,Nouvelle-Aquitaine
233,2021-08-22,22.0,Nouvelle-Aquitaine
234,2021-08-23,17.0,Nouvelle-Aquitaine
235,2021-08-24,22.0,Nouvelle-Aquitaine
236,2021-08-25,25.0,Nouvelle-Aquitaine
237,2021-08-26,34.0,Nouvelle-Aquitaine
238,2021-08-27,24.0,Nouvelle-Aquitaine
239,2021-08-28,17.0,Nouvelle-Aquitaine
240,2021-08-29,19.0,Nouvelle-Aquitaine
241,2021-08-30,24.0,Nouvelle-Aquitaine
242,2021-08-31,28.0,Nouvelle-Aquitaine
243,2021-09-01,35.0,Nouvelle-Aquitaine
244,2021-09-02,35.0,Nouvelle-Aquitaine
245,2021-09-03,36.0,Nouvelle-Aquitaine
246,2021-09-04,43.0,Nouvelle-Aquitaine
247,2021-09-05,38.0,Nouvelle-Aquitaine
248,2021-09-06,35.0,Nouvelle-Aquitaine
249,2021-09-07,39.0,Nouvelle-Aquitaine
250,2021-09-08,52.0,Nouvelle-Aquitaine
251,2021-09-09,22.0,Nouvelle-Aquitaine
252,2021-09-10,21.0,Nouvelle-Aquitaine
253,2021-09-11,26.0,Nouvelle-Aquitaine
254,2021-09-12,18.0,Nouvelle-Aquitaine
255,2021-09-13,32.0,Nouvelle-Aquitaine
256,2021-09-14,42.0,Nouvelle-Aquitaine
257,2021-09-15,33.0,Nouvelle-Aquitaine
258,2021-09-16,35.0,Nouvelle-Aquitaine
259,2021-09-17,25.0,Nouvelle-Aquitaine
260,2021-09-18,21.0,Nouvelle-Aquitaine
261,2021-09-19,18.0,Nouvelle-Aquitaine
262,2021-09-20,15.0,Nouvelle-Aquitaine
263,2021-09-21,36.0,Nouvelle-Aquitaine
264,2021-09-22,46.0,Nouvelle-Aquitaine
265,2021-09-23,43.0,Nouvelle-Aquitaine
266,2021-09-24,42.0,Nouvelle-Aquitaine
267,2021-09-25,34.0,Nouvelle-Aquitaine
268,2021-09-26,29.0,Nouvelle-Aquitaine
269,2021-09-27,27.0,Nouvelle-Aquitaine
270,2021-09-28,24.0,Nouvelle-Aquitaine
271,2021-09-29,37.13034623217923,Nouvelle-Aquitaine
272,2021-09-30,25.0,Nouvelle-Aquitaine
273,2021-10-01,22.0,Nouvelle-Aquitaine
274,2021-10-02,22.0,Nouvelle-Aquitaine
275,2021-10-03,20.0,Nouvelle-Aquitaine
276,2021-10-04,19.0,Nouvelle-Aquitaine
277,2021-10-05,23.0,Nouvelle-Aquitaine
278,2021-10-06,22.0,Nouvelle-Aquitaine
279,2021-10-07,23.0,Nouvelle-Aquitaine
280,2021-10-08,22.0,Nouvelle-Aquitaine
281,2021-10-09,31.0,Nouvelle-Aquitaine
282,2021-10-10,53.0,Nouvelle-Aquitaine
283,2021-10-11,51.0,Nouvelle-Aquitaine
284,2021-10-12,39.0,Nouvelle-Aquitaine
285,2021-10-13,52.0,Nouvelle-Aquitaine
286,2021-10-14,30.0,Nouvelle-Aquitaine
287,2021-10-15,49.0,Nouvelle-Aquitaine
288,2021-10-16,46.0,Nouvelle-Aquitaine
289,2021-10-17,55.0,Nouvelle-Aquitaine
290,2021-10-18,48.0,Nouvelle-Aquitaine
291,2021-10-19,43.0,Nouvelle-Aquitaine
292,2021-10-20,36.0,Nouvelle-Aquitaine
293,2021-10-21,35.0,Nouvelle-Aquitaine
294,2021-10-22,20.0,Nouvelle-Aquitaine
295,2021-10-23,26.0,Nouvelle-Aquitaine
296,2021-10-24,52.0,Nouvelle-Aquitaine
297,2021-10-25,50.0,Nouvelle-Aquitaine
298,2021-10-26,44.0,Nouvelle-Aquitaine
299,2021-10-27,63.0,Nouvelle-Aquitaine
300,2021-10-28,52.0,Nouvelle-Aquitaine
301,2021-10-29,40.0,Nouvelle-Aquitaine
302,2021-10-30,29.0,Nouvelle-Aquitaine
303,2021-10-31,20.0,Nouvelle-Aquitaine
304,2021-11-01,19.0,Nouvelle-Aquitaine
305,2021-11-02,17.0,Nouvelle-Aquitaine
306,2021-11-03,24.0,Nouvelle-Aquitaine
307,2021-11-04,59.0,Nouvelle-Aquitaine
308,2021-11-05,64.0,Nouvelle-Aquitaine
309,2021-11-06,43.0,Nouvelle-Aquitaine
310,2021-11-07,47.0,Nouvelle-Aquitaine
311,2021-11-08,41.0,Nouvelle-Aquitaine
312,2021-11-09,57.0,Nouvelle-Aquitaine
313,2021-11-10,78.0,Nouvelle-Aquitaine
314,2021-11-11,86.0,Nouvelle-Aquitaine
315,2021-11-12,102.0,Nouvelle-Aquitaine
316,2021-11-13,48.0,Nouvelle-Aquitaine
317,2021-11-14,29.0,Nouvelle-Aquitaine
318,2021-11-15,45.0,Nouvelle-Aquitaine
319,2021-11-16,52.0,Nouvelle-Aquitaine
320,2021-11-17,33.0,Nouvelle-Aquitaine
321,2021-11-18,63.0,Nouvelle-Aquitaine
322,2021-11-19,74.0,Nouvelle-Aquitaine
323,2021-11-20,105.0,Nouvelle-Aquitaine
324,2021-11-21,110.0,Nouvelle-Aquitaine
325,2021-11-22,46.0,Nouvelle-Aquitaine
326,2021-11-23,32.0,Nouvelle-Aquitaine
327,2021-11-24,47.0,Nouvelle-Aquitaine
328,2021-11-25,58.0,Nouvelle-Aquitaine
329,2021-11-26,54.0,Nouvelle-Aquitaine
330,2021-11-27,22.0,Nouvelle-Aquitaine
331,2021-11-28,30.0,Nouvelle-Aquitaine
332,2021-11-29,45.0,Nouvelle-Aquitaine
333,2021-11-30,78.0,Nouvelle-Aquitaine
334,2021-12-01,37.0,Nouvelle-Aquitaine
335,2021-12-02,27.0,Nouvelle-Aquitaine
336,2021-12-03,30.0,Nouvelle-Aquitaine
337,2021-12-04,23.0,Nouvelle-Aquitaine
338,2021-12-05,23.0,Nouvelle-Aquitaine
339,2021-12-06,34.0,Nouvelle-Aquitaine
340,2021-12-07,37.0,Nouvelle-Aquitaine
341,2021-12-08,25.0,Nouvelle-Aquitaine
342,2021-12-09,22.0,Nouvelle-Aquitaine
343,2021-12-10,32.0,Nouvelle-Aquitaine
344,2021-12-11,56.0,Nouvelle-Aquitaine
345,2021-12-12,47.0,Nouvelle-Aquitaine
346,2021-12-13,51.0,Nouvelle-Aquitaine
347,2021-12-14,114.0,Nouvelle-Aquitaine
348,2021-12-15,62.0,Nouvelle-Aquitaine
349,2021-12-16,45.0,Nouvelle-Aquitaine
350,2021-12-17,73.0,Nouvelle-Aquitaine
351,2021-12-18,98.0,Nouvelle-Aquitaine
352,2021-12-19,126.0,Nouvelle-Aquitaine
353,2021-12-20,88.0,Nouvelle-Aquitaine
354,2021-12-21,109.0,Nouvelle-Aquitaine
355,2021-12-22,92.0,Nouvelle-Aquitaine
356,2021-12-23,52.0,Nouvelle-Aquitaine
357,2021-12-24,46.0,Nouvelle-Aquitaine
358,2021-12-25,58.0,Nouvelle-Aquitaine
359,2021-12-26,51.0,Nouvelle-Aquitaine
360,2021-12-27,37.0,Nouvelle-Aquitaine
361,2021-12-28,27.0,Nouvelle-Aquitaine
362,2021-12-29,29.0,Nouvelle-Aquitaine
363,2021-12-30,28.0,Nouvelle-Aquitaine
364,2021-12-31,46.0,Nouvelle-Aquitaine
365,2022-01-01,74.0,Nouvelle-Aquitaine
366,2022-01-02,48.0,Nouvelle-Aquitaine
367,2022-01-03,35.0,Nouvelle-Aquitaine
368,2022-01-04,29.0,Nouvelle-Aquitaine
369,2022-01-05,47.0,Nouvelle-Aquitaine
370,2022-01-06,85.0,Nouvelle-Aquitaine
371,2022-01-07,44.0,Nouvelle-Aquitaine
372,2022-01-08,36.0,Nouvelle-Aquitaine
373,2022-01-09,50.0,Nouvelle-Aquitaine
374,2022-01-10,24.0,Nouvelle-Aquitaine
375,2022-01-11,47.0,Nouvelle-Aquitaine
376,2022-01-12,52.0,Nouvelle-Aquitaine
377,2022-01-13,79.0,Nouvelle-Aquitaine
378,2022-01-14,83.0,Nouvelle-Aquitaine
379,2022-01-15,170.0,Nouvelle-Aquitaine
380,2022-01-16,143.0,Nouvelle-Aquitaine
381,2022-01-17,92.0,Nouvelle-Aquitaine
382,2022-01-18,67.0,Nouvelle-Aquitaine
383,2022-01-19,69.0,Nouvelle-Aquitaine
384,2022-01-20,61.0,Nouvelle-Aquitaine
385,2022-01-21,39.0,Nouvelle-Aquitaine
386,2022-01-22,40.0,Nouvelle-Aquitaine
387,2022-01-23,74.0,Nouvelle-Aquitaine
388,2022-01-24,128.0,Nouvelle-Aquitaine
389,2022-01-25,142.0,Nouvelle-Aquitaine
390,2022-01-26,136.0,Nouvelle-Aquitaine
391,2022-01-27,67.0,Nouvelle-Aquitaine
392,2022-01-28,82.0,Nouvelle-Aquitaine
393,2022-01-29,56.0,Nouvelle-Aquitaine
394,2022-01-30,45.0,Nouvelle-Aquitaine
395,2022-01-31,23.0,Nouvelle-Aquitaine
396,2022-02-01,37.0,Nouvelle-Aquitaine
397,2022-02-02,18.0,Nouvelle-Aquitaine
398,2022-02-03,35.0,Nouvelle-Aquitaine
399,2022-02-04,35.0,Nouvelle-Aquitaine
400,2022-02-05,34.0,Nouvelle-Aquitaine
401,2022-02-06,47.0,Nouvelle-Aquitaine
402,2022-02-07,31.0,Nouvelle-Aquitaine
403,2022-02-08,53.0,Nouvelle-Aquitaine
404,2022-02-09,56.0,Nouvelle-Aquitaine
405,2022-02-10,79.0,Nouvelle-Aquitaine
406,2022-02-11,42.0,Nouvelle-Aquitaine
407,2022-02-12,63.0,Nouvelle-Aquitaine
408,2022-02-13,70.0,Nouvelle-Aquitaine
409,2022-02-14,24.0,Nouvelle-Aquitaine
410,2022-02-15,30.0,Nouvelle-Aquitaine
411,2022-02-16,23.0,Nouvelle-Aquitaine
412,2022-02-17,14.0,Nouvelle-Aquitaine
413,2022-02-18,23.0,Nouvelle-Aquitaine
414,2022-02-19,34.0,Nouvelle-Aquitaine
415,2022-02-20,29.0,Nouvelle-Aquitaine
416,2022-02-21,58.0,Nouvelle-Aquitaine
417,2022-02-22,57.0,Nouvelle-Aquitaine
418,2022-02-23,47.0,Nouvelle-Aquitaine
419,2022-02-24,72.0,Nouvelle-Aquitaine
420,2022-02-25,29.0,Nouvelle-Aquitaine
421,2022-02-26,42.0,Nouvelle-Aquitaine
422,2022-02-27,33.0,Nouvelle-Aquitaine
423,2022-02-28,51.0,Nouvelle-Aquitaine
424,2022-03-01,49.0,Nouvelle-Aquitaine
425,2022-03-02,36.0,Nouvelle-Aquitaine
426,2022-03-03,19.0,Nouvelle-Aquitaine
427,2022-03-04,21.0,Nouvelle-Aquitaine
428,2022-03-05,23.0,Nouvelle-Aquitaine
429,2022-03-06,49.0,Nouvelle-Aquitaine
430,2022-03-07,64.0,Nouvelle-Aquitaine
431,2022-03-08,46.0,Nouvelle-Aquitaine
432,2022-03-09,26.0,Nouvelle-Aquitaine
433,2022-03-10,34.0,Nouvelle-Aquitaine
434,2022-03-11,35.0,Nouvelle-Aquitaine
435,2022-03-12,17.0,Nouvelle-Aquitaine
436,2022-03-13,17.0,Nouvelle-Aquitaine
437,2022-03-14,19.0,Nouvelle-Aquitaine
438,2022-03-15,25.0,Nouvelle-Aquitaine
439,2022-03-16,46.0,Nouvelle-Aquitaine
440,2022-03-17,32.0,Nouvelle-Aquitaine
441,2022-03-18,43.0,Nouvelle-Aquitaine
442,2022-03-19,47.0,Nouvelle-Aquitaine
443,2022-03-20,44.0,Nouvelle-Aquitaine
444,2022-03-21,20.0,Nouvelle-Aquitaine
445,2022-03-22,41.0,Nouvelle-Aquitaine
446,2022-03-23,43.0,Nouvelle-Aquitaine
447,2022-03-24,52.0,Nouvelle-Aquitaine
448,2022-03-25,49.0,Nouvelle-Aquitaine
449,2022-03-26,41.0,Nouvelle-Aquitaine
450,2022-03-27,55.0,Nouvelle-Aquitaine
451,2022-03-28,56.0,Nouvelle-Aquitaine
452,2022-03-29,66.0,Nouvelle-Aquitaine
453,2022-03-30,56.0,Nouvelle-Aquitaine
454,2022-03-31,49.0,Nouvelle-Aquitaine
455,2022-04-01,18.0,Nouvelle-Aquitaine
456,2022-04-02,19.0,Nouvelle-Aquitaine
457,2022-04-03,35.0,Nouvelle-Aquitaine
458,2022-04-04,52.0,Nouvelle-Aquitaine
459,2022-04-05,37.13034623217923,Nouvelle-Aquitaine
460,2022-04-06,37.13034623217923,Nouvelle-Aquitaine
461,2022-04-07,37.13034623217923,Nouvelle-Aquitaine
462,2022-04-08,86.0,Nouvelle-Aquitaine
463,2022-04-09,16.0,Nouvelle-Aquitaine
464,2022-04-10,19.0,Nouvelle-Aquitaine
465,2022-04-11,24.0,Nouvelle-Aquitaine
466,2022-04-12,33.0,Nouvelle-Aquitaine
467,2022-04-13,26.0,Nouvelle-Aquitaine
468,2022-04-14,32.0,Nouvelle-Aquitaine
469,2022-04-15,30.0,Nouvelle-Aquitaine
470,2022-04-16,29.0,Nouvelle-Aquitaine
471,2022-04-17,18.0,Nouvelle-Aquitaine
472,2022-04-18,33.0,Nouvelle-Aquitaine
473,2022-04-19,21.0,Nouvelle-Aquitaine
474,2022-04-20,23.0,Nouvelle-Aquitaine
475,2022-04-21,54.0,Nouvelle-Aquitaine
476,2022-04-22,53.0,Nouvelle-Aquitaine
477,2022-04-23,28.0,Nouvelle-Aquitaine
478,2022-04-24,49.0,Nouvelle-Aquitaine
479,2022-04-25,46.0,Nouvelle-Aquitaine
480,2022-04-26,38.0,Nouvelle-Aquitaine
481,2022-04-27,36.0,Nouvelle-Aquitaine
482,2022-04-28,37.0,Nouvelle-Aquitaine
483,2022-04-29,28.0,Nouvelle-Aquitaine
484,2022-04-30,56.0,Nouvelle-Aquitaine
485,2022-05-01,46.0,Nouvelle-Aquitaine
486,2022-05-02,28.0,Nouvelle-Aquitaine
487,2022-05-03,36.0,Nouvelle-Aquitaine
488,2022-05-04,32.0,Nouvelle-Aquitaine
489,2022-05-05,25.0,Nouvelle-Aquitaine
490,2022-05-06,19.0,Nouvelle-Aquitaine
491,2022-05-07,29.0,Nouvelle-Aquitaine
492,2022-05-08,17.0,Nouvelle-Aquitaine
493,2022-05-09,27.0,Nouvelle-Aquitaine
494,2022-05-10,35.0,Nouvelle-Aquitaine
495,2022-05-11,46.0,Nouvelle-Aquitaine
496,2022-05-12,19.0,Nouvelle-Aquitaine
497,2022-05-13,21.0,Nouvelle-Aquitaine
498,2022-05-14,27.0,Nouvelle-Aquitaine
499,2022-05-15,32.0,Nouvelle-Aquitaine
500,2022-05-16,27.0,Nouvelle-Aquitaine
501,2022-05-17,29.0,Nouvelle-Aquitaine
502,2022-05-18,24.0,Nouvelle-Aquitaine
503,2022-05-19,33.0,Nouvelle-Aquitaine
504,2022-05-20,42.0,Nouvelle-Aquitaine
505,2022-05-21,27.0,Nouvelle-Aquitaine
506,2022-05-22,50.0,Nouvelle-Aquitaine
507,2022-05-23,23.0,Nouvelle-Aquitaine
508,2022-05-24,81.0,Nouvelle-Aquitaine
509,2022-05-25,11.0,Nouvelle-Aquitaine
510,2022-05-26,14.0,Nouvelle-Aquitaine
511,2022-05-27,13.0,Nouvelle-Aquitaine
512,2022-05-28,10.0,Nouvelle-Aquitaine
513,2022-05-29,17.0,Nouvelle-Aquitaine
514,2022-05-30,13.0,Nouvelle-Aquitaine
515,2022-05-31,19.0,Nouvelle-Aquitaine
