,Athlète,Date,Région,Département,Distance,Durée,Dénivelé,Puissance moyenne,Effort,Charge entraînement,Intensité,Vitesse moyenne,Vitesse max,Météo,Température,Humidité,Température ressentie,Vitesse vent,Direction vent
30,Thibaut Pinot,2023-04-11,Bourgogne-Franche-Comté,Haute-Saône,139.12,4:24:20,1976,999,9999,999,99,31.6,74.9,Pluie,8,88,5,13.6,WNW
31,Thibaut Pinot,2023-04-10,Bourgogne-Franche-Comté,Haute-Saône,85.85,3:03:49,1994,999,9999,999,99,28.0,90.2,Nuages,8,62,7,8.6,ESE
32,Thibaut Pinot,2023-04-09,Bourgogne-Franche-Comté,Haute-Saône,42.97,1:29:50,737,999,9999,999,99,28.7,67.7,Dégagé,7,81,6,6.3,E
33,Thibaut Pinot,2023-05-31,Bourgogne-Franche-Comté,Haute-Saône,30.12,1:04:43,321,999,9999,999,99,27.9,67.4,Dégagé,25,37,24,15.0,ENE
34,Thibaut Pinot,2023-05-02,Bourgogne-Franche-Comté,Haute-Saône,35.58,1:10:17,422,999,9999,999,99,30.4,59.5,Quelques nuages,18,46,17,12.0,N
35,Thibaut Pinot,2023-06-27,Bourgogne-Franche-Comté,Haute-Saône,30.67,1:00:29,307,999,9999,999,99,30.4,57.5,Nuages,18,62,18,7.3,NW
36,Thibaut Pinot,2023-06-24,Hauts-de-France,Pas-de-Calais,67.25,2:01:54,739,999,9999,999,99,33.1,67.7,Dégagé,21,69,21,14.1,WSW
37,Thibaut Pinot,2023-06-23,Grand Est,Marne,92.54,3:00:28,1434,999,9999,999,99,30.8,71.4,Dégagé,17,81,17,8.0,WNW
38,Thibaut Pinot,2023-06-22,Bourgogne-Franche-Comté,Haute-Saône,75.51,2:37:56,1563,999,9999,999,99,28.7,72.2,Nuages,20,82,21,7.4,ESE
39,Thibaut Pinot,2023-06-21,Bourgogne-Franche-Comté,Haute-Saône,187.25,6:06:46,3409,999,9999,999,99,30.6,75.1,Nuages,19,89,19,2.6,N
40,Thibaut Pinot,2023-06-18,Bourgogne-Franche-Comté,Haute-Saône,36.19,1:21:28,475,999,9999,999,99,26.7,58.3,Nuages,28,40,28,11.7,W
41,Thibaut Pinot,2023-06-17,Auvergne-Rhône-Alpes,Savoie,131.03,4:20:57,3114,999,9999,999,99,30.1,75.6,Dégagé,15,55,14,2.2,ENE
42,Thibaut Pinot,2023-06-16,Auvergne-Rhône-Alpes,Savoie,114.33,4:15:23,3446,999,9999,999,99,26.9,75.6,Dégagé,14,60,13,1.6,NW
43,Thibaut Pinot,2023-06-15,Auvergne-Rhône-Alpes,Savoie,174.36,6:12:19,4355,999,9999,999,99,28.1,76.1,Dégagé,11,66,10,2.3,ENE
44,Thibaut Pinot,2023-06-14,Auvergne-Rhône-Alpes,Savoie,118.21,4:20:51,3364,999,9999,999,99,27.2,76.7,Quelques nuages,13,79,12,2.0,NW
45,Thibaut Pinot,2023-06-13,Auvergne-Rhône-Alpes,Savoie,134.58,4:37:32,2950,999,9999,999,99,29.1,78.0,Nuages,13,81,12,1.5,SSW
46,Thibaut Pinot,2023-06-12,Bourgogne-Franche-Comté,Haute-Saône,80.04,2:42:21,1342,999,9999,999,99,29.6,70.8,Dégagé,18,68,17,4.2,E
47,Thibaut Pinot,2023-06-11,Bourgogne-Franche-Comté,Haute-Saône,45.4,1:30:21,749,999,9999,999,99,30.2,58.9,Dégagé,20,72,20,6.2,SE
48,Thibaut Pinot,2023-06-08,Bourgogne-Franche-Comté,Haute-Saône,91.76,3:11:20,1747,999,9999,999,99,28.8,73.3,Dégagé,16,73,16,2.5,E
49,Thibaut Pinot,2023-06-07,Bourgogne-Franche-Comté,Haute-Saône,98.65,3:09:22,1739,999,9999,999,99,31.3,71.6,Dégagé,17,68,16,6.2,ESE
50,Thibaut Pinot,2023-06-06,Bourgogne-Franche-Comté,Haute-Saône,88.31,3:02:18,1318,999,9999,999,99,29.1,66.7,Dégagé,16,69,15,3.6,E
51,Thibaut Pinot,2023-06-05,Bourgogne-Franche-Comté,Haute-Saône,89.23,3:03:09,1611,999,9999,999,99,29.2,69.8,Dégagé,15,72,14,3.2,ESE
52,Thibaut Pinot,2023-06-03,Provence-Alpes-Côte d'Azur,Vaucluse,41.47,1:24:10,733,999,9999,999,99,29.6,58.1,Dégagé,18,74,18,2.0,S
53,Thibaut Pinot,2023-06-01,Bourgogne-Franche-Comté,Haute-Saône,28.58,1:01:41,408,999,9999,999,99,27.8,54.1,Dégagé,24,43,24,3.8,SW
54,Thibaut Pinot,2023-07-21,Bourgogne-Franche-Comté,Jura,172.47,3:45:00,1516,999,9999,999,99,46.0,85.6,Quelques nuages,22,60,21,9.0,WNW
55,Thibaut Pinot,2023-07-19,Auvergne-Rhône-Alpes,Savoie,162.71,4:53:14,5387,999,9999,999,99,33.3,97.7,Dégagé,24,52,24,7.2,WSW
56,Thibaut Pinot,2023-07-18,Auvergne-Rhône-Alpes,Ain,43.32,1:39:52,801,999,9999,999,99,26.0,58.8,Quelques nuages,23,55,22,5.8,SSE
57,Thibaut Pinot,2023-07-16,Auvergne-Rhône-Alpes,Savoie,177.38,4:44:15,4245,999,9999,999,99,37.4,92.1,Quelques nuages,25,58,26,6.3,WNW
58,Thibaut Pinot,2023-07-15,Auvergne-Rhône-Alpes,Savoie,143.01,4:04:59,3956,999,9999,999,99,35.0,100.3,Dégagé,29,44,29,8.7,WSW
59,Thibaut Pinot,2023-07-14,Auvergne-Rhône-Alpes,Ain,137.37,3:21:06,2366,999,9999,999,99,41.0,90.0,Quelques nuages,27,44,27,10.3,S
60,Thibaut Pinot,2023-07-13,Auvergne-Rhône-Alpes,Loire,167.83,3:53:48,3067,999,9999,999,99,43.1,86.9,Dégagé,23,49,23,9.8,NNW
61,Thibaut Pinot,2023-07-12,Auvergne-Rhône-Alpes,Puy-de-Dôme,179.01,4:01:26,1365,999,9999,999,99,44.5,87.7,Nuages,24,64,25,5.1,ENE
62,Thibaut Pinot,2023-07-10,Auvergne-Rhône-Alpes,Puy-de-Dôme,46.96,1:20:24,601,999,9999,999,99,35.0,75.0,Quelques nuages,23,73,24,5.1,E
63,Thibaut Pinot,2023-08-31,Bourgogne-Franche-Comté,Haute-Saône,115.47,4:00:14,2008,999,9999,999,99,28.8,70.6,Nuages,12,95,12,4.5,SW
64,Thibaut Pinot,2023-08-30,Bourgogne-Franche-Comté,Haute-Saône,118.1,3:56:30,1055,999,9999,999,99,30.0,66.6,Nuages,12,97,11,1.6,SW
65,Thibaut Pinot,2023-08-29,Auvergne-Rhône-Alpes,Loire,97.63,3:28:39,1976,999,9999,999,99,28.1,76.2,Nuages,10,86,10,5.5,NNW
66,Thibaut Pinot,2023-08-28,Bourgogne-Franche-Comté,Haute-Saône,90.2,3:00:15,1021,999,9999,999,99,30.0,64.5,Nuages,12,87,12,3.1,NNE
67,Thibaut Pinot,2023-08-21,Nouvelle-Aquitaine,Vienne,110.66,3:38:22,1197,999,9999,999,99,30.4,68.5,Dégagé,23,74,25,5.2,NE
68,Thibaut Pinot,2023-08-20,Bourgogne-Franche-Comté,Haute-Saône,69.69,2:09:42,1030,999,9999,999,99,32.2,65.8,Dégagé,21,87,22,3.0,NE
69,Thibaut Pinot,2023-08-18,Bourgogne-Franche-Comté,Haute-Saône,152.29,5:00:55,2645,999,9999,999,99,30.4,73.8,Dégagé,21,75,22,5.4,ESE
70,Thibaut Pinot,2023-08-17,Bourgogne-Franche-Comté,Haute-Saône,169.79,5:40:52,3543,999,9999,999,99,29.9,92.1,Dégagé,18,89,19,6.3,E
71,Thibaut Pinot,2023-08-15,Grand Est,Vosges,47.11,1:30:40,465,999,9999,999,99,31.2,59.9,Nuages,20,64,20,10.2,SW
72,Thibaut Pinot,2023-08-15,Bourgogne-Franche-Comté,Haute-Saône,83.04,2:52:58,1904,999,9999,999,99,28.8,79.6,Nuages,19,76,19,5.8,SW
73,Thibaut Pinot,2023-08-14,Bourgogne-Franche-Comté,Haute-Saône,148.96,5:00:11,2377,999,9999,999,99,29.8,75.3,Nuages,20,89,21,8.0,ESE
74,Thibaut Pinot,2023-08-11,Corse,Corse-du-Sud,123.79,4:14:57,2062,999,9999,999,99,29.1,64.1,Dégagé,22,75,23,9.2,NNE
75,Thibaut Pinot,2023-08-10,Corse,Corse-du-Sud,119.16,3:37:30,923,999,9999,999,99,32.9,65.0,Dégagé,21,63,21,3.3,NNW
76,Thibaut Pinot,2023-08-09,Corse,Corse-du-Sud,120.78,4:01:26,2061,999,9999,999,99,30.0,75.2,Dégagé,17,51,16,6.2,WNW
77,Thibaut Pinot,2023-08-08,Corse,Corse-du-Sud,95.69,3:11:17,1613,999,9999,999,99,30.0,69.2,Dégagé,23,51,23,9.0,SW
78,Thibaut Pinot,2023-08-07,Provence-Alpes-Côte d'Azur,Var,91.25,2:52:58,1142,999,9999,999,99,31.7,57.9,Dégagé,18,51,17,21.0,NW
79,Thibaut Pinot,2023-08-06,Provence-Alpes-Côte d'Azur,Var,83.44,2:45:56,1074,999,9999,999,99,30.2,59.6,Vent,21,54,20,36.2,WNW
80,Thibaut Pinot,2023-08-05,Provence-Alpes-Côte d'Azur,Var,87.25,2:48:01,1253,999,9999,999,99,31.2,66.2,Dégagé,20,52,19,23.4,NW
81,Thibaut Pinot,2023-08-03,Provence-Alpes-Côte d'Azur,Var,81.32,2:34:29,1111,999,9999,999,99,31.6,68.0,Dégagé,26,49,27,16.7,WNW
82,Thibaut Pinot,2023-08-02,Provence-Alpes-Côte d'Azur,Var,73.79,2:12:55,744,999,9999,999,99,33.3,57.2,Dégagé,25,50,25,21.1,WNW
83,Thibaut Pinot,2023-09-27,Bourgogne-Franche-Comté,Haute-Saône,131.93,4:21:50,2488,999,9999,999,99,30.2,71.3,Dégagé,11,75,10,6.1,E
84,Thibaut Pinot,2023-09-26,Bourgogne-Franche-Comté,Haute-Saône,151.62,5:00:13,2716,999,9999,999,99,30.3,70.3,Dégagé,9,87,8,7.2,E
85,Thibaut Pinot,2023-09-11,Bourgogne-Franche-Comté,Haute-Saône,88.6,2:56:44,1735,999,9999,999,99,30.1,72.1,Dégagé,17,81,17,4.9,E
86,Thibaut Pinot,2023-09-09,Bourgogne-Franche-Comté,Haute-Saône,223.01,7:14:32,4103,999,9999,999,99,30.8,82.4,Dégagé,17,89,17,4.6,E
87,Thibaut Pinot,2023-09-08,Bourgogne-Franche-Comté,Haute-Saône,152.13,5:09:19,2830,999,9999,999,99,29.5,79.7,Dégagé,17,87,17,4.3,E
88,Thibaut Pinot,2023-09-07,Bourgogne-Franche-Comté,Haute-Saône,58.44,2:03:41,746,999,9999,999,99,28.4,67.6,Dégagé,16,87,16,6.0,E
89,Thibaut Pinot,2023-09-06,Bourgogne-Franche-Comté,Haute-Saône,155.95,5:05:02,2670,999,9999,999,99,30.7,70.3,Dégagé,15,83,15,6.7,E
90,Thibaut Pinot,2023-09-05,Bourgogne-Franche-Comté,Haute-Saône,101.2,3:19:15,1796,999,9999,999,99,30.5,65.4,Dégagé,18,70,17,11.4,E
91,Thibaut Pinot,2023-09-04,Bourgogne-Franche-Comté,Haute-Saône,90.99,3:00:17,1733,999,9999,999,99,30.3,66.4,Nuages,18,75,18,10.0,E
92,Thibaut Pinot,2023-09-02,Bourgogne-Franche-Comté,Haute-Saône,177.38,5:43:46,3094,999,9999,999,99,31.0,76.7,Nuages,15,86,15,5.9,E
93,Thibaut Pinot,2023-09-01,Bourgogne-Franche-Comté,Haute-Saône,148.1,4:52:41,2652,999,9999,999,99,30.4,71.7,Nuages,15,88,15,4.8,SSW
94,Thibaut Pinot,2022-01-27,Grand Est,Vosges,114.12,4:00:39,2729,999,9999,999,99,28.5,68.0,Quelques nuages,3,80,3,3.8,W
95,Thibaut Pinot,2022-01-14,Bourgogne-Franche-Comté,Haute-Saône,122.79,4:08:11,1874,999,9999,999,99,29.7,63.3,Dégagé,3,88,3,3.5,NE
96,Thibaut Pinot,2022-02-28,Bourgogne-Franche-Comté,Haute-Saône,143.68,5:00:24,2698,999,9999,999,99,28.7,70.1,Dégagé,1,69,4,8.0,ESE
97,Thibaut Pinot,2022-02-24,Bourgogne-Franche-Comté,Haute-Saône,65.93,2:16:20,1162,999,9999,999,99,29.0,59.5,Nuages,6,82,4,10.6,SW
98,Thibaut Pinot,2022-02-16,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,97.52,3:21:13,1442,999,9999,999,99,29.1,70.6,Quelques nuages,13,57,13,6.9,S
99,Thibaut Pinot,2022-02-15,Bourgogne-Franche-Comté,Haute-Saône,64.03,2:04:11,821,999,9999,999,99,30.9,54.5,Pluie,4,95,1,9.3,W
100,Thibaut Pinot,2022-02-13,Bourgogne-Franche-Comté,Haute-Saône,170.74,6:07:17,3076,999,9999,999,99,27.9,76.4,Dégagé,2,91,0,5.0,SE
101,Thibaut Pinot,2022-02-12,Bourgogne-Franche-Comté,Haute-Saône,163.43,6:00:44,3040,999,9999,999,99,27.2,75.3,Dégagé,2,85,4,6.3,E
102,Thibaut Pinot,2022-02-11,Bourgogne-Franche-Comté,Haute-Saône,66.73,2:03:47,827,999,9999,999,99,32.3,60.2,Quelques nuages,2,93,0,6.8,NNW
103,Thibaut Pinot,2022-02-10,Bourgogne-Franche-Comté,Haute-Saône,59.59,2:00:46,916,999,9999,999,99,29.6,59.1,Quelques nuages,4,94,2,8.2,WSW
104,Thibaut Pinot,2022-02-06,Occitanie,Gard,10.63,16:10,211,999,9999,999,99,39.5,61.6,Quelques nuages,15,34,15,9.8,NNW
105,Thibaut Pinot,2022-02-01,Occitanie,Gard,69.81,2:17:22,1208,999,9999,999,99,30.5,73.3,Dégagé,6,49,3,20.8,NNW
106,Thibaut Pinot,2022-03-29,Bourgogne-Franche-Comté,Haute-Saône,146.96,5:05:13,2960,999,9999,999,99,28.9,89.2,Nuages,10,64,10,3.7,E
107,Thibaut Pinot,2022-03-28,Bourgogne-Franche-Comté,Haute-Saône,146.57,5:00:14,3128,999,9999,999,99,29.3,69.4,Dégagé,5,82,5,3.3,ESE
108,Thibaut Pinot,2022-03-27,Grand Est,Marne,74.9,2:21:26,1208,999,9999,999,99,31.8,67.9,Dégagé,10,70,10,10.6,ENE
109,Thibaut Pinot,2022-03-25,Bourgogne-Franche-Comté,Haute-Saône,151.09,5:00:43,2867,999,9999,999,99,30.1,72.1,Dégagé,7,69,7,3.6,E
110,Thibaut Pinot,2022-03-24,Bourgogne-Franche-Comté,Haute-Saône,151.06,5:01:16,2530,999,9999,999,99,30.1,65.7,Dégagé,6,75,6,3.1,ESE
111,Thibaut Pinot,2022-03-23,Bourgogne-Franche-Comté,Haute-Saône,114.93,4:00:22,2208,999,9999,999,99,28.7,69.2,Dégagé,8,75,8,2.8,SSW
112,Thibaut Pinot,2022-03-22,Bourgogne-Franche-Comté,Haute-Saône,91.05,3:02:32,1608,999,9999,999,99,29.9,64.0,Dégagé,6,75,6,3.1,E
113,Thibaut Pinot,2022-03-21,Bourgogne-Franche-Comté,Haute-Saône,77.61,2:44:29,1305,999,9999,999,99,28.3,61.5,Dégagé,12,56,12,1.9,NW
114,Thibaut Pinot,2022-03-20,Bourgogne-Franche-Comté,Haute-Saône,81.57,2:47:10,600,999,9999,999,99,29.3,50.7,Quelques nuages,15,50,15,8.6,SW
115,Thibaut Pinot,2022-03-01,Bourgogne-Franche-Comté,Haute-Saône,148.28,5:06:16,2946,999,9999,999,99,29.0,68.1,Dégagé,1,82,3,5.4,E
116,Thibaut Pinot,2022-04-25,Bourgogne-Franche-Comté,Haute-Saône,80.43,2:34:41,1093,999,9999,999,99,31.2,61.0,Pluie,9,93,9,3.9,WSW
117,Thibaut Pinot,2022-04-15,Bourgogne-Franche-Comté,Doubs,186.1,4:43:32,2985,999,9999,999,99,39.4,86.1,Quelques nuages,16,74,16,10.9,NNE
118,Thibaut Pinot,2022-04-14,Bourgogne-Franche-Comté,Doubs,106.96,3:31:44,1969,999,9999,999,99,30.3,68.2,Quelques nuages,14,92,14,3.5,N
119,Thibaut Pinot,2022-04-12,Bourgogne-Franche-Comté,Haute-Saône,113.0,4:00:15,2252,999,9999,999,99,28.2,73.4,Quelques nuages,8,70,7,6.1,ESE
120,Thibaut Pinot,2022-04-10,Bourgogne-Franche-Comté,Haute-Saône,36.01,1:19:58,369,999,9999,999,99,27.0,60.0,Quelques nuages,5,80,5,2.5,SSW
121,Thibaut Pinot,2022-04-07,Pays de la Loire,Sarthe,180.99,4:13:55,997,999,9999,999,99,42.8,79.6,Pluie,13,98,13,39.9,WSW
122,Thibaut Pinot,2022-04-06,Pays de la Loire,Sarthe,174.25,4:07:42,1270,999,9999,999,99,42.2,75.8,Nuages,11,81,11,17.9,W
123,Thibaut Pinot,2022-04-05,Pays de la Loire,Sarthe,194.37,4:39:15,2517,999,9999,999,99,41.8,82.0,Nuages,10,93,8,14.9,WSW
124,Thibaut Pinot,2022-04-03,Bourgogne-Franche-Comté,Haute-Saône,115.24,4:00:09,2316,999,9999,999,99,28.8,69.8,Quelques nuages,3,93,3,4.2,NNE
125,Thibaut Pinot,2022-04-01,Bourgogne-Franche-Comté,Haute-Saône,81.0,2:38:21,1201,999,9999,999,99,30.7,64.7,Neige,1,93,3,11.6,NW
126,Thibaut Pinot,2022-05-28,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,33.85,1:18:47,941,999,9999,999,99,25.8,77.3,Dégagé,18,41,18,4.0,SE
127,Thibaut Pinot,2022-05-27,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,120.96,4:14:22,3135,999,9999,999,99,28.5,78.5,Quelques nuages,17,62,17,3.7,ENE
128,Thibaut Pinot,2022-05-26,Auvergne-Rhône-Alpes,Isère,194.27,6:33:34,4358,999,9999,999,99,29.6,81.9,Dégagé,9,98,8,4.9,NNW
129,Thibaut Pinot,2022-05-25,Auvergne-Rhône-Alpes,Savoie,176.12,6:07:44,4352,999,9999,999,99,28.7,80.6,Nuages,7,95,7,3.6,N
130,Thibaut Pinot,2022-05-24,Auvergne-Rhône-Alpes,Savoie,137.57,4:45:09,3398,999,9999,999,99,28.9,87.6,Pluie,10,92,10,5.2,N
131,Thibaut Pinot,2022-05-20,Bourgogne-Franche-Comté,Haute-Saône,204.36,6:25:10,1437,999,9999,999,99,31.8,63.0,Nuages,24,55,24,8.8,SW
132,Thibaut Pinot,2022-05-19,Bourgogne-Franche-Comté,Haute-Saône,161.27,5:17:37,2600,999,9999,999,99,30.5,75.0,Nuages,19,68,19,4.5,SSE
133,Thibaut Pinot,2022-05-18,Bourgogne-Franche-Comté,Haute-Saône,93.68,3:06:56,1828,999,9999,999,99,30.1,90.7,Dégagé,18,81,18,5.5,ESE
134,Thibaut Pinot,2022-05-14,Bourgogne-Franche-Comté,Haute-Saône,116.21,4:00:20,1930,999,9999,999,99,29.0,67.7,Quelques nuages,10,95,10,3.5,ENE
135,Thibaut Pinot,2022-05-13,Bourgogne-Franche-Comté,Haute-Saône,117.28,4:00:18,2050,999,9999,999,99,29.3,67.8,Pluie,14,100,15,6.5,W
136,Thibaut Pinot,2022-05-12,Bourgogne-Franche-Comté,Haute-Saône,121.39,4:00:38,2004,999,9999,999,99,30.3,78.7,Quelques nuages,15,79,15,5.1,SW
137,Thibaut Pinot,2022-05-11,Bourgogne-Franche-Comté,Haute-Saône,115.62,3:51:47,2077,999,9999,999,99,29.9,71.6,Quelques nuages,15,81,15,4.1,SSE
138,Thibaut Pinot,2022-05-10,Bourgogne-Franche-Comté,Haute-Saône,85.93,3:00:49,1494,999,9999,999,99,28.5,70.2,Quelques nuages,13,91,13,3.2,SE
139,Thibaut Pinot,2022-05-09,Bourgogne-Franche-Comté,Haute-Saône,67.21,2:15:36,962,999,9999,999,99,29.7,80.9,Dégagé,14,79,14,3.2,SE
140,Thibaut Pinot,2022-06-28,Bourgogne-Franche-Comté,Haute-Saône,132.32,4:03:06,1911,999,9999,999,99,32.7,77.5,Quelques nuages,12,88,12,3.9,NNE
141,Thibaut Pinot,2022-06-10,Bourgogne-Franche-Comté,Haute-Saône,125.14,4:04:44,2169,999,9999,999,99,30.7,71.2,Dégagé,13,83,13,2.2,ESE
142,Thibaut Pinot,2022-06-08,Bourgogne-Franche-Comté,Haute-Saône,91.07,2:49:59,1568,999,9999,999,99,32.1,67.4,Quelques nuages,14,76,14,4.3,SE
143,Thibaut Pinot,2022-06-07,Bourgogne-Franche-Comté,Haute-Saône,145.7,5:00:12,2587,999,9999,999,99,29.1,65.6,Pluie,15,93,15,8.2,WSW
144,Thibaut Pinot,2022-06-06,Bourgogne-Franche-Comté,Haute-Saône,85.28,2:41:35,1579,999,9999,999,99,31.7,70.5,Nuages,15,95,15,6.2,SW
145,Thibaut Pinot,2022-06-05,Bourgogne-Franche-Comté,Haute-Saône,68.58,2:09:42,1218,999,9999,999,99,31.7,69.0,Nuages,18,100,18,11.7,SW
146,Thibaut Pinot,2022-06-01,Auvergne-Rhône-Alpes,Ain,130.45,4:28:40,3278,999,9999,999,99,29.1,77.6,Dégagé,11,75,11,4.0,WSW
147,Thibaut Pinot,2022-07-23,Occitanie,Lot,40.54,52:45,363,999,9999,999,99,46.1,72.9,Quelques nuages,28,44,28,10.7,NW
148,Thibaut Pinot,2022-07-22,Occitanie,Hautes-Pyrénées,187.79,3:53:22,1199,999,9999,999,99,48.3,86.3,Quelques nuages,27,63,28,17.6,WNW
149,Thibaut Pinot,2022-07-21,Occitanie,Hautes-Pyrénées,142.28,4:04:02,3981,999,9999,999,99,35.0,86.5,Dégagé,27,47,27,9.1,NNE
150,Thibaut Pinot,2022-07-20,Occitanie,Haute-Garonne,128.86,3:37:06,3315,999,9999,999,99,35.6,84.9,Quelques nuages,25,56,25,5.1,N
151,Thibaut Pinot,2022-07-18,Occitanie,Aude,56.6,1:48:00,856,999,9999,999,99,31.4,68.8,Dégagé,31,40,31,27.3,E
152,Thibaut Pinot,2022-07-17,Grand Est,Aube,201.66,4:30:36,2207,999,9999,999,99,44.7,94.0,Dégagé,33,11,33,4.8,ENE
153,Thibaut Pinot,2022-07-16,Auvergne-Rhône-Alpes,Loire,191.56,4:31:32,3377,999,9999,999,99,42.3,92.3,Quelques nuages,26,30,26,12.9,N
