,date,PM 2.5,Station
389,2022-01-25,104.0,Normandie
390,2022-01-26,104.0,Normandie
391,2022-01-27,77.0,Normandie
392,2022-01-28,58.0,Normandie
393,2022-01-29,26.0,Normandie
394,2022-01-30,43.0,Normandie
395,2022-01-31,34.0,Normandie
396,2022-02-01,46.0,Normandie
397,2022-02-02,24.0,Normandie
398,2022-02-03,42.0,Normandie
399,2022-02-04,23.0,Normandie
400,2022-02-05,35.0,Normandie
401,2022-02-06,22.0,Normandie
402,2022-02-07,41.0,Normandie
403,2022-02-08,33.0,Normandie
404,2022-02-09,60.0,Normandie
405,2022-02-10,57.0,Normandie
406,2022-02-11,52.0,Normandie
407,2022-02-12,59.0,Normandie
408,2022-02-13,58.0,Normandie
409,2022-02-14,27.0,Normandie
410,2022-02-15,25.0,Normandie
411,2022-02-16,13.0,Normandie
412,2022-02-17,53.0,Normandie
413,2022-02-18,34.0,Normandie
414,2022-02-19,24.0,Normandie
415,2022-02-20,37.0,Normandie
416,2022-02-21,45.0,Normandie
417,2022-02-22,47.0,Normandie
418,2022-02-23,54.0,Normandie
419,2022-02-24,32.0,Normandie
420,2022-02-25,37.0,Normandie
421,2022-02-26,68.0,Normandie
422,2022-02-27,43.0,Normandie
423,2022-02-28,62.0,Normandie
424,2022-03-01,76.0,Normandie
425,2022-03-02,87.0,Normandie
426,2022-03-03,86.0,Normandie
427,2022-03-04,55.0,Normandie
428,2022-03-05,49.0,Normandie
429,2022-03-06,105.0,Normandie
430,2022-03-07,77.0,Normandie
431,2022-03-08,87.0,Normandie
432,2022-03-09,76.0,Normandie
433,2022-03-10,61.0,Normandie
434,2022-03-11,36.0,Normandie
435,2022-03-12,24.0,Normandie
436,2022-03-13,17.0,Normandie
437,2022-03-14,36.0,Normandie
438,2022-03-15,42.0,Normandie
439,2022-03-16,52.0,Normandie
440,2022-03-17,30.0,Normandie
441,2022-03-18,43.0,Normandie
442,2022-03-19,66.0,Normandie
443,2022-03-20,44.0,Normandie
444,2022-03-21,73.0,Normandie
445,2022-03-22,66.0,Normandie
446,2022-03-23,88.0,Normandie
447,2022-03-24,90.0,Normandie
448,2022-03-25,99.0,Normandie
449,2022-03-26,116.0,Normandie
450,2022-03-27,86.0,Normandie
451,2022-03-28,86.0,Normandie
452,2022-03-29,82.0,Normandie
453,2022-03-30,96.0,Normandie
454,2022-03-31,46.0,Normandie
455,2022-04-01,20.0,Normandie
456,2022-04-02,28.0,Normandie
457,2022-04-03,24.0,Normandie
458,2022-04-04,50.0,Normandie
459,2022-04-05,47.0,Normandie
460,2022-04-06,18.0,Normandie
461,2022-04-07,20.0,Normandie
462,2022-04-08,19.0,Normandie
463,2022-04-09,20.0,Normandie
464,2022-04-10,39.0,Normandie
465,2022-04-11,32.0,Normandie
466,2022-04-12,33.0,Normandie
467,2022-04-13,33.0,Normandie
468,2022-04-14,32.0,Normandie
469,2022-04-15,23.0,Normandie
470,2022-04-16,56.0,Normandie
471,2022-04-17,29.0,Normandie
472,2022-04-18,41.0,Normandie
473,2022-04-19,33.0,Normandie
474,2022-04-20,67.0,Normandie
475,2022-04-21,42.0,Normandie
476,2022-04-22,51.0,Normandie
477,2022-04-23,65.0,Normandie
478,2022-04-24,52.0,Normandie
479,2022-04-25,53.0,Normandie
480,2022-04-26,52.0,Normandie
481,2022-04-27,52.0,Normandie
482,2022-04-28,62.0,Normandie
483,2022-04-29,74.0,Normandie
484,2022-04-30,48.0,Normandie
485,2022-05-01,44.0,Normandie
486,2022-05-02,54.0,Normandie
487,2022-05-03,42.0,Normandie
488,2022-05-04,54.0,Normandie
489,2022-05-05,36.0,Normandie
490,2022-05-06,42.0,Normandie
491,2022-05-07,37.0,Normandie
492,2022-05-08,57.0,Normandie
493,2022-05-09,41.0,Normandie
494,2022-05-10,37.0,Normandie
495,2022-05-11,23.0,Normandie
496,2022-05-12,30.0,Normandie
497,2022-05-13,28.0,Normandie
498,2022-05-14,29.0,Normandie
499,2022-05-15,26.0,Normandie
500,2022-05-16,29.0,Normandie
501,2022-05-17,25.0,Normandie
502,2022-05-18,16.0,Normandie
503,2022-05-19,24.0,Normandie
504,2022-05-20,19.0,Normandie
505,2022-05-21,26.0,Normandie
506,2022-05-22,21.0,Normandie
507,2022-05-23,31.0,Normandie
508,2022-05-24,16.0,Normandie
509,2022-05-25,16.0,Normandie
510,2022-05-26,22.0,Normandie
511,2022-05-27,19.0,Normandie
512,2022-05-28,38.0,Normandie
513,2022-05-29,25.0,Normandie
514,2022-05-30,17.0,Normandie
515,2022-05-31,24.0,Normandie
516,2022-06-01,23.0,Normandie
517,2022-06-02,23.0,Normandie
518,2022-06-03,37.0,Normandie
519,2022-06-04,47.0,Normandie
