Date,Mesure,Région
2021-08-20,1.12,Bretagne
2021-08-21,4.05,Bretagne
2021-08-22,2.85,Bretagne
2021-08-23,7.7,Bretagne
2021-08-24,9.32,Bretagne
2021-08-25,2.86,Bretagne
2021-08-26,2.2,Bretagne
2021-08-27,4.29,Bretagne
2021-08-28,6.15,Bretagne
2021-08-29,6.38,Bretagne
2021-08-30,4.03,Bretagne
2021-08-31,6.49,Bretagne
2021-09-01,8.13,Bretagne
2021-09-02,13.8,Bretagne
2021-09-03,27.35,Bretagne
2021-09-04,18.38,Bretagne
2021-09-05,15.87,Bretagne
2021-09-06,4.88,Bretagne
2021-09-07,3.63,Bretagne
2021-09-08,3.8,Bretagne
2021-09-09,8.11,Bretagne
2021-09-10,0.98,Bretagne
2021-09-11,1.3,Bretagne
2021-09-12,2.1,Bretagne
2021-09-13,2.21,Bretagne
2021-09-14,8.43,Bretagne
2021-09-15,20.98,Bretagne
2021-09-16,2.9,Bretagne
2021-09-17,3.0,Bretagne
2021-09-18,3.85,Bretagne
2021-09-19,1.88,Bretagne
2021-09-20,2.78,Bretagne
2021-09-21,6.28,Bretagne
2021-09-22,18.92,Bretagne
2021-09-23,1.86,Bretagne
2021-09-24,2.95,Bretagne
2021-09-25,7.4,Bretagne
2021-09-26,2.42,Bretagne
2021-09-27,2.02,Bretagne
2021-09-28,2.13,Bretagne
2021-09-29,1.3,Bretagne
2021-09-30,2.25,Bretagne
2021-10-01,6.003981373690338,Bretagne
2021-10-02,6.003981373690338,Bretagne
2021-10-03,6.003981373690338,Bretagne
2021-10-04,6.003981373690338,Bretagne
2021-10-05,1.77,Bretagne
2021-10-06,1.4,Bretagne
2021-10-07,1.51,Bretagne
2021-10-08,2.08,Bretagne
2021-10-09,5.77,Bretagne
2021-10-10,19.45,Bretagne
2021-10-11,2.6,Bretagne
2021-10-12,2.83,Bretagne
2021-10-13,4.34,Bretagne
2021-10-14,1.45,Bretagne
2021-10-15,18.07,Bretagne
2021-10-16,11.45,Bretagne
2021-10-17,12.4,Bretagne
2021-10-18,12.48,Bretagne
2021-10-19,19.75,Bretagne
2021-10-20,3.92,Bretagne
2021-10-21,2.1,Bretagne
2021-10-22,1.3,Bretagne
2021-10-23,2.8,Bretagne
2021-10-24,3.14,Bretagne
2021-10-25,2.94,Bretagne
2021-10-26,2.9,Bretagne
2021-10-27,2.6,Bretagne
2021-10-28,4.05,Bretagne
2021-10-29,2.0,Bretagne
2021-10-30,1.15,Bretagne
2021-10-31,2.52,Bretagne
2021-11-01,1.38,Bretagne
2021-11-02,2.0,Bretagne
2021-11-03,1.38,Bretagne
2021-11-04,1.1,Bretagne
2021-11-05,1.63,Bretagne
2021-11-06,1.35,Bretagne
2021-11-07,3.8,Bretagne
2021-11-08,7.85,Bretagne
2021-11-09,5.39,Bretagne
2021-11-10,11.05,Bretagne
2021-11-11,26.42,Bretagne
2021-11-12,9.22,Bretagne
2021-11-13,2.5,Bretagne
2021-11-14,2.85,Bretagne
2021-11-15,17.16,Bretagne
2021-11-16,8.55,Bretagne
2021-11-17,4.0,Bretagne
2021-11-18,4.75,Bretagne
2021-11-19,5.55,Bretagne
2021-11-20,27.3,Bretagne
2021-11-21,1.66,Bretagne
2021-11-22,1.75,Bretagne
2021-11-23,1.25,Bretagne
2021-11-24,14.13,Bretagne
2021-11-25,2.12,Bretagne
2021-11-26,2.45,Bretagne
2021-11-27,2.8,Bretagne
2021-11-28,3.35,Bretagne
2021-11-29,2.78,Bretagne
2021-11-30,0.95,Bretagne
2021-12-01,2.9,Bretagne
2021-12-02,1.7,Bretagne
2021-12-03,1.65,Bretagne
2021-12-04,2.13,Bretagne
2021-12-05,2.35,Bretagne
2021-12-06,3.55,Bretagne
2021-12-07,3.55,Bretagne
2021-12-08,1.83,Bretagne
2021-12-09,5.28,Bretagne
2021-12-10,3.47,Bretagne
2021-12-11,9.57,Bretagne
2021-12-12,2.89,Bretagne
2021-12-13,4.15,Bretagne
2021-12-14,22.88,Bretagne
2021-12-15,20.77,Bretagne
2021-12-16,16.25,Bretagne
2021-12-17,25.7,Bretagne
2021-12-18,12.8,Bretagne
2021-12-19,12.07,Bretagne
2021-12-20,19.85,Bretagne
2021-12-21,24.25,Bretagne
2021-12-22,34.35,Bretagne
2021-12-23,15.06,Bretagne
2021-12-24,5.9,Bretagne
2021-12-25,7.4,Bretagne
2021-12-26,4.25,Bretagne
2021-12-27,11.34,Bretagne
2021-12-28,11.51,Bretagne
2021-12-29,14.85,Bretagne
2021-12-30,5.52,Bretagne
2021-12-31,12.9,Bretagne
2022-01-01,7.68,Bretagne
2022-01-02,9.84,Bretagne
2022-01-03,5.18,Bretagne
2022-01-04,2.22,Bretagne
2022-01-05,2.0,Bretagne
2022-01-06,3.67,Bretagne
2022-01-07,6.2,Bretagne
2022-01-08,6.38,Bretagne
2022-01-09,5.55,Bretagne
2022-01-10,6.63,Bretagne
2022-01-11,7.36,Bretagne
2022-01-12,5.28,Bretagne
2022-01-13,14.42,Bretagne
2022-01-14,39.1,Bretagne
2022-01-15,48.53,Bretagne
2022-01-16,12.65,Bretagne
2022-01-17,24.08,Bretagne
2022-01-18,21.83,Bretagne
2022-01-19,9.25,Bretagne
2022-01-20,2.6,Bretagne
2022-01-21,3.28,Bretagne
2022-01-22,6.53,Bretagne
2022-01-23,24.17,Bretagne
2022-01-24,23.95,Bretagne
2022-01-25,22.46,Bretagne
2022-01-26,50.99,Bretagne
2022-01-27,13.73,Bretagne
2022-01-28,7.29,Bretagne
2022-01-29,2.54,Bretagne
2022-01-30,6.47,Bretagne
2022-01-31,4.13,Bretagne
2022-02-01,3.92,Bretagne
2022-02-02,2.71,Bretagne
2022-02-03,3.62,Bretagne
2022-02-04,2.14,Bretagne
2022-02-05,2.64,Bretagne
2022-02-06,8.07,Bretagne
2022-02-07,2.27,Bretagne
2022-02-08,2.72,Bretagne
2022-02-09,10.98,Bretagne
2022-02-10,3.58,Bretagne
2022-02-11,3.5,Bretagne
2022-02-12,3.83,Bretagne
2022-02-13,5.6,Bretagne
2022-02-14,2.74,Bretagne
2022-02-15,5.05,Bretagne
2022-02-16,10.6,Bretagne
2022-02-17,12.81,Bretagne
2022-02-18,3.9,Bretagne
2022-02-19,5.92,Bretagne
2022-02-20,12.29,Bretagne
2022-02-21,9.48,Bretagne
2022-02-22,6.75,Bretagne
2022-02-23,5.47,Bretagne
2022-02-24,2.92,Bretagne
2022-02-25,3.17,Bretagne
2022-02-26,3.38,Bretagne
2022-02-27,5.52,Bretagne
2022-02-28,8.88,Bretagne
2022-03-01,8.59,Bretagne
2022-03-02,2.58,Bretagne
2022-03-03,3.75,Bretagne
2022-03-04,1.9,Bretagne
2022-03-05,1.85,Bretagne
2022-03-06,29.65,Bretagne
2022-03-07,30.7,Bretagne
2022-03-08,5.35,Bretagne
2022-03-09,4.72,Bretagne
2022-03-10,2.97,Bretagne
2022-03-11,3.1,Bretagne
2022-03-12,6.003981373690338,Bretagne
2022-03-13,6.003981373690338,Bretagne
2022-03-14,6.003981373690338,Bretagne
2022-03-15,10.82,Bretagne
2022-03-16,29.0,Bretagne
2022-03-17,6.003981373690338,Bretagne
2022-03-18,6.003981373690338,Bretagne
2022-03-19,17.19,Bretagne
2022-03-20,21.7,Bretagne
2022-03-21,3.55,Bretagne
2022-03-22,8.05,Bretagne
2022-03-23,7.75,Bretagne
2022-03-24,10.68,Bretagne
2022-03-25,40.13,Bretagne
2022-03-26,34.78,Bretagne
2022-03-27,8.73,Bretagne
2022-03-28,8.86,Bretagne
2022-03-29,21.89,Bretagne
2022-03-30,37.28,Bretagne
2022-03-31,2.1,Bretagne
2022-04-01,1.0,Bretagne
2022-04-02,3.45,Bretagne
2022-04-03,1.73,Bretagne
2022-04-04,3.55,Bretagne
2022-04-05,2.95,Bretagne
2022-04-06,3.32,Bretagne
2022-04-07,2.83,Bretagne
2022-04-08,2.33,Bretagne
2022-04-09,1.2,Bretagne
2022-04-10,1.73,Bretagne
2022-04-11,3.9,Bretagne
2022-04-12,1.95,Bretagne
2022-04-13,2.15,Bretagne
2022-04-14,1.6,Bretagne
2022-04-15,6.003981373690338,Bretagne
2022-04-16,3.6,Bretagne
2022-04-17,14.44,Bretagne
2022-04-18,1.63,Bretagne
2022-04-19,1.33,Bretagne
2022-04-20,15.75,Bretagne
2022-04-21,35.79,Bretagne
2022-04-22,10.0,Bretagne
2022-04-23,24.65,Bretagne
2022-04-24,23.94,Bretagne
2022-04-25,8.68,Bretagne
2022-04-26,5.56,Bretagne
2022-04-27,11.06,Bretagne
2022-04-28,11.69,Bretagne
2022-04-29,17.7,Bretagne
2022-04-30,10.82,Bretagne
2022-05-01,13.32,Bretagne
2022-05-02,15.16,Bretagne
2022-05-03,14.38,Bretagne
2022-05-04,8.0,Bretagne
2022-05-05,3.28,Bretagne
2022-05-06,11.0,Bretagne
2022-05-07,1.8,Bretagne
2022-05-08,1.6,Bretagne
2022-05-09,11.34,Bretagne
2022-05-10,2.29,Bretagne
2022-05-11,2.84,Bretagne
2022-05-12,1.7,Bretagne
2022-05-13,1.0,Bretagne
2022-05-14,2.75,Bretagne
2022-05-15,6.82,Bretagne
2022-05-16,3.92,Bretagne
2022-05-17,3.3,Bretagne
2022-05-18,2.5,Bretagne
2022-05-19,2.9,Bretagne
2022-05-20,2.38,Bretagne
2022-05-21,1.67,Bretagne
2022-05-22,2.2,Bretagne
2022-05-23,1.24,Bretagne
2022-05-24,0.8,Bretagne
2022-05-25,2.95,Bretagne
2022-05-26,2.42,Bretagne
2022-05-27,1.2,Bretagne
2022-05-28,1.7,Bretagne
2022-05-29,0.88,Bretagne
2022-05-30,1.08,Bretagne
2022-05-31,1.04,Bretagne
2022-06-01,1.1,Bretagne
2022-06-02,1.5,Bretagne
2022-06-03,3.1,Bretagne
2022-06-04,8.88,Bretagne
2022-06-05,0.8,Bretagne
2022-06-06,2.75,Bretagne
2022-06-07,2.9,Bretagne
2022-06-08,3.6,Bretagne
2022-06-09,2.42,Bretagne
2022-06-10,2.6,Bretagne
2022-06-11,3.5,Bretagne
2022-06-12,2.54,Bretagne
2022-06-13,1.9,Bretagne
2022-06-14,2.25,Bretagne
2022-06-15,2.06,Bretagne
2022-06-16,2.33,Bretagne
2022-06-17,2.92,Bretagne
2022-06-18,6.05,Bretagne
2022-06-19,2.57,Bretagne
2022-06-20,6.09,Bretagne
2022-06-21,6.49,Bretagne
2022-06-22,19.98,Bretagne
2022-06-23,5.0,Bretagne
2022-06-24,2.27,Bretagne
2022-06-25,1.58,Bretagne
2022-06-26,1.63,Bretagne
2022-06-27,1.1,Bretagne
2022-06-28,1.67,Bretagne
2022-06-29,1.9,Bretagne
2022-06-30,1.0,Bretagne
2022-07-01,0.64,Bretagne
2022-07-02,1.0,Bretagne
2022-07-03,0.9,Bretagne
2022-07-04,0.6,Bretagne
2022-07-05,0.85,Bretagne
2022-07-06,1.5,Bretagne
2022-07-07,2.5,Bretagne
2022-07-08,3.38,Bretagne
2022-07-09,1.3,Bretagne
2022-07-10,0.8,Bretagne
2022-07-11,1.17,Bretagne
2022-07-12,1.14,Bretagne
2022-07-13,1.1,Bretagne
2022-07-14,1.45,Bretagne
2022-07-15,1.9,Bretagne
2022-07-16,1.92,Bretagne
2022-07-17,2.2,Bretagne
2022-07-18,2.58,Bretagne
2022-07-19,4.34,Bretagne
2022-07-20,4.13,Bretagne
2022-07-21,1.1,Bretagne
2022-07-22,1.52,Bretagne
2022-07-23,0.85,Bretagne
2022-07-24,0.98,Bretagne
2022-07-25,1.6,Bretagne
2022-07-26,1.2,Bretagne
2022-07-27,1.63,Bretagne
2022-07-28,1.2,Bretagne
2022-07-29,1.77,Bretagne
2022-07-30,1.3,Bretagne
2022-07-31,3.7,Bretagne
2022-08-01,1.91,Bretagne
2022-08-02,0.77,Bretagne
2022-08-03,2.4,Bretagne
2022-08-04,1.2,Bretagne
2022-08-05,1.48,Bretagne
2022-08-06,1.3,Bretagne
2022-08-07,6.003981373690338,Bretagne
2022-08-08,6.003981373690338,Bretagne
2022-08-09,6.003981373690338,Bretagne
2022-08-10,6.003981373690338,Bretagne
2022-08-11,6.003981373690338,Bretagne
2022-08-12,6.003981373690338,Bretagne
2022-08-13,6.003981373690338,Bretagne
2022-08-14,6.003981373690338,Bretagne
2022-08-15,6.003981373690338,Bretagne
2022-08-16,6.003981373690338,Bretagne
2022-08-17,6.003981373690338,Bretagne
2022-08-18,6.003981373690338,Bretagne
2022-08-19,6.003981373690338,Bretagne
2022-08-20,6.003981373690338,Bretagne
2022-08-21,6.003981373690338,Bretagne
2022-08-22,6.003981373690338,Bretagne
2022-08-23,6.003981373690338,Bretagne
2022-08-24,6.003981373690338,Bretagne
2022-08-25,6.003981373690338,Bretagne
2022-08-26,6.003981373690338,Bretagne
2022-08-27,6.003981373690338,Bretagne
2022-08-28,6.003981373690338,Bretagne
2022-08-29,6.003981373690338,Bretagne
2022-08-30,6.003981373690338,Bretagne
2022-08-31,6.003981373690338,Bretagne
2022-09-01,6.003981373690338,Bretagne
2022-09-02,6.003981373690338,Bretagne
2022-09-03,6.003981373690338,Bretagne
2022-09-04,6.003981373690338,Bretagne
2022-09-05,6.003981373690338,Bretagne
2022-09-06,6.003981373690338,Bretagne
2022-09-07,6.003981373690338,Bretagne
2022-09-08,6.003981373690338,Bretagne
2022-09-09,6.003981373690338,Bretagne
2022-09-10,6.003981373690338,Bretagne
2022-09-11,6.003981373690338,Bretagne
2022-09-12,6.003981373690338,Bretagne
2022-09-13,6.003981373690338,Bretagne
2022-09-14,6.003981373690338,Bretagne
2022-09-15,6.003981373690338,Bretagne
2022-09-16,6.003981373690338,Bretagne
2022-09-17,6.003981373690338,Bretagne
2022-09-18,6.003981373690338,Bretagne
2022-09-19,6.003981373690338,Bretagne
2022-09-20,3.52,Bretagne
2022-09-21,4.3,Bretagne
2022-09-22,3.99,Bretagne
2022-09-23,4.47,Bretagne
2022-09-24,2.2,Bretagne
2022-09-25,1.3,Bretagne
2022-09-26,3.53,Bretagne
2022-09-27,5.09,Bretagne
2022-09-28,1.52,Bretagne
2022-09-29,1.6,Bretagne
2022-09-30,3.25,Bretagne
2022-10-01,3.83,Bretagne
2022-10-02,3.78,Bretagne
2022-10-03,6.47,Bretagne
2022-10-04,1.3,Bretagne
2022-10-05,3.0,Bretagne
2022-10-06,3.4,Bretagne
2022-10-07,2.7,Bretagne
2022-10-08,2.08,Bretagne
2022-10-09,2.82,Bretagne
2022-10-10,2.69,Bretagne
2022-10-11,1.35,Bretagne
2022-10-12,4.07,Bretagne
2022-10-13,3.55,Bretagne
2022-10-14,3.15,Bretagne
2022-10-15,2.78,Bretagne
2022-10-16,5.15,Bretagne
2022-10-17,2.62,Bretagne
2022-10-18,6.53,Bretagne
2022-10-19,6.003981373690338,Bretagne
2022-10-20,6.003981373690338,Bretagne
2022-10-21,8.9,Bretagne
2022-10-22,4.03,Bretagne
2022-10-23,5.2,Bretagne
2022-10-24,3.67,Bretagne
2022-10-25,3.89,Bretagne
2022-10-26,4.18,Bretagne
2022-10-27,5.13,Bretagne
2022-10-28,2.99,Bretagne
2022-10-29,5.25,Bretagne
2022-10-30,3.6,Bretagne
2022-10-31,3.65,Bretagne
2022-11-01,4.9,Bretagne
2022-11-02,5.22,Bretagne
2022-11-03,3.0,Bretagne
2022-11-04,3.08,Bretagne
2022-11-05,3.55,Bretagne
2022-11-06,4.78,Bretagne
2022-11-07,5.5,Bretagne
2022-11-08,5.03,Bretagne
2022-11-09,2.8,Bretagne
2022-11-10,2.35,Bretagne
2022-11-11,2.92,Bretagne
2022-11-12,6.003981373690338,Bretagne
2022-11-13,11.23,Bretagne
2022-11-14,1.58,Bretagne
2022-11-15,2.75,Bretagne
2022-11-16,6.53,Bretagne
2022-11-17,2.14,Bretagne
2022-11-18,1.12,Bretagne
2022-11-19,2.88,Bretagne
2022-11-20,6.6,Bretagne
2022-11-21,2.58,Bretagne
2022-11-22,4.78,Bretagne
2022-11-23,5.7,Bretagne
2022-11-24,5.75,Bretagne
2022-11-25,4.19,Bretagne
2022-11-26,4.68,Bretagne
2022-11-27,6.99,Bretagne
2022-11-28,3.55,Bretagne
2022-11-29,7.28,Bretagne
2022-11-30,17.39,Bretagne
2022-12-01,6.003981373690338,Bretagne
2022-12-02,6.003981373690338,Bretagne
2022-12-03,6.003981373690338,Bretagne
2022-12-04,6.003981373690338,Bretagne
2022-12-05,28.35,Bretagne
2022-12-06,25.6,Bretagne
2022-12-07,13.6,Bretagne
2022-12-08,3.72,Bretagne
2022-12-09,6.003981373690338,Bretagne
2022-12-10,6.003981373690338,Bretagne
2022-12-11,45.33,Bretagne
2022-12-12,6.003981373690338,Bretagne
2022-12-13,6.003981373690338,Bretagne
2022-12-14,6.003981373690338,Bretagne
2022-12-15,6.003981373690338,Bretagne
2022-12-16,6.003981373690338,Bretagne
2022-12-17,6.003981373690338,Bretagne
2022-12-18,6.72,Bretagne
2022-12-19,4.63,Bretagne
2022-12-20,6.003981373690338,Bretagne
2022-12-21,6.003981373690338,Bretagne
2022-12-22,6.003981373690338,Bretagne
2022-12-23,14.4,Bretagne
2022-12-24,2.83,Bretagne
2022-12-25,2.33,Bretagne
2022-12-26,5.03,Bretagne
2022-12-27,6.003981373690338,Bretagne
2022-12-28,6.003981373690338,Bretagne
2022-12-29,2.02,Bretagne
2022-12-30,6.003981373690338,Bretagne
2022-12-31,6.003981373690338,Bretagne
2023-01-01,6.003981373690338,Bretagne
2023-01-02,6.003981373690338,Bretagne
2023-01-03,6.003981373690338,Bretagne
2023-01-04,6.003981373690338,Bretagne
2023-01-05,6.003981373690338,Bretagne
2023-01-06,6.003981373690338,Bretagne
2023-01-07,6.003981373690338,Bretagne
2023-01-08,6.003981373690338,Bretagne
2023-01-09,6.003981373690338,Bretagne
2023-01-10,6.003981373690338,Bretagne
2023-01-11,6.003981373690338,Bretagne
2023-01-12,6.003981373690338,Bretagne
2023-01-13,6.003981373690338,Bretagne
2023-01-14,2.38,Bretagne
2023-01-15,3.46,Bretagne
2023-01-16,2.0,Bretagne
2023-01-17,1.4,Bretagne
2023-01-18,6.003981373690338,Bretagne
2023-01-19,5.2,Bretagne
2023-01-20,6.003981373690338,Bretagne
2023-01-21,6.003981373690338,Bretagne
2023-01-22,6.003981373690338,Bretagne
2023-01-23,6.003981373690338,Bretagne
2023-01-24,6.003981373690338,Bretagne
2023-01-25,6.003981373690338,Bretagne
2023-01-26,6.003981373690338,Bretagne
2023-01-27,6.003981373690338,Bretagne
2023-01-28,6.003981373690338,Bretagne
2023-01-29,6.003981373690338,Bretagne
2023-01-30,6.003981373690338,Bretagne
2023-01-31,4.6,Bretagne
2023-02-01,6.003981373690338,Bretagne
2023-02-02,6.003981373690338,Bretagne
2023-02-03,6.003981373690338,Bretagne
2023-02-04,6.003981373690338,Bretagne
2023-02-05,6.003981373690338,Bretagne
2023-02-06,6.003981373690338,Bretagne
2023-02-07,6.003981373690338,Bretagne
2023-02-08,11.4,Bretagne
2023-02-09,9.25,Bretagne
2023-02-10,13.81,Bretagne
2023-02-11,16.2,Bretagne
2023-02-12,25.3,Bretagne
2023-02-13,49.55,Bretagne
2023-02-14,6.003981373690338,Bretagne
2023-02-15,6.003981373690338,Bretagne
2023-02-16,8.35,Bretagne
2023-02-17,3.75,Bretagne
2023-02-18,2.58,Bretagne
2023-02-19,6.003981373690338,Bretagne
2023-02-20,6.003981373690338,Bretagne
2023-02-21,6.003981373690338,Bretagne
2023-02-22,6.003981373690338,Bretagne
2023-02-23,6.003981373690338,Bretagne
2023-02-24,6.003981373690338,Bretagne
2023-02-25,3.55,Bretagne
2023-02-26,1.1,Bretagne
2023-02-27,6.003981373690338,Bretagne
2023-02-28,6.003981373690338,Bretagne
2023-03-01,6.003981373690338,Bretagne
2023-03-02,6.003981373690338,Bretagne
2023-03-03,6.003981373690338,Bretagne
2023-03-04,3.72,Bretagne
2023-03-05,14.51,Bretagne
2023-03-06,9.99,Bretagne
2023-03-07,8.19,Bretagne
2023-03-08,10.39,Bretagne
2023-03-09,12.29,Bretagne
2023-03-10,4.26,Bretagne
2023-03-11,16.55,Bretagne
2023-03-12,6.003981373690338,Bretagne
2023-03-13,6.003981373690338,Bretagne
2023-03-14,6.003981373690338,Bretagne
2023-03-15,6.003981373690338,Bretagne
2023-03-16,6.003981373690338,Bretagne
2023-03-17,6.003981373690338,Bretagne
2023-03-18,2.0,Bretagne
2023-03-19,3.45,Bretagne
2023-03-20,2.72,Bretagne
2023-03-21,5.65,Bretagne
2023-03-22,2.8,Bretagne
2023-03-23,7.53,Bretagne
2023-03-24,5.98,Bretagne
2023-03-25,5.15,Bretagne
2023-03-26,2.1,Bretagne
2023-03-27,6.003981373690338,Bretagne
2023-03-28,6.003981373690338,Bretagne
2023-03-29,6.003981373690338,Bretagne
2023-03-30,6.003981373690338,Bretagne
2023-03-31,6.003981373690338,Bretagne
2023-04-01,2.45,Bretagne
2023-04-02,1.8,Bretagne
2023-04-03,3.7,Bretagne
2023-04-04,9.69,Bretagne
2023-04-05,9.88,Bretagne
2023-04-06,2.65,Bretagne
2023-04-07,1.48,Bretagne
2023-04-08,2.8,Bretagne
2023-04-09,6.003981373690338,Bretagne
2023-04-10,5.32,Bretagne
2023-04-11,6.003981373690338,Bretagne
2023-04-12,6.003981373690338,Bretagne
2023-04-13,6.003981373690338,Bretagne
2023-04-14,6.003981373690338,Bretagne
2023-04-15,6.003981373690338,Bretagne
2023-04-16,6.003981373690338,Bretagne
2023-04-17,6.003981373690338,Bretagne
2023-04-18,6.003981373690338,Bretagne
2023-04-19,11.35,Bretagne
2023-04-20,5.75,Bretagne
2023-04-21,11.6,Bretagne
2023-04-22,4.88,Bretagne
2023-04-23,4.5,Bretagne
2023-04-24,4.43,Bretagne
2023-04-25,4.0,Bretagne
2023-04-26,7.3,Bretagne
2023-04-27,6.003981373690338,Bretagne
2023-04-28,6.003981373690338,Bretagne
2023-04-29,6.003981373690338,Bretagne
2023-04-30,6.003981373690338,Bretagne
2023-05-01,6.003981373690338,Bretagne
2023-05-02,2.2,Bretagne
2023-05-03,4.2,Bretagne
2023-05-04,6.003981373690338,Bretagne
2023-05-05,6.003981373690338,Bretagne
2023-05-06,6.003981373690338,Bretagne
2023-05-07,1.79,Bretagne
2023-05-08,3.2,Bretagne
2023-05-09,4.65,Bretagne
2023-05-10,1.88,Bretagne
2023-05-11,2.1,Bretagne
2023-05-12,3.41,Bretagne
2023-05-13,6.003981373690338,Bretagne
2023-05-14,6.003981373690338,Bretagne
2023-05-15,6.003981373690338,Bretagne
2023-05-16,6.003981373690338,Bretagne
2023-05-17,6.003981373690338,Bretagne
2023-05-18,6.003981373690338,Bretagne
2023-05-19,6.003981373690338,Bretagne
2023-05-20,6.003981373690338,Bretagne
2023-05-21,6.003981373690338,Bretagne
2023-05-22,6.003981373690338,Bretagne
2023-05-23,6.003981373690338,Bretagne
2023-05-24,6.003981373690338,Bretagne
2023-05-25,6.003981373690338,Bretagne
2023-05-26,6.003981373690338,Bretagne
2023-05-27,6.003981373690338,Bretagne
2023-05-28,6.003981373690338,Bretagne
2023-05-29,6.003981373690338,Bretagne
2023-05-30,5.7,Bretagne
2023-05-31,6.003981373690338,Bretagne
2023-06-01,6.003981373690338,Bretagne
2023-06-02,6.003981373690338,Bretagne
2023-06-03,10.3,Bretagne
2023-06-04,3.47,Bretagne
2023-06-05,3.3,Bretagne
2023-06-06,4.88,Bretagne
2023-06-07,9.73,Bretagne
2023-06-08,6.68,Bretagne
2023-06-09,11.95,Bretagne
2023-06-10,2.04,Bretagne
2023-06-11,4.78,Bretagne
2023-06-12,4.88,Bretagne
2023-06-13,7.06,Bretagne
2023-06-14,18.04,Bretagne
2023-06-15,12.49,Bretagne
2023-06-16,12.86,Bretagne
2023-06-17,5.9,Bretagne
2023-06-18,6.88,Bretagne
2023-06-19,4.84,Bretagne
2023-06-20,2.17,Bretagne
2023-06-21,3.45,Bretagne
2023-06-22,3.8,Bretagne
2023-06-23,2.83,Bretagne
2023-06-24,3.78,Bretagne
2023-06-25,3.83,Bretagne
2023-06-26,1.9,Bretagne
2023-06-27,2.85,Bretagne
2023-06-28,19.57,Bretagne
2023-06-29,1.42,Bretagne
2023-06-30,8.35,Bretagne
2023-07-01,25.8,Bretagne
2023-07-02,12.45,Bretagne
2023-07-03,3.08,Bretagne
2023-07-04,1.9,Bretagne
2023-07-05,3.4,Bretagne
2023-07-06,2.0,Bretagne
2023-07-07,3.85,Bretagne
2023-07-08,2.98,Bretagne
2023-07-09,2.58,Bretagne
2023-07-10,3.2,Bretagne
2023-07-11,1.98,Bretagne
2023-07-12,2.04,Bretagne
2023-07-13,2.1,Bretagne
2023-07-14,3.85,Bretagne
2023-07-15,12.17,Bretagne
2023-07-16,5.13,Bretagne
2023-07-17,1.38,Bretagne
2023-07-18,1.4,Bretagne
2023-07-19,1.58,Bretagne
2023-07-20,2.83,Bretagne
2023-07-21,5.37,Bretagne
2023-07-22,10.85,Bretagne
2023-07-23,3.85,Bretagne
2023-07-24,2.4,Bretagne
2023-07-25,2.22,Bretagne
2023-07-26,2.8,Bretagne
2023-07-27,3.35,Bretagne
2023-07-28,1.32,Bretagne
2023-07-29,2.85,Bretagne
2023-07-30,7.18,Bretagne
2023-07-31,10.25,Bretagne
2023-08-01,8.02,Bretagne
2023-08-02,8.94,Bretagne
2023-08-03,5.13,Bretagne
2023-08-04,4.63,Bretagne
2023-08-05,4.59,Bretagne
2023-08-06,3.2,Bretagne
2023-08-07,1.7,Bretagne
2023-08-08,2.96,Bretagne
2023-08-09,2.4,Bretagne
2023-08-10,6.63,Bretagne
2023-08-11,4.18,Bretagne
2023-08-12,4.98,Bretagne
2023-08-13,2.54,Bretagne
2023-08-14,5.07,Bretagne
2023-08-15,1.33,Bretagne
2023-08-16,6.003981373690338,Bretagne
2023-08-17,6.003981373690338,Bretagne
2023-08-18,6.003981373690338,Bretagne
2023-08-19,6.003981373690338,Bretagne
2023-08-20,6.003981373690338,Bretagne
2023-08-21,6.003981373690338,Bretagne
2023-08-22,6.003981373690338,Bretagne
2023-08-23,6.003981373690338,Bretagne
2023-08-24,6.003981373690338,Bretagne
2023-08-25,6.003981373690338,Bretagne
2023-08-26,6.003981373690338,Bretagne
2023-08-27,6.003981373690338,Bretagne
2023-08-28,6.003981373690338,Bretagne
2023-08-29,6.003981373690338,Bretagne
2023-08-30,6.003981373690338,Bretagne
2023-08-31,6.003981373690338,Bretagne
2023-09-01,6.003981373690338,Bretagne
2023-09-02,6.003981373690338,Bretagne
2023-09-03,6.003981373690338,Bretagne
2023-09-04,6.003981373690338,Bretagne
2023-09-05,6.003981373690338,Bretagne
2023-09-06,6.003981373690338,Bretagne
2023-09-07,6.003981373690338,Bretagne
2023-09-08,6.003981373690338,Bretagne
2023-09-09,6.003981373690338,Bretagne
2023-09-10,6.003981373690338,Bretagne
2023-09-11,6.003981373690338,Bretagne
2023-09-12,6.003981373690338,Bretagne
2023-09-13,6.003981373690338,Bretagne
2023-09-14,6.003981373690338,Bretagne
2023-09-15,6.003981373690338,Bretagne
2023-09-16,6.003981373690338,Bretagne
2023-09-17,6.003981373690338,Bretagne
2023-09-18,6.003981373690338,Bretagne
2023-09-19,6.003981373690338,Bretagne
2023-09-20,6.003981373690338,Bretagne
2023-09-21,6.003981373690338,Bretagne
2023-09-22,6.003981373690338,Bretagne
2023-09-23,6.003981373690338,Bretagne
2023-09-24,6.003981373690338,Bretagne
2023-09-25,6.003981373690338,Bretagne
2023-09-26,6.003981373690338,Bretagne
2023-09-27,6.003981373690338,Bretagne
2023-09-28,6.003981373690338,Bretagne
2023-09-29,6.003981373690338,Bretagne
2023-09-30,6.003981373690338,Bretagne
