,Athlète,Date,Région,Département,Distance,Durée,Dénivelé,Puissance moyenne,Effort,Charge entraînement,Intensité,Vitesse moyenne,Vitesse max,Météo,Température,Humidité,Température ressentie,Vitesse vent,Direction vent
83,Franck Bonnamour,2022-07-14,Provence-Alpes-Côte d'Azur,Hautes-Alpes,168.09,5:36:24,3723,277,5590,999,99,30.0,93.0,Quelques nuages,25,31,25,5.9,WNW
84,Franck Bonnamour,2022-07-12,Auvergne-Rhône-Alpes,Savoie,7.63,12:07,27,108,78,999,99,37.8,63.0,Quelques nuages,21,34,21,7.5,WNW
85,Franck Bonnamour,2022-07-12,Auvergne-Rhône-Alpes,Savoie,152.37,3:46:03,2243,397,5382,999,99,40.4,82.1,Quelques nuages,23,37,23,8.5,NW
86,Franck Bonnamour,2022-07-11,Auvergne-Rhône-Alpes,Savoie,35.95,1:28:28,880,191,1016,999,99,24.4,83.6,Dégagé,17,75,17,6.8,NNW
87,Franck Bonnamour,2022-07-09,Bourgogne-Franche-Comté,Jura,192.89,4:28:52,2098,444,7157,999,99,43.0,94.5,Quelques nuages,24,43,24,17.6,NNE
88,Franck Bonnamour,2022-07-08,Auvergne-Rhône-Alpes,Ain,179.07,4:17:14,2207,459,7091,999,99,41.8,86.0,Dégagé,23,40,23,13.1,N
89,Franck Bonnamour,2022-07-06,Hauts-de-France,Nord,168.79,3:46:34,797,432,5875,999,99,44.7,75.3,Quelques nuages,22,49,22,11.2,NNW
90,Franck Bonnamour,2022-07-04,Hauts-de-France,Nord,58.14,1:54:19,387,168,1153,999,99,30.5,52.1,Quelques nuages,18,75,18,8.4,SSW
91,Franck Bonnamour,2022-08-31,Bretagne,Côtes-d'Armor,96.89,2:46:39,996,254,2229,291,102,34.9,76.6,Quelques nuages,18,87,18,27.6,ENE
92,Franck Bonnamour,2022-08-30,Bretagne,Côtes-d'Armor,83.99,2:41:39,976,234,2076,237,94,31.2,69.1,Quelques nuages,18,89,18,24.0,ENE
93,Franck Bonnamour,2022-08-27,Bretagne,Côtes-d'Armor,57.4,1:47:01,707,260,1521,194,104,32.2,67.0,Quelques nuages,15,91,15,4.2,ENE
94,Franck Bonnamour,2022-08-26,Bretagne,Côtes-d'Armor,66.14,2:01:12,811,290,1789,275,116,32.7,64.0,Quelques nuages,15,91,15,9.9,NW
95,Franck Bonnamour,2022-08-25,Bretagne,Côtes-d'Armor,87.78,2:47:59,963,243,2286,272,97,31.4,60.1,Nuages,17,100,18,18.8,NNW
96,Franck Bonnamour,2022-08-23,Bretagne,Côtes-d'Armor,91.67,2:53:51,1064,234,2250,258,94,31.6,73.2,Nuages,19,100,20,14.4,SW
97,Franck Bonnamour,2022-08-22,Bretagne,Côtes-d'Armor,55.39,1:52:38,574,218,1288,143,87,29.5,56.5,Nuages,22,82,22,14.1,WSW
98,Franck Bonnamour,2022-08-20,Bretagne,Côtes-d'Armor,54.18,1:41:09,340,233,1315,146,93,32.1,53.8,Quelques nuages,17,75,17,11.6,W
99,Franck Bonnamour,2022-08-13,Bretagne,Côtes-d'Armor,55.86,1:51:24,603,219,1250,147,88,30.1,57.1,Quelques nuages,19,77,20,8.1,E
100,Franck Bonnamour,2022-08-11,Bretagne,Côtes-d'Armor,90.27,3:07:08,1209,230,2199,273,92,28.9,63.3,Dégagé,19,82,19,12.6,ENE
101,Franck Bonnamour,2022-08-10,Bretagne,Côtes-d'Armor,84.23,2:31:55,1051,273,2149,308,109,33.3,67.6,Quelques nuages,19,92,19,17.4,ENE
102,Franck Bonnamour,2022-08-09,Bretagne,Côtes-d'Armor,145.67,4:31:13,1736,263,3766,516,105,32.2,73.0,Quelques nuages,18,88,18,16.0,NE
103,Franck Bonnamour,2022-08-06,Nouvelle-Aquitaine,Creuse,62.94,2:04:48,1019,233,1587,187,93,30.3,62.5,Dégagé,17,73,17,17.1,NE
104,Franck Bonnamour,2022-08-05,Nouvelle-Aquitaine,Creuse,48.45,1:28:55,736,263,1259,165,105,32.7,76.3,Nuages,26,52,26,15.9,N
105,Franck Bonnamour,2022-08-04,Bretagne,Côtes-d'Armor,66.67,2:00:08,751,253,1676,204,101,33.3,62.0,Quelques nuages,17,82,17,14.7,NNW
106,Franck Bonnamour,2022-08-03,Bretagne,Côtes-d'Armor,28.62,56:37,422,259,754,103,104,30.3,60.0,Quelques nuages,22,79,23,17.5,WNW
107,Franck Bonnamour,2022-08-03,Bretagne,Côtes-d'Armor,65.39,1:52:19,720,280,1716,234,112,34.9,62.6,Quelques nuages,25,64,26,13.0,WNW
108,Franck Bonnamour,2022-08-02,Bretagne,Côtes-d'Armor,104.79,3:06:59,1215,261,2732,352,104,33.6,64.7,Quelques nuages,18,98,18,10.4,WSW
109,Franck Bonnamour,2022-08-01,Bretagne,Côtes-d'Armor,71.39,2:06:32,703,255,1866,226,102,33.9,64.6,Quelques nuages,17,99,18,10.8,WNW
110,Franck Bonnamour,2022-09-30,Bretagne,Côtes-d'Armor,84.44,2:52:14,1232,233,2090,252,93,29.4,63.1,Quelques nuages,10,100,8,13.4,SW
111,Franck Bonnamour,2022-09-29,Bretagne,Côtes-d'Armor,94.8,3:05:19,1325,285,2546,406,114,30.7,60.8,Quelques nuages,11,87,11,19.3,NW
112,Franck Bonnamour,2022-09-28,Bretagne,Côtes-d'Armor,51.78,1:44:14,514,217,1264,131,87,29.8,56.0,Nuages,14,79,14,29.5,NW
113,Franck Bonnamour,2022-09-27,Bretagne,Côtes-d'Armor,89.32,3:04:25,1338,274,2460,378,110,29.1,69.8,Quelques nuages,13,79,13,28.7,WNW
114,Franck Bonnamour,2022-09-26,Bretagne,Côtes-d'Armor,73.56,2:33:11,925,229,1848,219,92,28.8,59.0,Nuages,16,79,16,33.4,NW
115,Franck Bonnamour,2022-09-22,Bretagne,Côtes-d'Armor,105.55,3:18:30,1262,272,2853,406,109,31.9,64.7,Dégagé,8,93,7,10.2,S
116,Franck Bonnamour,2022-09-21,Bretagne,Côtes-d'Armor,99.19,3:10:11,1153,264,2506,356,106,31.3,64.0,Quelques nuages,10,89,10,9.4,ESE
117,Franck Bonnamour,2022-09-09,Bretagne,Côtes-d'Armor,89.82,3:00:25,1072,226,2208,245,90,29.9,59.1,Quelques nuages,15,92,15,26.9,SSW
118,Franck Bonnamour,2022-09-08,Bretagne,Côtes-d'Armor,77.16,2:30:29,1020,270,2024,304,108,30.8,71.8,Pluie,15,89,15,25.7,SW
119,Franck Bonnamour,2022-09-07,Bretagne,Côtes-d'Armor,129.45,3:33:10,1442,272,3055,423,109,36.4,70.8,Quelques nuages,16,89,16,22.1,SSW
120,Franck Bonnamour,2022-09-06,Bretagne,Côtes-d'Armor,96.64,3:03:59,1032,245,2445,298,98,31.5,61.2,Quelques nuages,17,87,17,21.5,S
121,Franck Bonnamour,2022-09-05,Bretagne,Côtes-d'Armor,59.64,2:00:02,584,213,1404,144,85,29.8,59.5,Quelques nuages,19,83,19,22.6,SSE
122,Franck Bonnamour,2022-09-02,Bretagne,Côtes-d'Armor,71.75,2:15:53,822,264,1827,254,106,31.7,62.6,Quelques nuages,16,94,16,6.0,W
123,Franck Bonnamour,2022-10-06,Bretagne,Côtes-d'Armor,61.54,2:00:21,681,226,1497,166,90,30.7,64.9,Dégagé,10,93,8,10.7,SW
124,Franck Bonnamour,2022-10-05,Bretagne,Côtes-d'Armor,209.37,6:54:19,3190,246,5565,697,98,30.3,75.9,Quelques nuages,15,88,15,31.0,SSW
125,Franck Bonnamour,2022-10-04,Bretagne,Côtes-d'Armor,98.8,3:05:06,1171,253,2563,330,101,32.0,74.7,Quelques nuages,13,93,13,13.8,SSW
126,Franck Bonnamour,2022-10-03,Bretagne,Côtes-d'Armor,62.2,2:01:09,643,223,1494,162,89,30.8,63.3,Quelques nuages,18,80,18,11.9,SSE
127,Franck Bonnamour,2022-10-01,Bretagne,Côtes-d'Armor,64.53,2:05:46,576,227,1567,174,91,30.8,58.6,Quelques nuages,15,100,15,24.9,W
128,Franck Bonnamour,2022-11-30,Bretagne,Côtes-d'Armor,121.91,4:00:43,1294,240,3135,382,96,30.4,57.4,Quelques nuages,5,94,2,13.1,SSE
129,Franck Bonnamour,2022-11-29,Bretagne,Côtes-d'Armor,125.37,4:04:36,1236,260,3441,452,104,30.8,60.5,Quelques nuages,8,94,6,10.4,NNW
130,Franck Bonnamour,2022-11-28,Bretagne,Côtes-d'Armor,62.87,2:08:06,658,229,1654,180,92,29.4,58.8,Quelques nuages,9,93,6,25.0,WSW
131,Franck Bonnamour,2022-11-26,Bretagne,Côtes-d'Armor,77.78,2:35:46,898,229,1944,221,92,30.0,65.4,Quelques nuages,9,92,6,23.2,S
132,Franck Bonnamour,2022-11-25,Bretagne,Côtes-d'Armor,95.47,3:06:56,1072,243,2426,301,97,30.6,77.4,Quelques nuages,8,94,6,15.5,W
133,Franck Bonnamour,2022-11-24,Bretagne,Côtes-d'Armor,119.31,4:07:40,1613,229,3064,356,92,28.9,62.7,Nuages,10,93,10,28.7,S
134,Franck Bonnamour,2022-11-23,Auvergne-Rhône-Alpes,Ain,9.32,52:13,82,44,139,999,99,10.7,26.0,Dégagé,12,77,12,30.7,W
135,Franck Bonnamour,2022-11-22,Bretagne,Côtes-d'Armor,77.2,2:36:00,877,230,1959,221,92,29.7,59.0,Vent,10,81,5,43.5,W
136,Franck Bonnamour,2022-11-20,Bretagne,Côtes-d'Armor,42.71,1:43:02,312,151,773,66,60,24.9,43.8,Quelques nuages,11,76,11,32.3,WNW
137,Franck Bonnamour,2022-11-19,Bretagne,Côtes-d'Armor,114.71,3:36:16,1253,269,3145,431,108,31.8,77.3,Quelques nuages,6,93,4,9.1,WNW
138,Franck Bonnamour,2022-11-18,Bretagne,Côtes-d'Armor,96.78,3:14:49,1188,253,2659,333,101,29.8,53.6,Quelques nuages,9,87,6,23.3,NW
139,Franck Bonnamour,2022-11-16,Bretagne,Côtes-d'Armor,89.17,3:00:20,946,233,2224,262,93,29.7,61.6,Quelques nuages,10,80,10,25.6,SW
140,Franck Bonnamour,2022-11-14,Bretagne,Côtes-d'Armor,110.54,3:44:57,1438,171,2313,999,99,29.5,66.1,Quelques nuages,13,85,13,23.4,W
141,Franck Bonnamour,2022-11-12,Bretagne,Morbihan,90.85,3:04:20,488,144,1587,999,99,29.6,54.6,Dégagé,18,88,18,24.7,SSE
142,Franck Bonnamour,2022-11-11,Bretagne,Morbihan,87.06,3:04:46,887,143,1581,999,99,28.3,50.5,Quelques nuages,13,73,13,17.9,SE
143,Franck Bonnamour,2022-11-09,Auvergne-Rhône-Alpes,Ain,73.13,2:27:53,311,147,1308,999,99,29.7,53.6,Nuages,15,75,15,22.4,WSW
144,Franck Bonnamour,2022-11-08,Auvergne-Rhône-Alpes,Ain,71.28,2:29:15,384,141,1265,999,99,28.7,59.0,Nuages,16,74,16,27.5,SSW
145,Franck Bonnamour,2022-11-06,Bretagne,Côtes-d'Armor,68.21,2:18:55,716,160,1337,999,99,29.5,58.3,Quelques nuages,13,92,13,24.9,SW
146,Franck Bonnamour,2022-11-02,Bretagne,Côtes-d'Armor,73.77,2:30:30,829,220,1779,196,88,29.4,69.4,Dégagé,10,82,10,20.6,SSW
147,Franck Bonnamour,2022-11-01,Bretagne,Côtes-d'Armor,64.37,2:14:06,736,160,1285,999,99,28.8,71.4,Quelques nuages,14,81,14,40.1,SW
148,Franck Bonnamour,2022-12-29,Bretagne,Côtes-d'Armor,205.96,6:51:11,2165,170,4201,999,99,30.1,61.3,Quelques nuages,7,87,3,32.5,WSW
149,Franck Bonnamour,2022-12-26,Bretagne,Côtes-d'Armor,109.33,3:36:31,1577,283,3199,464,113,30.3,73.3,Quelques nuages,7,86,4,15.8,WNW
150,Franck Bonnamour,2022-12-21,Bretagne,Côtes-d'Armor,120.5,4:01:58,1298,229,3033,344,92,29.9,74.4,Pluie,10,93,10,19.4,SSW
151,Franck Bonnamour,2022-12-20,Bretagne,Côtes-d'Armor,89.74,3:02:20,1320,271,2455,356,108,29.5,61.2,Quelques nuages,10,92,8,11.7,WSW
152,Franck Bonnamour,2022-12-17,Bretagne,Côtes-d'Armor,150.3,5:03:37,1525,231,3889,449,92,29.7,56.5,Quelques nuages,0,79,4,12.4,SE
153,Franck Bonnamour,2022-12-16,Bretagne,Côtes-d'Armor,124.62,4:02:43,1232,246,3316,404,98,30.8,67.3,Dégagé,5,76,3,14.0,E
