Athlète,Date,Région,Département,Distance,Durée,Dénivelé,Puissance moyenne,Effort,Charge entraînement,Intensité,Vitesse moyenne,Vitesse max,Météo,Température,Humidité,Température ressentie,Vitesse vent,Direction vent,Objectif,Qualité Air
Franck Bonnamour,2021-01-08,Bretagne,Côtes-d'Armor,93.16,3:00:37,988,233,2394,266,93,30.9,60.8,Quelques nuages,2,95,2,13.9,SW,2021,21.05
Franck Bonnamour,2021-01-06,Bretagne,Côtes-d'Armor,135.95,4:37:24,1750,240,3789,437,96,29.4,58.7,Nuages,2,100,0,6.4,NE,2021,13.43
Franck Bonnamour,2021-01-05,Bretagne,Côtes-d'Armor,60.51,2:03:30,644,243,1702,204,97,29.4,56.9,Nuages,5,87,1,28.7,NE,2021,7.18
Franck Bonnamour,2021-01-04,Bretagne,Côtes-d'Armor,93.95,3:04:30,903,270,2736,365,108,30.6,51.5,Quelques nuages,4,95,0,16.0,NE,2021,8.07
Franck Bonnamour,2021-01-02,Bretagne,Côtes-d'Armor,77.36,2:42:37,930,238,2121,245,95,28.5,64.8,Nuages,5,94,2,16.9,NNE,2021,2.5
Franck Bonnamour,2021-01-01,Bretagne,Côtes-d'Armor,44.32,1:40:51,455,210,1125,123,84,26.4,56.5,Dégagé,1,91,1,6.9,NE,2021,3.97
Franck Bonnamour,2021-02-24,Bretagne,Côtes-d'Armor,131.28,3:59:50,1238,229,3013,346,92,32.8,65.5,Quelques nuages,12,77,12,25.1,S,2021,1.72
Franck Bonnamour,2021-02-23,Bretagne,Côtes-d'Armor,150.63,4:59:56,1802,228,3810,422,91,30.1,67.0,Vent,8,82,4,34.8,S,2021,3.37
Franck Bonnamour,2021-02-22,Bretagne,Côtes-d'Armor,107.46,3:25:18,1290,278,3061,425,111,31.4,66.6,Nuages,8,88,6,14.8,NW,2021,1.5
Franck Bonnamour,2021-02-21,Bretagne,Côtes-d'Armor,103.9,3:10:20,1027,255,2785,331,102,32.8,70.2,Pluie,10,97,8,13.0,S,2021,4.03
Franck Bonnamour,2021-02-20,Bretagne,Côtes-d'Armor,92.28,3:01:39,1147,244,2512,291,98,30.5,67.0,Vent,11,87,11,34.8,S,2021,8.25
Franck Bonnamour,2021-02-19,Bretagne,Côtes-d'Armor,74.38,2:37:18,745,203,1794,173,81,28.4,63.0,Nuages,10,85,6,32.4,SSW,2021,3.25
Franck Bonnamour,2021-02-18,Bretagne,Côtes-d'Armor,60.05,2:01:51,605,208,1420,140,83,29.6,60.5,Quelques nuages,9,81,5,28.9,W,2021,3.15
Franck Bonnamour,2021-02-08,Bretagne,Côtes-d'Armor,70.52,2:31:04,678,206,1721,170,82,28.0,56.5,Nuages,1,81,4,22.5,NE,2021,3.07
Franck Bonnamour,2021-02-07,Bretagne,Côtes-d'Armor,105.28,3:32:02,1051,245,2753,341,98,29.8,60.1,Quelques nuages,5,86,2,13.6,N,2021,2.79
Franck Bonnamour,2021-02-06,Bretagne,Côtes-d'Armor,126.43,4:04:45,1611,270,3478,478,108,31.0,58.3,Quelques nuages,3,93,1,10.1,WSW,2021,1.5
Franck Bonnamour,2021-02-05,Bretagne,Côtes-d'Armor,151.32,5:13:45,1935,230,3919,458,92,28.9,57.2,Quelques nuages,6,94,4,14.0,SSW,2021,2.7
Franck Bonnamour,2021-02-03,Bretagne,Côtes-d'Armor,99.97,3:30:19,1554,264,2735,401,106,28.5,54.4,Pluie,8,100,4,27.6,WNW,2021,4.97
Franck Bonnamour,2021-02-02,Bretagne,Côtes-d'Armor,59.29,2:03:18,609,208,1453,142,83,28.9,66.6,Pluie,11,100,11,31.3,SW,2021,12.14
Franck Bonnamour,2021-03-30,Bretagne,Côtes-d'Armor,78.52,2:34:34,1037,247,2127,256,99,30.5,62.6,Dégagé,10,77,7,15.2,SSE,2021,3.7
Franck Bonnamour,2021-03-29,Bretagne,Côtes-d'Armor,111.37,3:28:16,1256,273,2982,423,109,32.1,68.0,Dégagé,7,91,4,14.8,SSW,2021,3.41
Franck Bonnamour,2021-03-28,Bretagne,Côtes-d'Armor,107.93,3:34:13,1292,239,2835,328,96,30.2,64.1,Quelques nuages,7,87,4,23.2,SSW,2021,1.91
Franck Bonnamour,2021-03-26,Bretagne,Côtes-d'Armor,35.69,1:14:40,359,205,864,86,82,28.7,50.8,Quelques nuages,11,83,11,34.8,SW,2021,2.25
Franck Bonnamour,2021-03-25,Bretagne,Côtes-d'Armor,105.82,3:31:27,1054,231,2641,308,92,30.0,60.1,Quelques nuages,8,91,5,15.4,SSW,2021,2.29
Franck Bonnamour,2021-03-24,Bretagne,Côtes-d'Armor,103.8,3:26:41,1232,236,2684,311,94,30.1,68.4,Quelques nuages,8,92,6,12.9,SSW,2021,5.53
Franck Bonnamour,2021-03-23,Bretagne,Côtes-d'Armor,70.74,2:34:33,716,195,1642,156,78,27.5,60.5,Dégagé,6,77,3,13.5,S,2021,11.72
Franck Bonnamour,2021-03-22,Bretagne,Côtes-d'Armor,120.04,3:52:24,1198,234,3102,344,94,31.0,63.7,Quelques nuages,8,80,8,4.0,WSW,2021,9.03
Franck Bonnamour,2021-03-20,Bretagne,Côtes-d'Armor,106.59,3:42:23,1327,228,2796,322,91,28.8,64.4,Dégagé,6,77,4,9.5,NE,2021,3.85
Franck Bonnamour,2021-03-19,Bretagne,Côtes-d'Armor,85.52,3:00:23,996,233,2273,268,93,28.4,61.6,Nuages,9,85,5,31.9,NE,2021,2.6
Franck Bonnamour,2021-03-16,Bretagne,Côtes-d'Armor,91.78,3:02:17,1047,235,2420,271,94,30.2,68.8,Nuages,10,94,8,15.0,NW,2021,4.97
Franck Bonnamour,2021-03-15,Bretagne,Côtes-d'Armor,76.67,2:27:30,807,244,2029,237,98,31.2,65.2,Nuages,9,88,6,26.2,NW,2021,2.6
Franck Bonnamour,2021-03-12,Bretagne,Côtes-d'Armor,74.72,2:30:47,715,230,1968,213,92,29.7,65.2,Quelques nuages,8,81,3,34.6,WSW,2021,4.2
Franck Bonnamour,2021-03-10,Bretagne,Côtes-d'Armor,86.77,2:57:49,1111,241,2398,280,96,29.3,70.2,Vent,9,95,4,42.7,SSW,2021,6.0
Franck Bonnamour,2021-03-09,Bretagne,Côtes-d'Armor,90.77,2:59:49,1087,240,2395,291,96,30.3,59.8,Quelques nuages,3,80,1,5.9,SW,2021,20.0
Franck Bonnamour,2021-03-08,Bretagne,Côtes-d'Armor,72.94,2:36:54,891,212,1826,195,85,27.9,65.2,Quelques nuages,4,68,1,10.3,ENE,2021,11.95
Franck Bonnamour,2021-03-06,Auvergne-Rhône-Alpes,Ain,71.79,2:06:45,611,246,1541,222,98,34.0,64.8,Dégagé,7,54,4,19.4,ENE,2021,11.8
Franck Bonnamour,2021-03-04,Bretagne,Côtes-d'Armor,55.43,2:02:05,522,108,156,39,43,27.2,55.4,Quelques nuages,8,93,6,10.7,NW,2021,19.05
Franck Bonnamour,2021-04-30,Bretagne,Côtes-d'Armor,104.11,3:24:46,1154,243,2833,330,97,30.5,70.6,Dégagé,7,72,6,6.8,ENE,2021,4.07
Franck Bonnamour,2021-04-29,Bretagne,Côtes-d'Armor,88.12,2:54:45,938,244,2398,286,98,30.3,56.5,Quelques nuages,8,86,5,17.0,NNE,2021,7.29
Franck Bonnamour,2021-04-27,Bretagne,Côtes-d'Armor,62.57,2:07:55,709,227,1625,184,91,29.3,63.0,Dégagé,12,52,12,15.5,NNE,2021,6.6
Franck Bonnamour,2021-04-12,Bretagne,Côtes-d'Armor,94.96,3:00:04,1164,255,2581,313,102,31.6,64.4,Dégagé,10,54,8,14.9,WNW,2021,1.1
Franck Bonnamour,2021-04-11,Bretagne,Côtes-d'Armor,72.41,2:24:16,868,282,1960,308,113,30.1,70.9,Pluie,5,87,1,20.4,N,2021,4.71
Franck Bonnamour,2021-04-09,Bretagne,Côtes-d'Armor,109.1,3:30:10,1217,248,2857,348,99,31.1,69.8,Quelques nuages,5,83,5,2.6,SE,2021,7.72
Franck Bonnamour,2021-04-08,Bretagne,Côtes-d'Armor,202.62,6:37:59,2562,240,5317,630,96,30.5,76.7,Quelques nuages,3,82,1,6.6,SE,2021,2.04
Franck Bonnamour,2021-04-07,Bretagne,Côtes-d'Armor,60.05,2:00:22,686,233,1561,188,93,29.9,66.2,Quelques nuages,9,55,7,14.8,WNW,2021,1.1
Franck Bonnamour,2021-05-28,Bretagne,Côtes-d'Armor,61.87,2:01:02,729,252,1827,999,99,30.7,62.6,Nuages,11,86,11,6.9,ESE,2021,1.5
Franck Bonnamour,2021-05-27,Bretagne,Côtes-d'Armor,64.42,2:07:30,648,226,1728,999,99,30.3,61.9,Quelques nuages,9,94,9,3.7,S,2021,1.19
Franck Bonnamour,2021-05-25,Bretagne,Côtes-d'Armor,44.27,1:30:08,383,205,1108,999,99,29.5,53.3,Quelques nuages,11,85,11,29.3,WNW,2021,5.99
Franck Bonnamour,2021-05-24,Bretagne,Côtes-d'Armor,81.72,2:33:41,856,292,2364,350,117,31.9,57.6,Pluie,9,89,6,32.3,WSW,2021,2.75
Franck Bonnamour,2021-05-23,Bretagne,Côtes-d'Armor,124.83,4:03:31,1315,239,3225,380,96,30.8,67.3,Quelques nuages,10,87,7,23.8,SW,2021,2.4
Franck Bonnamour,2021-05-19,Bretagne,Côtes-d'Armor,90.53,3:00:14,987,236,2351,269,94,30.1,61.9,Quelques nuages,10,93,10,25.2,WNW,2021,0.81
Franck Bonnamour,2021-05-18,Bretagne,Côtes-d'Armor,62.01,2:02:43,605,225,1523,167,90,30.3,55.8,Quelques nuages,10,89,10,16.5,WSW,2021,1.6
Franck Bonnamour,2021-05-11,Bretagne,Côtes-d'Armor,40.01,1:17:58,353,222,985,102,89,30.8,54.0,Quelques nuages,8,82,5,17.6,SSW,2021,3.18
Franck Bonnamour,2021-05-10,Bretagne,Côtes-d'Armor,71.68,2:23:55,776,247,1884,239,99,29.9,67.3,Quelques nuages,10,85,7,28.9,SW,2021,1.83
Franck Bonnamour,2021-05-09,Bretagne,Côtes-d'Armor,90.83,2:37:32,877,284,2577,345,114,34.6,60.5,Nuages,14,83,14,19.8,SSW,2021,2.5
Franck Bonnamour,2021-05-07,Bretagne,Côtes-d'Armor,81.49,2:55:14,1222,293,2299,413,117,27.9,72.4,Quelques nuages,7,81,7,4.2,SSW,2021,2.35
Franck Bonnamour,2021-05-05,Bretagne,Côtes-d'Armor,117.69,3:49:59,1332,255,3206,409,102,30.7,74.5,Quelques nuages,8,69,5,23.7,WNW,2021,1.25
Franck Bonnamour,2021-05-04,Bretagne,Côtes-d'Armor,83.85,2:46:00,1053,276,2398,346,110,30.3,54.0,Pluie,11,75,11,30.9,W,2021,2.0
Franck Bonnamour,2021-05-03,Bretagne,Côtes-d'Armor,124.02,4:00:23,1496,271,3435,479,108,31.0,67.3,Quelques nuages,6,82,3,15.3,SSW,2021,1.3
Franck Bonnamour,2021-05-01,Bretagne,Côtes-d'Armor,103.94,3:21:08,1102,253,2810,349,101,31.0,60.1,Quelques nuages,6,79,5,5.5,NNW,2021,1.4
Franck Bonnamour,2021-06-17,Bretagne,Côtes-d'Armor,62.43,2:07:06,819,238,1818,999,99,29.5,54.0,Nuages,14,98,14,21.2,NNW,2021,1.92
Franck Bonnamour,2021-06-16,Auvergne-Rhône-Alpes,Loire,8.83,20:59,0,131,166,999,99,25.2,52.9,Quelques nuages,23,77,24,15.1,SW,2021,3.23
Franck Bonnamour,2021-06-14,Bretagne,Côtes-d'Armor,48.94,1:39:24,551,231,1381,999,99,29.5,66.6,Quelques nuages,15,95,15,4.5,WSW,2021,3.79
Franck Bonnamour,2021-06-13,Bretagne,Côtes-d'Armor,63.11,2:03:25,682,243,1798,999,99,30.7,70.9,Dégagé,15,80,15,12.2,E,2021,2.47
Franck Bonnamour,2021-06-12,Bretagne,Côtes-d'Armor,107.62,3:02:52,1023,302,3311,999,99,35.3,66.6,Quelques nuages,18,77,18,12.5,NNW,2021,2.27
Franck Bonnamour,2021-06-11,Bretagne,Côtes-d'Armor,91.82,3:00:23,1012,236,2552,999,99,30.5,63.0,Quelques nuages,17,87,17,6.4,N,2021,3.0
Franck Bonnamour,2021-06-10,Bretagne,Côtes-d'Armor,96.9,3:01:14,982,220,1977,254,88,32.1,63.7,Quelques nuages,15,93,15,10.2,SW,2021,1.54
Franck Bonnamour,2021-06-09,Bretagne,Côtes-d'Armor,62.2,2:00:09,692,232,1517,172,93,31.1,59.0,Quelques nuages,14,80,14,6.2,S,2021,6.003981373690338
Franck Bonnamour,2021-06-07,Bretagne,Côtes-d'Armor,50.2,1:45:55,483,203,1288,999,99,28.4,52.9,Nuages,17,88,17,13.7,N,2021,6.003981373690338
Franck Bonnamour,2021-06-02,Auvergne-Rhône-Alpes,Loire,23.91,46:15,405,242,597,72,97,31.0,72.4,Quelques nuages,19,68,19,10.9,S,2021,4.332191011235955
Franck Bonnamour,2021-06-01,Auvergne-Rhône-Alpes,Loire,177.53,4:17:14,2049,465,7178,999,99,41.4,87.8,Quelques nuages,22,54,22,8.6,SSE,2021,4.332191011235955
Franck Bonnamour,2021-09-30,Bretagne,Côtes-d'Armor,46.6,1:30:29,460,233,1264,999,99,30.9,67.0,Quelques nuages,9,85,7,18.7,S,2022,2.25
Franck Bonnamour,2021-09-29,Bretagne,Côtes-d'Armor,88.29,2:28:28,868,327,2910,999,99,35.7,74.5,Quelques nuages,11,83,11,22.6,WNW,2022,1.3
Franck Bonnamour,2021-09-28,Bretagne,Côtes-d'Armor,80.61,2:35:39,1009,248,2315,999,99,31.1,69.1,Nuages,13,85,13,17.8,SSW,2022,2.13
Franck Bonnamour,2021-09-27,Bretagne,Côtes-d'Armor,32.22,1:03:46,237,193,738,999,99,30.3,55.8,Quelques nuages,12,89,12,23.7,WNW,2022,2.02
Franck Bonnamour,2021-09-24,Bretagne,Côtes-d'Armor,77.45,2:27:24,845,235,2080,999,99,31.5,58.3,Quelques nuages,14,100,14,8.3,SW,2022,2.95
Franck Bonnamour,2021-09-23,Bretagne,Côtes-d'Armor,78.69,2:35:18,757,226,2110,999,99,30.4,73.1,Quelques nuages,12,100,12,8.3,WNW,2022,1.86
Franck Bonnamour,2021-09-21,Bretagne,Côtes-d'Armor,29.81,1:02:04,386,219,817,999,99,28.8,64.4,Quelques nuages,13,91,13,9.5,NNE,2022,6.28
Franck Bonnamour,2021-09-09,Bretagne,Côtes-d'Armor,106.91,3:03:09,1119,321,3527,999,99,35.0,72.7,Nuages,18,97,18,20.0,SSW,2022,8.11
Franck Bonnamour,2021-09-07,Bretagne,Côtes-d'Armor,59.02,2:07:02,705,215,1637,999,99,27.9,65.5,Dégagé,19,70,19,20.7,ESE,2022,3.63
Franck Bonnamour,2021-09-06,Bretagne,Côtes-d'Armor,43.56,1:30:57,410,200,1090,999,99,28.7,60.5,Dégagé,27,60,28,18.5,ENE,2022,4.88
Franck Bonnamour,2021-09-03,Bourgogne-Franche-Comté,Doubs,32.69,1:11:40,485,244,1051,999,99,27.4,62.3,Dégagé,25,75,25,5.5,WNW,2022,27.58744394618834
Franck Bonnamour,2021-09-01,Bretagne,Côtes-d'Armor,89.81,3:05:40,1154,231,2569,999,99,29.0,57.6,Quelques nuages,15,91,15,23.5,ENE,2022,8.13
Franck Bonnamour,2021-10-08,Bretagne,Côtes-d'Armor,59.51,2:00:14,661,217,1564,999,99,29.7,61.9,Quelques nuages,13,89,13,8.2,ESE,2022,2.08
Franck Bonnamour,2021-10-07,Bretagne,Côtes-d'Armor,30.95,1:02:37,302,221,832,999,99,29.7,49.0,Quelques nuages,18,81,18,9.6,SSW,2022,1.51
Franck Bonnamour,2021-10-06,Bretagne,Côtes-d'Armor,185.54,6:03:57,3023,244,5321,999,99,30.6,84.2,Quelques nuages,11,88,11,17.4,W,2022,1.4
Franck Bonnamour,2021-11-30,Bretagne,Côtes-d'Armor,88.98,3:02:28,1117,224,2451,999,99,29.3,73.8,Quelques nuages,8,89,5,21.6,WSW,2022,0.95
Franck Bonnamour,2021-11-29,Bretagne,Côtes-d'Armor,91.15,3:05:02,1048,229,2540,999,99,29.6,60.2,Quelques nuages,4,82,1,8.5,N,2022,2.78
Franck Bonnamour,2021-11-22,Auvergne-Rhône-Alpes,Loire,92.45,3:07:50,556,196,2210,999,99,29.5,46.3,Dégagé,9,81,5,39.8,NE,2022,4.09
Franck Bonnamour,2021-11-20,Bretagne,Côtes-d'Armor,76.85,2:37:50,921,222,2105,999,99,29.2,59.5,Quelques nuages,5,92,2,10.7,SE,2022,27.3
Franck Bonnamour,2021-11-19,Bretagne,Côtes-d'Armor,89.5,3:03:27,917,215,2366,999,99,29.3,56.5,Quelques nuages,8,86,8,4.4,SSE,2022,5.55
Franck Bonnamour,2021-11-17,Auvergne-Rhône-Alpes,Ain,15.93,1:05:15,90,128,503,999,99,14.7,41.7,Quelques nuages,14,80,14,14.6,NW,2022,3.0
Franck Bonnamour,2021-11-16,Bretagne,Côtes-d'Armor,73.91,2:32:28,816,226,2066,999,99,29.1,55.1,Quelques nuages,8,91,7,6.9,S,2022,8.55
Franck Bonnamour,2021-11-14,Bretagne,Côtes-d'Armor,45.2,2:15:18,228,152,1231,999,99,20.0,47.8,Quelques nuages,11,87,11,14.1,NNE,2022,2.85
Franck Bonnamour,2021-11-12,Bretagne,Côtes-d'Armor,39.9,2:33:44,788,155,1433,999,99,15.6,46.4,Nuages,11,97,11,24.1,SW,2022,9.22
Franck Bonnamour,2021-11-10,Bretagne,Côtes-d'Armor,58.81,2:47:16,851,178,1788,999,99,21.1,56.1,Quelques nuages,11,86,11,6.8,SSW,2022,11.05
Franck Bonnamour,2021-11-07,Bretagne,Côtes-d'Armor,49.59,2:48:02,598,145,1464,999,99,17.7,49.3,Nuages,12,87,12,18.6,WNW,2022,3.8
Franck Bonnamour,2021-12-31,Bretagne,Côtes-d'Armor,185.67,6:07:18,2396,240,4857,575,96,30.3,66.2,Quelques nuages,13,88,13,24.7,SW,2022,12.9
Franck Bonnamour,2021-12-29,Bretagne,Côtes-d'Armor,97.43,3:14:27,1310,258,2614,347,103,30.1,65.0,Vent,14,93,14,40.0,WSW,2022,14.85
Franck Bonnamour,2021-12-28,Bretagne,Côtes-d'Armor,115.23,3:39:04,1434,280,3154,463,112,31.6,65.1,Vent,10,83,6,39.9,W,2022,11.51
Franck Bonnamour,2021-12-26,Bretagne,Côtes-d'Armor,126.75,4:02:14,1178,242,3296,388,97,31.4,59.8,Quelques nuages,9,93,6,17.0,SW,2022,4.25
Franck Bonnamour,2021-12-24,Bretagne,Côtes-d'Armor,154.17,5:00:15,1386,243,4059,482,97,30.8,67.2,Nuages,10,97,7,22.8,S,2022,5.9
Franck Bonnamour,2021-12-23,Bretagne,Côtes-d'Armor,93.78,3:01:24,1056,241,2469,284,96,31.0,64.6,Nuages,9,92,5,28.0,S,2022,15.06
Franck Bonnamour,2021-12-22,Bretagne,Côtes-d'Armor,13.76,53:58,261,162,525,999,99,15.3,44.3,Nuages,7,58,3,20.8,SSE,2022,34.35
Franck Bonnamour,2021-12-21,Bretagne,Côtes-d'Armor,84.91,2:56:05,1145,236,2275,265,94,28.9,65.5,Quelques nuages,1,93,4,18.6,ESE,2022,24.25
Franck Bonnamour,2021-12-08,Bretagne,Côtes-d'Armor,44.05,3:04:12,962,161,1783,999,99,14.4,45.5,Pluie,6,81,1,25.5,WNW,2022,1.83
Franck Bonnamour,2021-12-06,Bretagne,Côtes-d'Armor,59.43,4:18:11,1302,149,2315,999,99,13.8,45.5,Pluie,7,92,3,20.4,SW,2022,3.55
Franck Bonnamour,2021-12-05,Bretagne,Côtes-d'Armor,53.05,3:07:03,870,158,1772,999,99,17.0,50.7,Quelques nuages,7,82,2,38.9,NW,2022,2.35
Franck Bonnamour,2021-12-04,Bretagne,Côtes-d'Armor,31.65,2:00:03,641,164,1178,999,99,15.8,43.3,Quelques nuages,8,81,4,34.3,NW,2022,2.13
Franck Bonnamour,2021-12-02,Bretagne,Côtes-d'Armor,77.25,2:42:36,924,211,2059,999,99,28.5,56.9,Quelques nuages,6,81,2,23.0,NW,2022,1.7
Franck Bonnamour,2021-12-01,Bretagne,Côtes-d'Armor,31.76,2:00:58,598,158,1149,999,99,15.8,39.7,Quelques nuages,9,77,5,39.6,NW,2022,2.9
Pierre Rolland,2022-01-21,Auvergne-Rhône-Alpes,Loire,37.3,1:28:01,116,999,9999,999,99,25.4,43.7,Dégagé,2,75,1,14.6,NNE,2022,2.7
Pierre Rolland,2022-01-20,Auvergne-Rhône-Alpes,Loire,51.08,1:47:23,144,999,9999,999,99,28.5,42.9,Dégagé,4,76,1,10.6,N,2022,6.3
Pierre Rolland,2022-01-19,Auvergne-Rhône-Alpes,Loire,117.78,3:42:07,374,999,9999,999,99,31.8,56.9,Nuages,4,93,1,10.0,SW,2022,19.73
Pierre Rolland,2022-01-18,Auvergne-Rhône-Alpes,Loire,87.42,3:05:26,304,999,9999,999,99,28.3,43.4,Quelques nuages,3,94,1,15.8,ENE,2022,11.4
Pierre Rolland,2022-01-17,Auvergne-Rhône-Alpes,Loire,38.95,1:30:31,144,999,9999,999,99,25.8,35.9,Quelques nuages,7,88,7,2.3,NNE,2022,11.77
Pierre Rolland,2022-01-11,Auvergne-Rhône-Alpes,Loire,37.37,1:25:09,98,999,9999,999,99,26.3,44.2,Quelques nuages,1,93,2,6.7,E,2022,7.07
Pierre Rolland,2022-01-09,Auvergne-Rhône-Alpes,Loire,46.45,1:44:11,134,999,9999,999,99,26.8,40.1,Nuages,6,98,2,19.3,SSW,2022,2.52
Pierre Rolland,2022-01-08,Auvergne-Rhône-Alpes,Loire,46.27,1:38:53,124,999,9999,999,99,28.1,52.6,Nuages,6,95,3,17.6,WSW,2022,2.4
Pierre Rolland,2022-01-07,Auvergne-Rhône-Alpes,Loire,106.02,3:35:48,384,999,9999,999,99,29.5,53.9,Nuages,5,93,1,20.9,WSW,2022,6.5
Pierre Rolland,2022-01-06,Auvergne-Rhône-Alpes,Loire,61.38,2:03:44,164,999,9999,999,99,29.8,48.9,Quelques nuages,0,92,0,3.9,SW,2022,2.2
Pierre Rolland,2022-01-05,Auvergne-Rhône-Alpes,Loire,181.03,5:31:57,633,999,9999,999,99,32.7,51.8,Dégagé,2,93,1,11.8,W,2022,1.7
Pierre Rolland,2022-01-03,Auvergne-Rhône-Alpes,Loire,47.03,1:29:21,114,999,9999,999,99,31.6,49.8,Nuages,12,77,12,22.3,SW,2022,12.32
Pierre Rolland,2022-01-02,Auvergne-Rhône-Alpes,Ain,96.92,3:03:24,1202,999,9999,999,99,31.7,80.3,Nuages,9,44,8,10.3,WSW,2022,6.73
Pierre Rolland,2022-01-01,Auvergne-Rhône-Alpes,Ain,73.9,2:45:39,1548,999,9999,999,99,26.8,81.8,Quelques nuages,9,43,8,5.9,SW,2022,19.62
Pierre Rolland,2022-02-14,Auvergne-Rhône-Alpes,Loire,29.68,1:12:44,73,999,9999,999,99,24.5,42.9,Quelques nuages,7,92,4,20.1,SW,2022,2.0
Pierre Rolland,2022-02-13,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,155.78,4:04:44,2557,999,9999,999,99,38.2,84.7,Quelques nuages,8,62,6,11.0,ESE,2022,44.0
Pierre Rolland,2022-02-12,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,185.99,4:38:37,2280,999,9999,999,99,40.1,84.0,Dégagé,9,56,6,18.5,NNE,2022,54.0
Pierre Rolland,2022-02-11,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,151.62,3:21:16,490,999,9999,999,99,45.2,80.5,Quelques nuages,13,63,13,38.1,NNW,2022,49.0
Pierre Rolland,2022-02-11,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,5.96,14:09,45,999,9999,999,99,25.3,39.8,Quelques nuages,13,63,13,38.5,NNW,2022,49.0
Pierre Rolland,2022-02-10,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,7.14,9:04,19,999,9999,999,99,47.3,58.7,Dégagé,15,62,15,9.0,SW,2022,42.0
Pierre Rolland,2022-02-10,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,30.71,53:44,66,999,9999,999,99,34.3,54.5,Quelques nuages,13,72,13,7.2,SSW,2022,42.0
Pierre Rolland,2022-02-09,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,50.66,1:33:51,339,999,9999,999,99,32.4,59.2,Quelques nuages,15,60,15,11.3,SSE,2022,32.0
Pierre Rolland,2022-02-08,Auvergne-Rhône-Alpes,Loire,39.06,1:31:05,96,999,9999,999,99,25.7,39.8,Quelques nuages,6,88,4,8.4,SSW,2022,2.83
Pierre Rolland,2022-03-31,Auvergne-Rhône-Alpes,Loire,45.4,1:33:15,107,999,9999,999,99,29.2,54.7,Nuages,7,87,6,9.9,NW,2022,8.44
Pierre Rolland,2022-03-30,Auvergne-Rhône-Alpes,Loire,39.0,1:26:46,77,999,9999,999,99,27.0,39.7,Nuages,8,94,7,7.9,WSW,2022,4.17
Pierre Rolland,2022-03-29,Auvergne-Rhône-Alpes,Loire,90.01,2:34:46,276,999,9999,999,99,34.9,51.5,Nuages,13,73,13,13.1,WSW,2022,5.13
Pierre Rolland,2022-03-28,Auvergne-Rhône-Alpes,Loire,37.35,1:20:36,77,999,9999,999,99,27.8,38.9,Dégagé,11,66,11,4.6,SE,2022,6.89
Pierre Rolland,2022-03-27,Centre-Val de Loire,Indre,211.74,4:54:47,1678,999,9999,999,99,43.1,77.1,Dégagé,18,44,18,13.7,ENE,2022,84.0
Pierre Rolland,2022-03-26,Auvergne-Rhône-Alpes,Ain,68.46,2:26:25,499,999,9999,999,99,28.1,44.7,Dégagé,10,66,7,16.2,ENE,2022,15.4
Pierre Rolland,2022-03-25,Auvergne-Rhône-Alpes,Loire,68.66,2:37:56,165,999,9999,999,99,26.1,48.1,Dégagé,16,43,16,14.3,ENE,2022,11.53
Pierre Rolland,2022-03-24,Auvergne-Rhône-Alpes,Loire,39.08,1:34:15,78,999,9999,999,99,24.9,35.6,Dégagé,12,56,12,8.4,E,2022,10.87
Pierre Rolland,2022-03-23,Auvergne-Rhône-Alpes,Loire,197.17,6:05:51,791,999,9999,999,99,32.3,59.9,Dégagé,11,46,11,10.9,SE,2022,7.17
Pierre Rolland,2022-03-22,Auvergne-Rhône-Alpes,Loire,108.01,3:38:52,402,999,9999,999,99,29.6,50.3,Dégagé,11,44,11,15.9,SSE,2022,6.2
Pierre Rolland,2022-03-21,Auvergne-Rhône-Alpes,Loire,37.48,1:23:21,74,999,9999,999,99,27.0,40.2,Quelques nuages,12,69,12,11.1,SE,2022,5.9
Pierre Rolland,2022-03-20,Auvergne-Rhône-Alpes,Ain,207.71,4:55:34,1977,999,9999,999,99,42.2,81.1,Nuages,11,66,11,11.3,SE,2022,5.97
Pierre Rolland,2022-03-19,Auvergne-Rhône-Alpes,Ain,46.92,1:32:55,455,999,9999,999,99,30.3,52.4,Dégagé,17,52,17,14.3,SE,2022,19.53
Pierre Rolland,2022-03-18,Auvergne-Rhône-Alpes,Loire,76.91,2:46:59,294,999,9999,999,99,27.6,57.1,Quelques nuages,11,51,11,28.1,NE,2022,11.97
Pierre Rolland,2022-03-17,Auvergne-Rhône-Alpes,Loire,30.34,1:13:22,82,999,9999,999,99,24.8,39.6,Nuages,10,67,7,19.4,NNE,2022,8.6
Pierre Rolland,2022-03-16,Auvergne-Rhône-Alpes,Loire,167.9,5:04:38,685,999,9999,999,99,33.1,60.2,Quelques nuages,14,68,14,8.9,SE,2022,3.43
Pierre Rolland,2022-03-15,Auvergne-Rhône-Alpes,Loire,54.38,2:05:34,127,999,9999,999,99,26.0,35.0,Quelques nuages,13,83,13,5.4,SE,2022,2.5
