Athlète,Date,Région,Département,Distance,Durée,Dénivelé,Puissance moyenne,Effort,Charge entraînement,Intensité,Vitesse moyenne,Vitesse max,Météo,Température,Humidité,Température ressentie,Vitesse vent,Direction vent,Objectif,Qualité Air
David Gaudu,2022-01-02,Auvergne-Rhône-Alpes,Ain,112.48,3:31:04,644,999,9999,999,99,32.0,68.0,Quelques nuages,11,86,11,27.4,SW,2022,6.73
David Gaudu,2022-02-27,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,167.8,6:04:09,3987,999,9999,999,99,27.6,62.8,Quelques nuages,8,46,6,7.1,NNE,2022,25.0
David Gaudu,2022-02-25,Bretagne,Côtes-d'Armor,23.39,1:02:19,317,999,9999,999,99,22.5,52.0,Quelques nuages,11,52,11,13.1,NNW,2022,3.17
David Gaudu,2022-02-24,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,62.62,1:47:28,214,999,9999,999,99,35.0,55.3,Nuages,11,50,11,5.4,N,2022,31.0
David Gaudu,2022-02-23,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,94.56,3:11:39,818,999,9999,999,99,29.6,68.5,Dégagé,11,47,11,8.2,NNE,2022,30.0
David Gaudu,2022-02-22,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,47.69,1:37:21,192,999,9999,999,99,29.4,49.9,Dégagé,14,28,14,6.6,N,2022,16.0
David Gaudu,2022-02-11,Bretagne,Côtes-d'Armor,121.43,3:58:56,1833,999,9999,999,99,30.5,73.9,Quelques nuages,3,93,2,5.0,WNW,2022,3.5
David Gaudu,2022-02-07,Bretagne,Côtes-d'Armor,45.68,1:29:18,344,999,9999,999,99,30.7,72.7,Quelques nuages,8,95,7,5.4,W,2022,2.27
David Gaudu,2022-03-31,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,65.77,2:15:53,1301,999,9999,999,99,29.0,63.8,Nuages,13,75,13,7.4,S,2022,31.0
David Gaudu,2022-03-29,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,198.85,7:01:47,4014,999,9999,999,99,28.3,85.8,Quelques nuages,14,58,14,6.7,ENE,2022,61.0
David Gaudu,2022-03-28,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,146.19,5:01:44,3083,999,9999,999,99,29.1,71.3,Dégagé,16,50,16,8.9,NNE,2022,53.0
David Gaudu,2022-03-26,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,169.51,6:00:12,3187,999,9999,999,99,28.2,67.8,Dégagé,15,41,15,18.8,E,2022,55.0
David Gaudu,2022-03-25,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,112.4,3:57:45,1845,999,9999,999,99,28.4,67.7,Dégagé,14,36,14,7.6,ENE,2022,54.0
David Gaudu,2022-03-24,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,62.54,2:07:37,1259,999,9999,999,99,29.4,62.0,Dégagé,16,23,16,6.6,ENE,2022,43.0
David Gaudu,2022-03-23,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,69.57,2:31:12,915,999,9999,999,99,27.6,58.4,Dégagé,12,25,12,6.4,NNW,2022,57.0
David Gaudu,2022-03-14,Hauts-de-France,Nord,6.05,7:59,1,999,9999,999,99,45.5,50.0,Quelques nuages,14,54,14,14.0,SW,2022,47.0
David Gaudu,2022-03-14,Hauts-de-France,Nord,7.58,9:56,4,999,9999,999,99,45.8,50.3,Quelques nuages,13,60,13,14.9,WSW,2022,47.0
David Gaudu,2022-03-14,Hauts-de-France,Nord,7.6,9:54,2,999,9999,999,99,46.1,50.6,Quelques nuages,13,60,13,14.9,WSW,2022,47.0
David Gaudu,2022-03-14,Hauts-de-France,Nord,7.08,9:19,4,999,9999,999,99,45.6,50.6,Quelques nuages,12,72,12,17.1,SW,2022,47.0
David Gaudu,2022-03-14,Hauts-de-France,Nord,7.33,9:41,0,999,9999,999,99,45.5,50.5,Quelques nuages,12,72,12,17.1,SW,2022,47.0
David Gaudu,2022-03-14,Hauts-de-France,Nord,7.32,9:40,11,999,9999,999,99,45.4,50.4,Quelques nuages,9,82,7,16.3,SW,2022,47.0
David Gaudu,2022-03-14,Hauts-de-France,Nord,7.36,11:04,2,999,9999,999,99,39.9,49.0,Quelques nuages,9,82,7,16.3,SW,2022,47.0
David Gaudu,2022-03-12,Auvergne-Rhône-Alpes,Ain,153.78,4:20:16,3185,999,9999,999,99,35.5,75.4,Nuages,12,52,12,33.4,E,2022,2.83
David Gaudu,2022-03-11,Provence-Alpes-Côte d'Azur,Vaucluse,211.86,5:38:22,2887,999,9999,999,99,37.6,82.5,Nuages,12,61,12,24.4,SSE,2022,67.0
David Gaudu,2022-03-10,Auvergne-Rhône-Alpes,Ain,186.74,5:04:56,3285,999,9999,999,99,36.7,82.3,Quelques nuages,11,51,11,10.8,S,2022,5.43
David Gaudu,2022-03-09,Auvergne-Rhône-Alpes,Allier,13.17,20:05,192,999,9999,999,99,39.4,70.9,Quelques nuages,15,40,15,9.5,SSE,2022,10.95
David Gaudu,2022-03-08,Centre-Val de Loire,Cher,190.58,4:33:33,2152,999,9999,999,99,41.8,83.5,Dégagé,8,51,6,13.6,SE,2022,72.0
David Gaudu,2022-03-07,Île-de-France,Yvelines,158.6,3:22:35,895,999,9999,999,99,47.0,129.9,Dégagé,4,55,0,20.2,E,2022,118.0
David Gaudu,2022-03-06,Île-de-France,Yvelines,158.98,3:48:43,1825,999,9999,999,99,41.7,82.7,Quelques nuages,8,58,6,15.4,ENE,2022,54.39114832535885
David Gaudu,2022-03-05,Île-de-France,Yvelines,65.24,2:03:59,672,999,9999,999,99,31.6,69.9,Quelques nuages,7,86,7,4.5,NE,2022,112.0
David Gaudu,2022-03-04,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,59.11,2:10:25,997,999,9999,999,99,27.2,62.8,Quelques nuages,12,66,12,14.9,ENE,2022,35.0
David Gaudu,2022-03-01,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,51.52,1:55:21,826,999,9999,999,99,26.8,51.9,Quelques nuages,10,46,9,8.4,ENE,2022,53.0
David Gaudu,2022-04-25,Hauts-de-France,Nord,88.9,2:49:27,542,999,9999,999,99,31.5,52.5,Dégagé,8,77,6,14.6,NNE,2022,55.0
David Gaudu,2022-04-22,Auvergne-Rhône-Alpes,Ain,61.68,2:00:41,800,999,9999,999,99,30.7,60.7,Quelques nuages,9,91,7,13.8,NE,2022,3.5
David Gaudu,2022-04-20,Bretagne,Côtes-d'Armor,89.78,2:55:59,949,999,9999,999,99,30.6,55.9,Pluie,8,95,6,15.6,N,2022,15.75
David Gaudu,2022-04-18,Bretagne,Côtes-d'Armor,71.75,2:21:58,807,999,9999,999,99,30.3,65.7,Nuages,9,92,7,12.5,NW,2022,1.63
David Gaudu,2022-04-12,Bretagne,Côtes-d'Armor,48.31,1:33:49,587,999,9999,999,99,30.9,83.6,Nuages,11,94,11,17.6,S,2022,1.95
David Gaudu,2022-04-11,Auvergne-Rhône-Alpes,Ain,61.65,2:05:57,827,999,9999,999,99,29.4,65.0,Quelques nuages,10,69,10,28.8,SSE,2022,1.3
David Gaudu,2022-04-03,Auvergne-Rhône-Alpes,Ain,60.18,1:56:04,1018,999,9999,999,99,31.1,73.8,Quelques nuages,6,86,6,3.6,NE,2022,5.7
David Gaudu,2022-05-31,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,165.26,4:50:40,4478,999,9999,999,99,34.1,81.7,Nuages,21,52,21,5.7,S,2022,10.0
David Gaudu,2022-05-30,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,63.31,2:13:19,1764,999,9999,999,99,28.5,70.3,Quelques nuages,9,64,9,4.5,SW,2022,9.0
David Gaudu,2022-05-29,Bretagne,Côtes-d'Armor,84.94,2:52:29,1245,999,9999,999,99,29.5,76.2,Dégagé,11,72,11,15.3,ENE,2022,0.88
David Gaudu,2022-05-28,Auvergne-Rhône-Alpes,Ain,73.38,2:27:40,954,999,9999,999,99,29.8,59.5,Dégagé,15,68,15,18.8,NE,2022,1.33
David Gaudu,2022-05-08,Bretagne,Côtes-d'Armor,11.41,22:49,159,999,9999,999,99,30.0,51.4,Quelques nuages,14,81,14,15.9,NE,2022,1.6
David Gaudu,2022-05-08,Auvergne-Rhône-Alpes,Ain,115.05,3:11:54,1090,999,9999,999,99,36.0,65.2,Quelques nuages,11,97,11,13.6,NE,2022,3.13
David Gaudu,2022-05-07,Bretagne,Côtes-d'Armor,72.16,2:11:15,1179,999,9999,999,99,33.0,68.6,Quelques nuages,12,95,12,10.9,NW,2022,1.8
David Gaudu,2022-05-06,Auvergne-Rhône-Alpes,Ain,120.27,3:55:40,2021,999,9999,999,99,30.6,67.1,Quelques nuages,11,93,11,7.8,NW,2022,3.67
David Gaudu,2022-05-04,Bretagne,Côtes-d'Armor,86.22,2:59:22,1150,999,9999,999,99,28.8,71.5,Quelques nuages,9,92,8,6.3,NW,2022,8.0
David Gaudu,2022-06-25,Bretagne,Côtes-d'Armor,122.42,3:59:12,1936,999,9999,999,99,30.7,79.7,Quelques nuages,14,70,14,20.1,SSW,2022,1.58
David Gaudu,2022-06-24,Bretagne,Côtes-d'Armor,80.75,2:57:29,1347,999,9999,999,99,27.3,61.0,Quelques nuages,15,88,15,16.1,SW,2022,2.27
David Gaudu,2022-06-23,Auvergne-Rhône-Alpes,Ain,88.64,2:54:10,885,999,9999,999,99,30.5,76.0,Nuages,15,92,15,7.5,WSW,2022,2.9
David Gaudu,2022-06-22,Auvergne-Rhône-Alpes,Ain,42.12,1:25:24,530,999,9999,999,99,29.6,57.3,Nuages,17,87,17,10.1,NE,2022,3.76
David Gaudu,2022-06-19,Auvergne-Rhône-Alpes,Savoie,95.97,3:16:23,1334,999,9999,999,99,29.3,71.4,Dégagé,31,49,32,5.5,SW,2022,3.69
David Gaudu,2022-06-18,Auvergne-Rhône-Alpes,Savoie,135.82,5:11:50,3774,999,9999,999,99,26.1,83.4,Dégagé,12,73,12,3.6,ESE,2022,3.58
David Gaudu,2022-06-17,Auvergne-Rhône-Alpes,Savoie,75.16,2:58:00,1935,999,9999,999,99,25.3,89.8,Quelques nuages,13,38,13,5.9,WNW,2022,2.02
David Gaudu,2022-06-10,Auvergne-Rhône-Alpes,Isère,195.22,4:22:32,2813,999,9999,999,99,44.6,90.2,Dégagé,18,68,18,10.7,N,2022,1.53
David Gaudu,2022-06-09,Auvergne-Rhône-Alpes,Rhône,161.92,3:38:24,1867,999,9999,999,99,44.5,91.4,Quelques nuages,15,76,15,13.2,NW,2022,1.5
David Gaudu,2022-06-08,Auvergne-Rhône-Alpes,Loire,31.64,37:49,99,999,9999,999,99,50.2,81.1,Nuages,21,55,21,13.3,W,2022,1.73
David Gaudu,2022-06-07,Auvergne-Rhône-Alpes,Loire,168.62,4:10:05,2672,999,9999,999,99,40.5,84.7,Quelques nuages,20,47,20,12.3,WNW,2022,1.4
David Gaudu,2022-06-06,Auvergne-Rhône-Alpes,Ardèche,169.06,4:05:38,2516,999,9999,999,99,41.3,93.1,Dégagé,25,55,26,11.7,NNE,2022,2.57
David Gaudu,2022-06-05,Auvergne-Rhône-Alpes,Ardèche,190.59,4:37:35,2269,999,9999,999,99,41.2,79.4,Quelques nuages,23,79,23,4.3,ENE,2022,1.9
David Gaudu,2022-06-04,Auvergne-Rhône-Alpes,Drôme,77.2,2:22:08,723,999,9999,999,99,32.6,61.4,Quelques nuages,25,63,25,7.7,SSW,2022,2.8
David Gaudu,2022-06-02,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,109.31,3:54:39,2184,999,9999,999,99,28.0,68.0,Dégagé,23,77,23,6.9,E,2022,29.57474466109564
David Gaudu,2022-06-01,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,34.94,1:20:29,263,999,9999,999,99,26.0,54.7,Dégagé,22,79,22,7.2,E,2022,20.0
David Gaudu,2022-09-23,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,28.95,59:29,285,999,9999,999,99,29.2,56.3,Quelques nuages,21,63,21,8.1,SSE,2023,9.0
David Gaudu,2022-09-23,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,29.25,1:03:48,391,999,9999,999,99,27.5,53.7,Quelques nuages,18,63,18,7.2,NNE,2023,9.0
David Gaudu,2022-09-22,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,13.38,33:12,315,999,9999,999,99,24.2,59.5,Quelques nuages,19,64,19,14.2,E,2023,12.0
David Gaudu,2022-09-21,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,138.23,4:48:13,1815,999,9999,999,99,28.8,67.8,Quelques nuages,19,61,19,8.6,NNW,2023,15.0
David Gaudu,2022-09-19,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,96.89,3:24:14,1637,999,9999,999,99,28.5,68.2,Dégagé,18,56,18,11.2,N,2023,6.0
David Gaudu,2022-09-18,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,81.63,2:47:14,1009,999,9999,999,99,29.3,51.3,Quelques nuages,21,55,21,10.3,E,2023,9.0
David Gaudu,2022-09-16,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,143.61,5:07:48,3155,999,9999,999,99,28.0,66.6,Dégagé,23,55,23,9.0,N,2023,11.0
David Gaudu,2022-09-05,Bretagne,Finistère,114.05,3:48:58,1722,999,9999,999,99,29.9,71.1,Quelques nuages,17,93,17,21.5,SSE,2023,6.003981373690338
David Gaudu,2022-09-04,Bretagne,Finistère,89.71,2:56:11,1039,999,9999,999,99,30.6,59.8,Quelques nuages,17,93,18,25.2,SSW,2023,6.003981373690338
David Gaudu,2022-09-02,Bretagne,Côtes-d'Armor,57.47,1:53:55,746,999,9999,999,99,30.3,57.8,Quelques nuages,18,87,18,7.3,WSW,2023,6.003981373690338
David Gaudu,2022-11-30,Bretagne,Côtes-d'Armor,117.65,4:00:14,1489,999,9999,999,99,29.4,54.2,Quelques nuages,4,98,1,9.8,SSE,2023,17.39
David Gaudu,2022-11-29,Bretagne,Côtes-d'Armor,78.41,2:30:11,997,999,9999,999,99,31.3,54.8,Quelques nuages,7,94,6,7.6,WNW,2023,7.28
David Gaudu,2022-11-22,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,85.63,2:59:31,841,999,9999,999,99,28.6,61.4,Nuages,13,69,13,9.1,SSW,2023,19.0
David Gaudu,2022-11-19,Bretagne,Côtes-d'Armor,89.44,2:56:25,950,999,9999,999,99,30.4,51.9,Quelques nuages,4,93,2,9.2,W,2023,2.88
David Gaudu,2022-11-17,Auvergne-Rhône-Alpes,Ain,61.54,1:59:01,826,999,9999,999,99,31.0,65.1,Pluie,10,81,10,25.4,WSW,2023,1.4
David Gaudu,2022-11-16,Bretagne,Côtes-d'Armor,57.77,1:56:53,840,999,9999,999,99,29.7,73.5,Nuages,10,82,7,20.6,SW,2023,6.53
David Gaudu,2022-11-14,Bretagne,Côtes-d'Armor,44.75,1:31:04,553,999,9999,999,99,29.5,59.6,Pluie,12,94,12,16.5,W,2023,1.58
David Gaudu,2022-12-28,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,117.79,3:48:15,1101,999,9999,999,99,31.0,56.4,Quelques nuages,12,70,12,4.2,N,2023,25.0
David Gaudu,2022-12-27,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,152.25,6:19:29,3917,999,9999,999,99,24.1,61.4,Dégagé,12,67,12,8.2,N,2023,33.0
David Gaudu,2022-12-26,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,38.26,1:30:19,569,999,9999,999,99,25.4,53.4,Quelques nuages,12,82,12,6.0,NNW,2023,32.0
David Gaudu,2022-12-25,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,133.56,5:02:52,3156,999,9999,999,99,26.5,67.1,Quelques nuages,12,83,12,6.5,NNE,2023,36.0
David Gaudu,2022-12-24,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,82.74,3:04:13,1535,999,9999,999,99,26.9,59.4,Nuages,12,79,12,5.5,NE,2023,30.0
David Gaudu,2022-12-23,Bretagne,Finistère,58.42,1:53:44,831,999,9999,999,99,30.8,59.4,Vent,13,95,13,38.0,WSW,2023,14.4
David Gaudu,2022-12-22,Auvergne-Rhône-Alpes,Ain,61.31,2:04:11,273,999,9999,999,99,29.6,62.5,Pluie,12,97,12,25.7,SW,2023,2.87
David Gaudu,2022-12-06,Bretagne,Côtes-d'Armor,114.94,4:00:23,1399,999,9999,999,99,28.7,60.1,Quelques nuages,1,93,3,12.1,E,2023,25.6
David Gaudu,2022-12-05,Auvergne-Rhône-Alpes,Ain,89.57,3:00:02,1100,999,9999,999,99,29.9,61.6,Quelques nuages,2,83,1,8.3,ESE,2023,7.6
David Gaudu,2022-12-04,Bretagne,Côtes-d'Armor,24.05,53:20,360,999,9999,999,99,27.1,53.0,Nuages,2,81,1,10.6,ENE,2023,6.003981373690338
David Gaudu,2022-12-01,Auvergne-Rhône-Alpes,Ain,73.2,2:26:05,915,999,9999,999,99,30.1,64.2,Quelques nuages,2,97,1,5.0,NE,2023,6.27
David Gaudu,2021-01-16,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,151.35,4:45:15,1047,999,9999,999,99,31.8,58.7,Quelques nuages,7,75,5,10.0,NE,2021,50.0
David Gaudu,2021-01-14,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,151.16,6:07:13,4025,999,9999,999,99,24.7,66.2,Dégagé,7,72,6,7.6,NNW,2021,53.0
David Gaudu,2021-01-13,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,140.94,4:55:46,1960,999,9999,999,99,28.6,60.8,Dégagé,6,66,4,8.5,NNW,2021,39.0
David Gaudu,2021-01-11,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,133.17,5:00:27,3039,999,9999,999,99,26.6,71.3,Dégagé,3,56,0,11.6,N,2021,30.0
David Gaudu,2021-01-10,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,95.22,3:01:04,910,999,9999,999,99,31.6,59.0,Nuages,5,63,2,13.8,NNE,2021,35.0
David Gaudu,2021-01-09,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,112.56,3:58:34,1936,999,9999,999,99,28.3,65.5,Nuages,5,66,1,16.8,NNE,2021,31.0
David Gaudu,2021-01-07,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,106.59,3:42:34,1143,999,9999,999,99,28.7,61.9,Nuages,2,75,1,12.5,NNW,2021,15.0
David Gaudu,2021-01-06,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,129.59,4:56:40,2987,999,9999,999,99,26.2,69.8,Dégagé,3,85,0,9.0,NW,2021,31.0
David Gaudu,2021-01-03,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,88.19,3:03:32,1106,999,9999,999,99,28.8,59.8,Pluie,8,89,5,14.9,ESE,2021,15.0
David Gaudu,2021-02-27,Auvergne-Rhône-Alpes,Ain,168.58,4:32:38,3048,999,9999,999,99,37.1,80.6,Quelques nuages,10,72,7,29.1,NNE,2021,7.3
David Gaudu,2021-02-25,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,71.9,2:14:56,654,999,9999,999,99,32.0,61.9,Dégagé,13,46,13,7.3,NNW,2021,102.0
David Gaudu,2021-02-24,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,165.57,5:06:10,2083,999,9999,999,99,32.4,73.4,Dégagé,12,58,12,9.0,NNW,2021,86.0
David Gaudu,2021-02-23,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,61.31,2:06:20,894,999,9999,999,99,29.1,65.2,Dégagé,12,61,12,8.5,N,2021,59.0
David Gaudu,2021-02-21,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,99.81,2:53:57,2627,999,9999,999,99,34.4,78.5,Dégagé,13,47,13,10.0,ESE,2021,42.0
David Gaudu,2021-02-20,Provence-Alpes-Côte d'Azur,Var,165.42,4:15:45,3042,999,9999,999,99,38.8,85.3,Dégagé,13,60,13,7.9,E,2021,44.0
David Gaudu,2021-02-19,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,187.17,4:53:09,3535,999,9999,999,99,38.3,97.2,Quelques nuages,13,64,13,4.4,NE,2021,41.0
David Gaudu,2021-02-15,Bretagne,Côtes-d'Armor,91.29,3:00:02,1505,999,9999,999,99,30.4,64.1,Nuages,10,99,10,23.5,SSW,2021,6.37
David Gaudu,2021-02-14,Auvergne-Rhône-Alpes,Ain,152.37,5:00:08,1971,999,9999,999,99,30.5,84.2,Nuages,0,82,6,26.9,SSE,2021,10.74
David Gaudu,2021-02-12,Auvergne-Rhône-Alpes,Ain,57.96,1:57:26,544,999,9999,999,99,29.6,51.8,Quelques nuages,0,72,5,19.4,E,2021,15.77
David Gaudu,2021-02-11,Auvergne-Rhône-Alpes,Ain,78.77,2:37:22,761,999,9999,999,99,30.0,51.1,Nuages,4,77,11,26.3,ESE,2021,13.57
David Gaudu,2021-03-31,Bretagne,Côtes-d'Armor,28.31,52:05,632,999,9999,999,99,32.6,59.0,Quelques nuages,14,64,14,7.7,S,2021,5.19
David Gaudu,2021-03-28,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,141.34,4:59:40,3162,999,9999,999,99,28.3,74.5,Quelques nuages,11,87,11,10.1,NE,2021,38.0
David Gaudu,2021-03-27,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,119.22,4:06:04,1826,999,9999,999,99,29.1,72.4,Quelques nuages,13,79,13,5.5,SSE,2021,42.0
David Gaudu,2021-03-25,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,197.27,7:00:08,4444,999,9999,999,99,28.2,72.7,Dégagé,12,72,12,6.7,ENE,2021,42.0
David Gaudu,2021-03-24,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,155.89,5:00:20,2412,999,9999,999,99,31.1,67.7,Dégagé,12,63,12,4.4,ENE,2021,41.0
David Gaudu,2021-03-23,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,121.84,4:01:03,2301,999,9999,999,99,30.3,64.8,Quelques nuages,12,52,12,8.9,ENE,2021,26.0
David Gaudu,2021-03-22,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,101.92,3:11:12,695,999,9999,999,99,32.0,72.0,Dégagé,14,44,14,10.3,SSE,2021,29.0
David Gaudu,2021-03-12,Provence-Alpes-Côte d'Azur,Var,201.29,4:39:55,2957,999,9999,999,99,43.1,92.9,Quelques nuages,14,44,14,21.0,WNW,2021,33.0
David Gaudu,2021-03-11,Auvergne-Rhône-Alpes,Isère,198.52,5:13:14,950,999,9999,999,99,38.0,72.7,Nuages,12,58,12,22.6,S,2021,3.26
David Gaudu,2021-03-10,Auvergne-Rhône-Alpes,Ain,186.77,4:48:30,3622,999,9999,999,99,38.8,90.4,Dégagé,8,66,7,5.7,SW,2021,7.2
David Gaudu,2021-03-09,Auvergne-Rhône-Alpes,Loire,14.17,18:38,136,999,9999,999,99,45.6,67.7,Quelques nuages,11,46,11,10.3,N,2021,9.77
David Gaudu,2021-03-08,Île-de-France,Yvelines,187.32,4:26:23,1072,999,9999,999,99,42.2,70.6,Dégagé,4,55,1,11.2,NNE,2021,54.39114832535885
David Gaudu,2021-03-07,Île-de-France,Yvelines,165.03,3:52:59,1594,999,9999,999,99,42.5,81.7,Dégagé,7,37,6,9.5,NE,2021,64.0
David Gaudu,2021-03-05,Bretagne,Côtes-d'Armor,63.45,2:03:14,906,999,9999,999,99,30.9,65.2,Quelques nuages,5,93,1,18.7,ENE,2021,8.31
David Gaudu,2021-03-04,Auvergne-Rhône-Alpes,Ain,128.45,4:00:17,1791,999,9999,999,99,32.1,65.2,Nuages,7,93,6,9.3,NW,2021,9.67
David Gaudu,2021-03-03,Bretagne,Côtes-d'Armor,87.19,2:27:33,585,999,9999,999,99,35.5,71.3,Quelques nuages,9,89,7,15.3,S,2021,11.19
David Gaudu,2021-03-02,Auvergne-Rhône-Alpes,Ain,68.54,2:00:02,903,999,9999,999,99,34.3,77.0,Quelques nuages,6,89,4,8.9,SE,2021,4.9
David Gaudu,2021-04-23,Occitanie,Lot,81.64,2:29:40,1416,999,9999,999,99,32.7,87.5,Dégagé,6,55,4,9.6,ENE,2021,2.6
David Gaudu,2021-04-15,Bretagne,Côtes-d'Armor,177.57,4:43:46,1867,999,9999,999,99,37.5,67.3,Quelques nuages,4,75,0,17.3,NE,2021,3.18
David Gaudu,2021-04-02,Bretagne,Côtes-d'Armor,69.74,1:49:14,701,999,9999,999,99,38.3,77.8,Quelques nuages,9,77,6,28.8,NE,2021,5.03
David Gaudu,2021-04-01,Bretagne,Côtes-d'Armor,184.07,4:56:55,1856,999,9999,999,99,37.2,66.6,Quelques nuages,11,82,11,11.4,ESE,2021,4.84
David Gaudu,2021-05-26,Bretagne,Côtes-d'Armor,116.47,3:32:08,1166,999,9999,999,99,32.9,73.1,Pluie,10,91,9,6.4,NW,2021,4.57
David Gaudu,2021-05-25,Auvergne-Rhône-Alpes,Ain,221.01,7:00:24,2622,999,9999,999,99,31.5,69.1,Quelques nuages,8,83,5,17.8,NNW,2021,4.332191011235955
David Gaudu,2021-05-23,Auvergne-Rhône-Alpes,Ain,121.35,3:57:27,1739,999,9999,999,99,30.7,64.8,Quelques nuages,9,91,6,18.7,SW,2021,4.332191011235955
David Gaudu,2021-05-22,Bretagne,Côtes-d'Armor,84.49,2:29:14,883,999,9999,999,99,34.0,65.9,Quelques nuages,11,77,11,26.9,WSW,2021,1.29
David Gaudu,2021-06-13,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,158.81,5:45:56,4467,999,9999,999,99,27.5,83.5,Dégagé,15,87,15,2.2,WSW,2021,38.0
David Gaudu,2021-06-12,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,128.47,4:36:48,3818,999,9999,999,99,27.8,83.5,Quelques nuages,12,93,12,2.6,NNW,2021,21.0
David Gaudu,2021-06-02,Auvergne-Rhône-Alpes,Loire,16.19,22:41,374,999,9999,999,99,42.8,81.4,Nuages,20,63,20,11.9,SSW,2021,4.332191011235955
David Gaudu,2021-09-30,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,62.77,2:10:20,1218,999,9999,999,99,28.9,57.2,Quelques nuages,20,63,20,7.1,NNE,2022,31.0
David Gaudu,2021-09-28,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,110.3,3:59:26,2222,999,9999,999,99,27.6,67.0,Dégagé,20,74,20,5.7,N,2022,47.0
David Gaudu,2021-09-27,Auvergne-Rhône-Alpes,Ain,104.91,3:01:26,315,999,9999,999,99,34.7,70.9,Quelques nuages,12,56,12,3.7,W,2022,4.26
David Gaudu,2021-09-25,Auvergne-Rhône-Alpes,Ain,22.03,1:50:53,873,999,9999,999,99,11.9,50.8,Dégagé,16,47,16,4.3,SSW,2022,4.67
David Gaudu,2021-09-23,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,173.52,6:00:02,3874,999,9999,999,99,28.9,74.9,Quelques nuages,20,66,20,7.7,N,2022,28.0
David Gaudu,2021-09-22,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,107.27,3:33:00,1449,999,9999,999,99,30.2,64.1,Dégagé,21,56,21,5.6,E,2022,18.0
David Gaudu,2021-09-21,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,82.27,3:00:04,1856,999,9999,999,99,27.4,59.8,Quelques nuages,21,58,21,8.0,ENE,2022,9.0
David Gaudu,2021-09-20,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,66.05,2:25:41,866,999,9999,999,99,27.2,58.7,Dégagé,22,56,22,5.6,ENE,2022,9.0
David Gaudu,2021-09-13,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,26.94,55:10,545,999,9999,999,99,29.3,68.0,Quelques nuages,23,62,23,7.2,NNE,2022,38.0
