,date,PM 2.5,Station
624,2022-09-17,4.674106951871658,Grand Est
625,2022-09-18,4.674106951871658,Grand Est
626,2022-09-19,1.65,Grand Est
627,2022-09-20,1.77,Grand Est
628,2022-09-21,1.63,Grand Est
629,2022-09-22,1.75,Grand Est
630,2022-09-23,3.33,Grand Est
631,2022-09-24,4.28,Grand Est
632,2022-09-25,5.97,Grand Est
633,2022-09-26,1.38,Grand Est
634,2022-09-27,0.77,Grand Est
635,2022-09-28,1.3,Grand Est
636,2022-09-29,2.54,Grand Est
637,2022-09-30,5.0,Grand Est
638,2022-10-01,1.2,Grand Est
639,2022-10-02,0.9,Grand Est
640,2022-10-03,3.96,Grand Est
641,2022-10-04,7.07,Grand Est
642,2022-10-05,2.08,Grand Est
643,2022-10-06,1.4,Grand Est
644,2022-10-07,2.8,Grand Est
645,2022-10-08,2.22,Grand Est
646,2022-10-09,2.95,Grand Est
647,2022-10-10,2.85,Grand Est
648,2022-10-11,2.85,Grand Est
649,2022-10-12,5.6,Grand Est
650,2022-10-13,8.94,Grand Est
651,2022-10-14,2.5,Grand Est
652,2022-10-15,0.6,Grand Est
653,2022-10-16,1.7,Grand Est
654,2022-10-17,3.1,Grand Est
655,2022-10-18,3.08,Grand Est
656,2022-10-19,4.674106951871658,Grand Est
657,2022-10-20,4.674106951871658,Grand Est
658,2022-10-21,4.674106951871658,Grand Est
659,2022-10-22,4.674106951871658,Grand Est
660,2022-10-23,4.674106951871658,Grand Est
661,2022-10-24,4.674106951871658,Grand Est
662,2022-10-25,4.674106951871658,Grand Est
663,2022-10-26,4.674106951871658,Grand Est
664,2022-10-27,4.674106951871658,Grand Est
665,2022-10-28,4.674106951871658,Grand Est
666,2022-10-29,4.674106951871658,Grand Est
667,2022-10-30,4.674106951871658,Grand Est
668,2022-10-31,4.674106951871658,Grand Est
669,2022-11-01,4.674106951871658,Grand Est
670,2022-11-02,4.674106951871658,Grand Est
671,2022-11-03,4.674106951871658,Grand Est
672,2022-11-04,4.674106951871658,Grand Est
673,2022-11-05,4.674106951871658,Grand Est
674,2022-11-06,4.674106951871658,Grand Est
