,Athlète,Date,Région,Département,Distance,Durée,Dénivelé,Puissance moyenne,Effort,Charge entraînement,Intensité,Vitesse moyenne,Vitesse max,Météo,Température,Humidité,Température ressentie,Vitesse vent,Direction vent
88,Warren Barguil,2022-02-10,Bretagne,Morbihan,110.94,3:02:39,936,248,2494,126,64,36.4,66.9,Quelques nuages,5,100,4,6.3,SW
89,Warren Barguil,2022-02-09,Bretagne,Morbihan,77.7,2:04:57,592,262,1776,93,67,37.3,74.1,Quelques nuages,10,81,10,4.6,SW
90,Warren Barguil,2022-02-09,Bretagne,Morbihan,100.37,2:56:33,520,234,2378,106,60,34.1,72.0,Quelques nuages,5,95,3,7.8,ENE
91,Warren Barguil,2022-02-06,Bretagne,Morbihan,53.3,2:54:37,1070,108,1136,999,99,18.3,50.9,Nuages,10,80,10,34.5,WSW
92,Warren Barguil,2022-02-05,Bretagne,Morbihan,125.15,3:49:51,1725,244,2974,153,63,32.7,68.9,Dégagé,3,82,2,6.2,NW
93,Warren Barguil,2022-02-04,Bretagne,Morbihan,95.91,2:33:43,776,269,2227,123,69,37.4,69.8,Nuages,10,77,10,24.2,NW
94,Warren Barguil,2022-02-02,Bretagne,Morbihan,139.27,4:15:50,1746,235,3241,157,60,32.7,70.6,Quelques nuages,8,100,6,11.3,WNW
95,Warren Barguil,2022-02-01,Bretagne,Morbihan,96.79,2:59:14,1284,238,2284,112,61,32.4,71.8,Quelques nuages,11,82,11,25.2,WNW
96,Warren Barguil,2022-03-29,Bretagne,Morbihan,186.3,5:30:58,2388,254,4235,236,65,33.8,76.4,Quelques nuages,10,93,10,4.8,SW
97,Warren Barguil,2022-03-24,Bretagne,Morbihan,106.5,3:05:01,1535,269,2495,147,69,34.5,77.4,Dégagé,9,64,8,12.9,ENE
98,Warren Barguil,2022-03-23,Bretagne,Morbihan,213.32,6:26:19,2157,218,4553,206,56,33.1,71.2,Quelques nuages,9,74,6,19.9,ESE
99,Warren Barguil,2022-03-15,Bretagne,Morbihan,61.64,1:45:22,272,228,1328,61,58,35.1,55.4,Quelques nuages,14,82,14,14.5,SE
100,Warren Barguil,2022-03-02,Bretagne,Morbihan,122.23,3:17:27,1232,264,2816,152,68,37.1,69.9,Pluie,10,94,8,13.1,SE
101,Warren Barguil,2022-04-17,Bretagne,Morbihan,51.66,1:34:00,270,193,973,38,49,33.0,54.9,Quelques nuages,15,69,15,10.6,SE
102,Warren Barguil,2022-04-14,Bretagne,Morbihan,52.6,1:31:43,396,210,1078,44,54,34.4,59.8,Dégagé,15,76,15,9.0,ESE
103,Warren Barguil,2022-04-05,Bretagne,Finistère,180.54,5:49:45,3876,278,4888,304,71,31.0,80.6,Nuages,10,95,8,12.6,NW
104,Warren Barguil,2022-04-17,Bretagne,Morbihan,51.66,1:34:00,270,193,973,38,49,33.0,54.9,Quelques nuages,15,69,15,10.6,SE
105,Warren Barguil,2022-04-14,Bretagne,Morbihan,52.6,1:31:43,396,210,1078,44,54,34.4,59.8,Dégagé,15,76,15,9.0,ESE
106,Warren Barguil,2022-04-05,Bretagne,Finistère,180.54,5:49:45,3876,278,4888,304,71,31.0,80.6,Nuages,10,95,8,12.6,NW
107,Warren Barguil,2022-04-17,Bretagne,Morbihan,51.66,1:34:00,270,193,973,38,49,33.0,54.9,Quelques nuages,15,69,15,10.6,SE
108,Warren Barguil,2022-04-14,Bretagne,Morbihan,52.6,1:31:43,396,210,1078,44,54,34.4,59.8,Dégagé,15,76,15,9.0,ESE
109,Warren Barguil,2022-04-05,Bretagne,Finistère,180.54,5:49:45,3876,278,4888,304,71,31.0,80.6,Nuages,10,95,8,12.6,NW
110,Warren Barguil,2022-06-24,Auvergne-Rhône-Alpes,Ain,39.43,1:14:19,434,215,872,38,55,31.8,53.8,Quelques nuages,21,56,21,27.0,WSW
111,Warren Barguil,2022-06-22,Occitanie,Hautes-Pyrénées,130.58,4:28:22,3270,282,3737,243,72,29.2,83.5,Quelques nuages,16,93,16,4.9,SSW
112,Warren Barguil,2022-06-20,Occitanie,Hautes-Pyrénées,77.39,2:26:02,1427,264,1770,121,68,31.8,80.5,Dégagé,15,66,15,11.2,S
113,Warren Barguil,2022-06-20,Occitanie,Hautes-Pyrénées,46.07,1:47:11,1575,286,1726,96,73,25.8,50.9,Quelques nuages,19,93,19,3.5,NNE
114,Warren Barguil,2022-06-19,Occitanie,Hautes-Pyrénées,127.57,5:02:09,3652,249,3768,210,64,25.3,84.5,Quelques nuages,19,68,19,8.7,S
115,Warren Barguil,2022-06-17,Bretagne,Morbihan,121.4,3:41:44,1513,236,2678,137,61,32.9,79.9,Dégagé,20,70,20,11.8,E
116,Warren Barguil,2022-06-16,Bretagne,Morbihan,80.34,2:03:28,827,257,1706,90,66,39.0,63.8,Quelques nuages,26,46,26,15.5,SE
117,Warren Barguil,2022-06-12,Auvergne-Rhône-Alpes,Savoie,14.77,20:44,2,129,80,3,33,42.8,90.0,Quelques nuages,22,38,22,5.2,WNW
118,Warren Barguil,2022-06-08,Auvergne-Rhône-Alpes,Loire,31.72,39:09,363,335,783,48,86,48.6,70.3,Nuages,20,61,20,11.6,WNW
119,Warren Barguil,2022-06-04,Auvergne-Rhône-Alpes,Drôme,58.73,1:38:06,147,191,1062,39,49,35.9,57.3,Quelques nuages,25,63,25,8.4,SSW
120,Warren Barguil,2022-06-03,Bretagne,Morbihan,101.78,2:41:53,990,243,2143,106,62,37.7,75.8,Quelques nuages,18,77,18,11.9,NE
121,Warren Barguil,2022-06-01,Bretagne,Morbihan,85.83,2:25:04,825,266,1979,113,68,35.5,66.4,Quelques nuages,22,50,22,9.2,W
122,Warren Barguil,2022-08-26,Bretagne,Morbihan,86.62,2:32:46,797,228,1932,86,58,34.0,67.9,Quelques nuages,14,91,14,12.0,N
123,Warren Barguil,2022-08-25,Bretagne,Morbihan,52.93,1:38:06,407,190,1065,39,49,32.4,50.9,Quelques nuages,19,94,20,15.0,N
124,Warren Barguil,2022-08-24,Bretagne,Morbihan,199.2,5:56:53,2858,256,4716,263,66,33.5,65.9,Quelques nuages,16,100,16,6.3,NNE
125,Warren Barguil,2022-08-23,Bretagne,Morbihan,106.36,3:08:16,1633,270,2423,153,69,33.9,67.2,Nuages,22,87,23,14.4,SW
126,Warren Barguil,2022-08-21,Bretagne,Morbihan,51.1,2:37:07,1056,120,1135,999,99,19.5,51.0,Pluie,16,88,16,9.5,ESE
127,Warren Barguil,2022-08-11,Bretagne,Morbihan,97.52,2:55:08,1505,263,2236,133,67,33.4,66.9,Dégagé,22,49,22,17.5,NE
128,Warren Barguil,2022-08-10,Bretagne,Morbihan,125.39,3:47:08,1695,263,2737,174,67,33.1,61.6,Dégagé,21,68,21,20.5,NE
129,Warren Barguil,2022-08-08,Bretagne,Morbihan,220.77,6:00:24,2872,248,4772,249,64,36.8,74.6,Quelques nuages,16,75,16,19.5,NE
130,Warren Barguil,2022-08-05,Bretagne,Morbihan,113.14,3:31:11,1701,250,2573,145,64,32.1,63.3,Dégagé,15,75,15,19.0,N
131,Warren Barguil,2022-09-30,Bretagne,Morbihan,112.72,3:26:39,1550,254,2668,146,65,32.7,59.3,Quelques nuages,7,100,7,4.8,NW
132,Warren Barguil,2022-09-25,Bretagne,Finistère,115.04,3:17:51,1635,257,2669,148,66,34.9,76.2,Quelques nuages,12,87,12,14.4,NNE
133,Warren Barguil,2022-09-19,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,111.8,3:27:02,1860,245,2553,138,63,32.4,68.4,Dégagé,25,52,25,21.0,ESE
134,Warren Barguil,2022-09-17,Bretagne,Morbihan,45.38,2:03:30,922,139,1028,999,99,22.0,57.1,Dégagé,10,75,10,10.7,NE
135,Warren Barguil,2022-09-05,Bretagne,Morbihan,100.91,2:45:07,509,263,2336,125,67,36.7,59.9,Pluie,23,72,23,25.2,SSE
136,Warren Barguil,2022-09-03,Bretagne,Morbihan,218.65,6:01:38,2804,253,4905,259,65,36.3,73.9,Quelques nuages,16,89,17,8.6,W
137,Warren Barguil,2022-09-01,Bretagne,Morbihan,96.85,2:56:10,1392,267,2195,137,68,33.0,62.8,Nuages,18,87,18,8.3,ESE
138,Warren Barguil,2022-10-04,Provence-Alpes-Côte d'Azur,Var,51.14,1:30:30,497,228,1108,52,58,33.9,64.8,Quelques nuages,20,63,20,2.8,SSW
139,Warren Barguil,2022-10-01,Bretagne,Morbihan,132.71,4:03:11,2166,267,3220,190,68,32.7,69.4,Nuages,16,100,17,24.8,W
140,Warren Barguil,2022-11-29,Auvergne-Rhône-Alpes,Ain,106.34,3:36:04,1859,244,2527,143,63,29.5,76.9,Quelques nuages,25,67,25,5.8,WSW
141,Warren Barguil,2022-11-27,Auvergne-Rhône-Alpes,Ain,72.91,2:35:34,1170,224,1807,86,57,28.1,72.1,Dégagé,23,73,24,4.7,N
142,Warren Barguil,2022-11-26,Auvergne-Rhône-Alpes,Ain,91.87,3:45:39,2507,249,2705,161,64,24.4,70.5,Dégagé,25,72,25,7.2,WSW
143,Warren Barguil,2022-11-24,Bretagne,Morbihan,44.02,2:12:20,906,118,939,999,99,20.0,45.8,Quelques nuages,12,87,12,31.5,SSW
144,Warren Barguil,2022-11-19,Bretagne,Morbihan,47.26,2:30:00,841,107,967,999,99,18.9,49.1,Dégagé,7,93,5,8.5,NNW
145,Warren Barguil,2022-12-05,Auvergne-Rhône-Alpes,Ain,4.34,9:56,71,170,91,3,44,26.2,44.1,Quelques nuages,29,70,32,30.4,E
146,Warren Barguil,2022-12-05,La Réunion,La Réunion,125.94,4:28:07,2696,248,3166,188,64,28.2,78.1,Quelques nuages,22,79,23,12.0,ENE
147,Warren Barguil,2022-12-03,Auvergne-Rhône-Alpes,Ain,44.32,1:37:44,1630,311,1760,103,80,27.2,73.4,Quelques nuages,24,85,24,5.2,E
148,Warren Barguil,2022-12-02,Auvergne-Rhône-Alpes,Ain,50.13,1:28:20,333,191,949,35,49,34.1,72.6,Dégagé,26,62,26,6.7,NNW
149,Warren Barguil,2022-12-01,Auvergne-Rhône-Alpes,Ain,67.08,2:11:59,849,231,1595,80,59,30.5,73.1,Dégagé,25,67,26,7.1,NW
150,Warren Barguil,2021-01-29,Bretagne,Morbihan,120.99,3:49:50,1709,251,3125,159,64,31.6,72.0,Quelques nuages,11,88,11,35.7,WNW
151,Warren Barguil,2021-01-28,Bretagne,Morbihan,96.98,2:55:42,890,244,2395,116,63,33.1,60.5,Nuages,12,92,12,32.7,WSW
152,Warren Barguil,2021-01-23,Bretagne,Morbihan,96.73,2:52:16,925,271,2495,138,69,33.7,67.7,Quelques nuages,5,86,0,28.1,NW
153,Warren Barguil,2021-01-09,Bretagne,Morbihan,61.59,3:26:42,1029,102,1268,999,99,17.9,47.5,Dégagé,2,87,7,15.7,NE
154,Warren Barguil,2021-01-07,Bretagne,Morbihan,70.55,3:45:22,1429,112,1517,999,99,18.8,51.1,Quelques nuages,1,95,4,9.0,ENE
155,Warren Barguil,2021-01-06,Bretagne,Morbihan,99.49,2:39:53,789,258,2354,116,66,37.3,69.8,Quelques nuages,5,81,3,6.9,NE
156,Warren Barguil,2021-02-25,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,58.85,1:46:15,435,229,1330,63,59,33.2,63.0,Dégagé,12,46,12,8.9,NNW
157,Warren Barguil,2021-02-23,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,117.08,3:54:56,2006,275,3182,200,71,29.9,74.5,Dégagé,11,64,11,10.2,N
158,Warren Barguil,2021-02-18,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,85.9,2:33:13,888,247,1985,106,63,33.6,75.6,Quelques nuages,10,67,10,9.6,N
159,Warren Barguil,2021-02-06,Bretagne,Morbihan,169.08,4:52:00,2175,256,4120,215,66,34.7,78.5,Quelques nuages,2,87,1,13.6,N
160,Warren Barguil,2021-02-05,Bretagne,Morbihan,50.97,1:18:07,374,290,1308,74,74,39.2,59.4,Quelques nuages,11,81,11,13.8,W
161,Warren Barguil,2021-02-05,Bretagne,Morbihan,100.77,2:36:42,660,259,2253,117,66,38.6,70.2,Quelques nuages,7,93,6,6.9,WNW
162,Warren Barguil,2021-02-03,Bretagne,Morbihan,202.52,6:08:25,2355,269,5337,294,69,33.0,74.5,Pluie,10,100,6,37.1,W
163,Warren Barguil,2021-02-02,Bretagne,Morbihan,81.75,2:37:00,755,226,1921,88,58,31.2,61.9,Nuages,12,98,12,34.6,WSW
164,Warren Barguil,2021-03-27,Bretagne,Morbihan,196.44,5:51:45,2633,270,4942,283,69,33.5,66.2,Quelques nuages,8,85,5,13.8,WNW
165,Warren Barguil,2021-03-25,Bretagne,Morbihan,57.35,2:52:23,1322,127,1310,999,99,20.0,58.3,Quelques nuages,9,87,8,5.3,SSW
