,Date,Station,PM 2.5
902,2022-12-17,,54.39114832535885
903,2022-12-18,,54.39114832535885
904,2022-12-19,Île-de-France,94.0
905,2022-12-20,Île-de-France,59.0
908,2022-12-21,,54.39114832535885
909,2022-12-22,,54.39114832535885
910,2022-12-23,Île-de-France,42.0
911,2022-12-24,Île-de-France,31.0
913,2022-12-25,,54.39114832535885
914,2022-12-26,Île-de-France,55.0
915,2022-12-27,Île-de-France,38.0
916,2022-12-28,Île-de-France,56.0
917,2022-12-29,Île-de-France,37.0
918,2022-12-30,Île-de-France,38.0
920,2022-12-31,,54.39114832535885
921,2023-01-01,,54.39114832535885
922,2023-01-02,Île-de-France,54.0
923,2023-01-03,Île-de-France,36.0
924,2023-01-04,Île-de-France,50.0
925,2023-01-05,Île-de-France,29.0
926,2023-01-06,Île-de-France,23.0
927,2023-01-07,Île-de-France,35.0
928,2023-01-08,Île-de-France,43.0
929,2023-01-09,Île-de-France,34.0
930,2023-01-10,Île-de-France,31.0
931,2023-01-11,Île-de-France,44.0
933,2023-01-12,Île-de-France,20.0
934,2023-01-13,Île-de-France,31.0
935,2023-01-14,Île-de-France,34.0
937,2023-01-15,,54.39114832535885
938,2023-01-16,Île-de-France,29.0
939,2023-01-17,Île-de-France,26.0
940,2023-01-18,Île-de-France,57.0
942,2023-01-19,,54.39114832535885
943,2023-01-20,Île-de-France,54.0
944,2023-01-21,Île-de-France,55.0
945,2023-01-22,Île-de-France,71.0
946,2023-01-23,Île-de-France,72.0
947,2023-01-24,Île-de-France,71.0
948,2023-01-25,Île-de-France,72.0
950,2023-01-26,,54.39114832535885
951,2023-01-27,Île-de-France,94.0
953,2023-01-28,,54.39114832535885
954,2023-01-29,Île-de-France,66.0
955,2023-01-30,Île-de-France,82.0
956,2023-01-31,Île-de-France,56.0
957,2023-02-01,Île-de-France,59.0
958,2023-02-02,Île-de-France,46.0
959,2023-02-03,Île-de-France,38.0
960,2023-02-04,Île-de-France,29.0
961,2023-02-05,Île-de-France,49.0
962,2023-02-06,Île-de-France,42.0
963,2023-02-07,Île-de-France,58.0
964,2023-02-08,Île-de-France,66.0
965,2023-02-09,Île-de-France,81.0
966,2023-02-10,Île-de-France,137.0
967,2023-02-11,Île-de-France,120.0
968,2023-02-12,Île-de-France,77.0
969,2023-02-13,Île-de-France,33.0
970,2023-02-14,Île-de-France,83.0
971,2023-02-15,Île-de-France,129.0
972,2023-02-16,Île-de-France,150.0
973,2023-02-17,Île-de-France,81.0
974,2023-02-18,Île-de-France,41.0
975,2023-02-19,Île-de-France,31.0
976,2023-02-20,Île-de-France,42.0
977,2023-02-21,Île-de-France,74.0
979,2023-02-22,Île-de-France,113.0
980,2023-02-23,,54.39114832535885
981,2023-02-24,Île-de-France,61.0
983,2023-02-25,,54.39114832535885
984,2023-02-26,Île-de-France,45.0
985,2023-02-27,Île-de-France,46.0
987,2023-02-28,Île-de-France,46.0
988,2023-03-01,Île-de-France,65.0
989,2023-03-02,,54.39114832535885
990,2023-03-03,Île-de-France,104.0
992,2023-03-04,Île-de-France,99.0
993,2023-03-05,Île-de-France,74.0
994,2023-03-06,Île-de-France,60.0
995,2023-03-07,Île-de-France,64.0
996,2023-03-08,,54.39114832535885
997,2023-03-09,Île-de-France,39.0
998,2023-03-10,Île-de-France,40.0
1000,2023-03-11,,54.39114832535885
1001,2023-03-12,Île-de-France,53.0
1002,2023-03-13,Île-de-France,48.0
1003,2023-03-14,Île-de-France,41.0
1005,2023-03-15,Île-de-France,29.0
1006,2023-03-16,Île-de-France,34.0
1007,2023-03-17,,54.39114832535885
1008,2023-03-18,Île-de-France,59.0
1010,2023-03-19,,54.39114832535885
1011,2023-03-20,Île-de-France,22.0
1012,2023-03-21,Île-de-France,42.0
1014,2023-03-22,,54.39114832535885
1015,2023-03-23,Île-de-France,43.0
1016,2023-03-24,Île-de-France,48.0
1017,2023-03-25,Île-de-France,52.0
1018,2023-03-26,Île-de-France,32.0
1019,2023-03-27,Île-de-France,32.0
1021,2023-03-28,,54.39114832535885
1022,2023-03-29,Île-de-France,53.0
1023,2023-03-30,Île-de-France,55.0
1024,2023-03-31,Île-de-France,40.0
1026,2023-04-01,Île-de-France,39.0
1027,2023-04-02,Île-de-France,27.0
1028,2023-04-03,,54.39114832535885
1029,2023-04-04,Île-de-France,49.0
1031,2023-04-05,,54.39114832535885
1032,2023-04-06,Île-de-France,67.0
1033,2023-04-07,Île-de-France,51.0
1034,2023-04-08,Île-de-France,42.0
1035,2023-04-09,Île-de-France,54.0
1036,2023-04-10,Île-de-France,65.0
1038,2023-04-11,,54.39114832535885
1039,2023-04-12,Île-de-France,35.0
1041,2023-04-13,,54.39114832535885
1042,2023-04-14,Île-de-France,34.0
1044,2023-04-15,,54.39114832535885
1045,2023-04-16,Île-de-France,38.0
1046,2023-04-17,Île-de-France,49.0
1048,2023-04-18,Île-de-France,69.0
1049,2023-04-19,Île-de-France,93.0
1050,2023-04-20,,54.39114832535885
1051,2023-04-21,Île-de-France,56.0
1052,2023-04-22,Île-de-France,61.0
1054,2023-04-23,Île-de-France,66.0
1055,2023-04-24,,54.39114832535885
1056,2023-04-25,Île-de-France,43.0
1057,2023-04-26,Île-de-France,49.0
1058,2023-04-27,Île-de-France,59.0
1059,2023-04-28,Île-de-France,53.0
1061,2023-04-29,,54.39114832535885
1062,2023-04-30,Île-de-France,56.0
1063,2023-05-01,Île-de-France,66.0
1065,2023-05-02,,54.39114832535885
1066,2023-05-03,Île-de-France,54.0
1067,2023-05-04,Île-de-France,56.0
1069,2023-05-05,,54.39114832535885
1070,2023-05-06,Île-de-France,42.0
1071,2023-05-07,Île-de-France,54.0
1073,2023-05-08,,54.39114832535885
1074,2023-05-09,Île-de-France,45.0
1075,2023-05-10,Île-de-France,34.0
1076,2023-05-11,Île-de-France,41.0
1077,2023-05-12,Île-de-France,44.0
1079,2023-05-13,,54.39114832535885
1080,2023-05-14,Île-de-France,69.0
1081,2023-05-15,Île-de-France,72.0
1082,2023-05-16,Île-de-France,63.0
1083,2023-05-17,Île-de-France,38.0
1084,2023-05-18,Île-de-France,47.0
1085,2023-05-19,Île-de-France,50.0
1086,2023-05-20,Île-de-France,59.0
1087,2023-05-21,Île-de-France,66.0
1088,2023-05-22,Île-de-France,64.0
1089,2023-05-23,Île-de-France,67.0
1091,2023-05-24,,54.39114832535885
1092,2023-05-25,Île-de-France,57.0
1093,2023-05-26,Île-de-France,67.0
1094,2023-05-27,Île-de-France,66.0
1095,2023-05-28,Île-de-France,68.0
1096,2023-05-29,Île-de-France,95.0
1097,2023-05-30,Île-de-France,73.0
1098,2023-05-31,Île-de-France,78.0
1099,2023-06-01,Île-de-France,53.0
1100,2023-06-02,Île-de-France,67.0
1102,2023-06-03,Île-de-France,60.0
1103,2023-06-04,,54.39114832535885
1104,2023-06-05,Île-de-France,58.0
1105,2023-06-06,Île-de-France,67.0
1106,2023-06-07,Île-de-France,88.0
1107,2023-06-08,Île-de-France,74.0
1108,2023-06-09,Île-de-France,80.0
1109,2023-06-10,Île-de-France,98.0
1110,2023-06-11,Île-de-France,73.0
1112,2023-06-12,Île-de-France,86.0
1113,2023-06-13,,54.39114832535885
1114,2023-06-14,Île-de-France,71.0
1116,2023-06-15,,54.39114832535885
1117,2023-06-16,Île-de-France,69.0
1119,2023-06-17,,54.39114832535885
1120,2023-06-18,Île-de-France,77.0
1121,2023-06-19,Île-de-France,72.0
1122,2023-06-20,Île-de-France,74.0
1124,2023-06-21,,54.39114832535885
1125,2023-06-22,Île-de-France,57.0
1126,2023-06-23,Île-de-France,70.0
1127,2023-06-24,Île-de-France,61.0
1128,2023-06-25,Île-de-France,61.0
1130,2023-06-26,,54.39114832535885
1131,2023-06-27,Île-de-France,48.0
1132,2023-06-28,Île-de-France,57.0
1134,2023-06-29,Île-de-France,63.0
1135,2023-06-30,,54.39114832535885
1136,2023-07-01,Île-de-France,54.0
1137,2023-07-02,Île-de-France,92.0
1138,2023-07-03,Île-de-France,95.0
1140,2023-07-04,Île-de-France,51.0
1141,2023-07-05,,54.39114832535885
1142,2023-07-06,Île-de-France,44.0
1143,2023-07-07,Île-de-France,62.0
1145,2023-07-08,Île-de-France,64.0
1146,2023-07-09,Île-de-France,64.0
1147,2023-07-10,,54.39114832535885
1148,2023-07-11,Île-de-France,47.0
1149,2023-07-12,Île-de-France,54.0
1150,2023-07-13,Île-de-France,45.0
1151,2023-07-14,Île-de-France,41.0
1152,2023-07-15,Île-de-France,59.0
1153,2023-07-16,Île-de-France,45.0
1154,2023-07-17,Île-de-France,51.0
1155,2023-07-18,Île-de-France,48.0
1156,2023-07-19,Île-de-France,56.0
1157,2023-07-20,Île-de-France,44.0
1159,2023-07-21,,54.39114832535885
1160,2023-07-22,Île-de-France,47.0
1162,2023-07-23,Île-de-France,48.0
1163,2023-07-24,Île-de-France,44.0
1164,2023-07-25,,54.39114832535885
1165,2023-07-26,Île-de-France,47.0
1166,2023-07-27,Île-de-France,53.0
1167,2023-07-28,Île-de-France,43.0
1168,2023-07-29,Île-de-France,53.0
1169,2023-07-30,Île-de-France,54.0
1170,2023-07-31,Île-de-France,40.0
1171,2023-08-01,Île-de-France,41.0
1172,2023-08-02,Île-de-France,42.0
1174,2023-08-03,,54.39114832535885
1175,2023-08-04,Île-de-France,36.0
1176,2023-08-05,Île-de-France,49.0
1177,2023-08-06,Île-de-France,43.0
1178,2023-08-07,Île-de-France,32.0
1179,2023-08-08,Île-de-France,35.0
1180,2023-08-09,Île-de-France,43.0
1181,2023-08-10,Île-de-France,42.0
1183,2023-08-11,,54.39114832535885
1184,2023-08-12,Île-de-France,65.0
1185,2023-08-13,Île-de-France,49.0
1186,2023-08-14,Île-de-France,45.0
1187,2023-08-15,Île-de-France,52.0
1188,2023-08-16,Île-de-France,47.0
1189,2023-08-17,Île-de-France,50.0
1190,2023-08-18,Île-de-France,66.0
1191,2023-08-19,Île-de-France,77.0
1193,2023-08-20,,54.39114832535885
1194,2023-08-21,Île-de-France,46.0
1195,2023-08-22,Île-de-France,45.0
1197,2023-08-23,,54.39114832535885
1198,2023-08-24,Île-de-France,49.0
1199,2023-08-25,Île-de-France,52.0
1200,2023-08-26,Île-de-France,53.0
1202,2023-08-27,Île-de-France,33.0
1203,2023-08-28,Île-de-France,27.0
1204,2023-08-29,,54.39114832535885
1205,2023-08-30,Île-de-France,42.0
1206,2023-08-31,Île-de-France,43.0
1207,2023-09-01,Île-de-France,44.0
1208,2023-09-02,Île-de-France,79.0
1210,2023-09-03,Île-de-France,90.0
1211,2023-09-04,,54.39114832535885
1212,2023-09-05,Île-de-France,61.0
1214,2023-09-06,,54.39114832535885
1215,2023-09-07,Île-de-France,69.0
1216,2023-09-08,Île-de-France,76.0
1218,2023-09-09,,54.39114832535885
1219,2023-09-10,Île-de-France,79.0
1220,2023-09-11,Île-de-France,74.0
1221,2023-09-12,Île-de-France,71.0
1222,2023-09-13,Île-de-France,54.0
1224,2023-09-14,Île-de-France,64.0
1225,2023-09-15,,54.39114832535885
1226,2023-09-16,Île-de-France,59.0
1227,2023-09-17,Île-de-France,66.0
1228,2023-09-18,Île-de-France,62.0
1229,2023-09-19,Île-de-France,45.0
1230,2023-09-20,Île-de-France,55.0
1231,2023-09-21,Île-de-France,66.0
1232,2023-09-22,Île-de-France,53.0
1234,2023-09-23,Île-de-France,39.0
1235,2023-09-24,,54.39114832535885
1236,2023-09-25,Île-de-France,61.0
1237,2023-09-26,Île-de-France,56.0
1238,2023-09-27,Île-de-France,69.0
1239,2023-09-28,Île-de-France,58.0
1240,2023-09-29,Île-de-France,50.0
1241,2023-09-30,Île-de-France,50.0
1242,2023-10-01,Île-de-France,68.0
1244,2023-10-02,,54.39114832535885
1245,2023-10-03,Île-de-France,82.0
1247,2023-10-04,Île-de-France,49.0
1248,2023-10-05,,54.39114832535885
1249,2023-10-06,Île-de-France,66.0
1250,2023-10-07,Île-de-France,72.0
1252,2023-10-08,,54.39114832535885
1253,2023-10-09,Île-de-France,86.0
1254,2023-10-10,Île-de-France,91.0
1255,2023-10-11,Île-de-France,82.0
1256,2023-10-12,Île-de-France,74.0
1257,2023-10-13,Île-de-France,69.0
1258,2023-10-14,Île-de-France,68.0
1260,2023-10-15,Île-de-France,39.0
1261,2023-10-16,,54.39114832535885
1262,2023-10-17,Île-de-France,51.0
1263,2023-10-18,Île-de-France,53.0
1265,2023-10-19,Île-de-France,54.0
1266,2023-10-20,,54.39114832535885
1267,2023-10-21,Île-de-France,45.0
1268,2023-10-22,Île-de-France,40.0
1269,2023-10-23,Île-de-France,52.0
1270,2023-10-24,Île-de-France,58.0
1271,2023-10-25,Île-de-France,46.0
1272,2023-10-26,Île-de-France,42.0
1273,2023-10-27,Île-de-France,53.0
1274,2023-10-28,Île-de-France,45.0
1275,2023-10-29,Île-de-France,48.0
1277,2023-10-30,,54.39114832535885
1278,2023-10-31,Île-de-France,50.0
1279,2023-11-01,Île-de-France,51.0
1280,2023-11-02,Île-de-France,43.0
1281,2023-11-03,Île-de-France,35.0
1282,2023-11-04,Île-de-France,44.0
1284,2023-11-05,,54.39114832535885
1285,2023-11-06,Île-de-France,38.0
1286,2023-11-07,Île-de-France,42.0
1288,2023-11-08,,54.39114832535885
1289,2023-11-09,Île-de-France,44.0
1290,2023-11-10,Île-de-France,43.0
1291,2023-11-11,Île-de-France,43.0
1292,2023-11-12,Île-de-France,52.0
1293,2023-11-13,Île-de-France,51.0
1294,2023-11-14,Île-de-France,45.0
1296,2023-11-15,Île-de-France,49.0
1297,2023-11-16,,54.39114832535885
1298,2023-11-17,Île-de-France,67.0
1299,2023-11-18,Île-de-France,44.0
1300,2023-11-19,Île-de-France,62.0
1301,2023-11-20,Île-de-France,47.0
1302,2023-11-21,Île-de-France,38.0
1303,2023-11-22,Île-de-France,41.0
1304,2023-11-23,Île-de-France,58.0
1306,2023-11-24,Île-de-France,56.0
1307,2023-11-25,,54.39114832535885
1308,2023-11-26,Île-de-France,50.0
1310,2023-11-27,,54.39114832535885
1311,2023-11-28,Île-de-France,45.0
1312,2023-11-29,Île-de-France,53.0
1313,2023-11-30,Île-de-France,79.0
1314,2023-12-01,Île-de-France,94.0
1315,2023-12-02,Île-de-France,95.0
1317,2023-12-03,Île-de-France,85.0
1318,2023-12-04,,54.39114832535885
1319,2023-12-05,Île-de-France,47.0
1320,2023-12-06,Île-de-France,36.0
1322,2023-12-07,,54.39114832535885
1323,2023-12-08,Île-de-France,65.0
1325,2023-12-09,Île-de-France,62.0
1326,2023-12-10,,54.39114832535885
1327,2023-12-11,Île-de-France,54.0
1328,2023-12-12,Île-de-France,58.0
1329,2023-12-13,Île-de-France,47.0
1330,2023-12-14,Île-de-France,38.0
1331,2023-12-15,Île-de-France,39.0
1332,2023-12-16,Île-de-France,57.0
1333,2023-12-17,Île-de-France,92.0
1335,2023-12-18,Île-de-France,81.0
1336,2023-12-19,,54.39114832535885
1337,2023-12-20,Île-de-France,53.0
1339,2023-12-21,,54.39114832535885
1340,2023-12-22,Île-de-France,34.0
1342,2023-12-23,,54.39114832535885
1343,2023-12-24,Île-de-France,27.0
1344,2023-12-25,Île-de-France,32.0
1346,2023-12-26,,54.39114832535885
1347,2023-12-27,Île-de-France,41.0
1348,2023-12-28,Île-de-France,45.0
1349,2023-12-29,Île-de-France,41.0
1350,2023-12-30,Île-de-France,34.0
1351,2023-12-31,Île-de-France,34.0
